Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-04-16,24.90
29-04-16,9.48
28-04-16,6.45
27-04-16,5.83
26-04-16,4.91
25-04-16,6.62
24-04-16,5.31
23-04-16,9.42
22-04-16,12.37
21-04-16,14.37
20-04-16,9.21
19-04-16,12.29
18-04-16,11.70
17-04-16,9.30
16-04-16,7.83
15-04-16,12.46
14-04-16,19.34
13-04-16,11.82
12-04-16,22.42
11-04-16,14.36
10-04-16,9.66
09-04-16,16.52
08-04-16,11.80
07-04-16,7.17
06-04-16,9.72
05-04-16,26.80
04-04-16,24.27
03-04-16,13.06
02-04-16,11.11
01-04-16,9.91

