Datum Zeit,Klingenthal PM10
,µg/m³
30-04-16,14
29-04-16,9
28-04-16,7
27-04-16,7
26-04-16,4
25-04-16,7
24-04-16,6
23-04-16,12
22-04-16,15
21-04-16,12
20-04-16,11
19-04-16,13
18-04-16,9
17-04-16,4
16-04-16,5
15-04-16,8
14-04-16,15
13-04-16,10
12-04-16,19
11-04-16,13
10-04-16,12
09-04-16,12
08-04-16,11
07-04-16,8
06-04-16,8
05-04-16,21
04-04-16,22
03-04-16,17
02-04-16,14
01-04-16,5

