Datum Zeit,Glauchau PM10
,µg/m³
30-04-16,51
29-04-16,21
28-04-16,16
27-04-16,12
26-04-16,7
25-04-16,10
24-04-16,9
23-04-16,20
22-04-16,25
21-04-16,24
20-04-16,17
19-04-16,19
18-04-16,18
17-04-16,15
16-04-16,8
15-04-16,17
14-04-16,25
13-04-16,16
12-04-16,31
11-04-16,28
10-04-16,24
09-04-16,24
08-04-16,21
07-04-16,13
06-04-16,15
05-04-16,31
04-04-16,40
03-04-16,32
02-04-16,26
01-04-16,17

