Datum Zeit,Annaberg-Buchholz NO2
,µg/m³
01-03-07 00:00,7
28-02-07 23:00,7
28-02-07 22:00,8
28-02-07 21:00,10
28-02-07 20:00,11
28-02-07 19:00,16
28-02-07 18:00,19
28-02-07 17:00,17
28-02-07 16:00,19
28-02-07 15:00,27
28-02-07 14:00,21
28-02-07 13:00,17
28-02-07 12:00,11
28-02-07 11:00,16
28-02-07 10:00,16
28-02-07 09:00,22
28-02-07 08:00,31
28-02-07 07:00,17
28-02-07 06:00,11
28-02-07 05:00,8
28-02-07 04:00,8
28-02-07 03:00,9
28-02-07 02:00,9
28-02-07 01:00,14
28-02-07 00:00,18
27-02-07 23:00,30
27-02-07 22:00,34
27-02-07 21:00,30
27-02-07 20:00,26
27-02-07 19:00,33
27-02-07 18:00,38
27-02-07 17:00,27
27-02-07 16:00,32
27-02-07 15:00,19
27-02-07 14:00,23
27-02-07 13:00,23
27-02-07 12:00,19
27-02-07 11:00,19
27-02-07 10:00,18
27-02-07 09:00,13
27-02-07 08:00,15
27-02-07 07:00,18
27-02-07 06:00,12
27-02-07 05:00,8
27-02-07 04:00,8
27-02-07 03:00,8
27-02-07 02:00,8
27-02-07 01:00,8
27-02-07 00:00,9
26-02-07 23:00,11
26-02-07 22:00,12
26-02-07 21:00,15
26-02-07 20:00,19
26-02-07 19:00,30
26-02-07 18:00,41
26-02-07 17:00,24
26-02-07 16:00,24
26-02-07 15:00,20
26-02-07 14:00,20
26-02-07 13:00,19
26-02-07 12:00,17
26-02-07 11:00,23
26-02-07 10:00,20
26-02-07 09:00,26
26-02-07 08:00,33
26-02-07 07:00,39
26-02-07 06:00,30
26-02-07 05:00,18
26-02-07 04:00,15
26-02-07 03:00,19
26-02-07 02:00,15
26-02-07 01:00,15
26-02-07 00:00,22
25-02-07 23:00,27
25-02-07 22:00,19
25-02-07 21:00,24
25-02-07 20:00,20
25-02-07 19:00,23
25-02-07 18:00,18
25-02-07 17:00,22
25-02-07 16:00,18
25-02-07 15:00,15
25-02-07 14:00,15
25-02-07 13:00,14
25-02-07 12:00,17
25-02-07 11:00,13
25-02-07 10:00,14
25-02-07 09:00,15
25-02-07 08:00,14
25-02-07 07:00,12
25-02-07 06:00,12
25-02-07 05:00,17
25-02-07 04:00,14
25-02-07 03:00,11
25-02-07 02:00,15
25-02-07 01:00,16
25-02-07 00:00,20
24-02-07 23:00,16
24-02-07 22:00,14
24-02-07 21:00,16
24-02-07 20:00,18
24-02-07 19:00,19
24-02-07 18:00,23
24-02-07 17:00,23
24-02-07 16:00,24
24-02-07 15:00,23
24-02-07 14:00,27
24-02-07 13:00,41
24-02-07 12:00,40
24-02-07 11:00,47
24-02-07 10:00,40
24-02-07 09:00,30
24-02-07 08:00,35
24-02-07 07:00,49
24-02-07 06:00,55
24-02-07 05:00,54
24-02-07 04:00,49
24-02-07 03:00,48
24-02-07 02:00,53
24-02-07 01:00,54
24-02-07 00:00,56
23-02-07 23:00,58
23-02-07 22:00,54
23-02-07 21:00,50
23-02-07 20:00,55
23-02-07 19:00,70
23-02-07 18:00,51
23-02-07 17:00,38
23-02-07 16:00,36
23-02-07 15:00,35
23-02-07 14:00,34
23-02-07 13:00,38
23-02-07 12:00,51
23-02-07 11:00,64
23-02-07 10:00,60
23-02-07 09:00,54
23-02-07 08:00,66
23-02-07 07:00,60
23-02-07 06:00,46
23-02-07 05:00,30
23-02-07 04:00,24
23-02-07 03:00,15
23-02-07 02:00,15
23-02-07 01:00,25
23-02-07 00:00,25
22-02-07 23:00,30
22-02-07 22:00,28
22-02-07 21:00,42
22-02-07 20:00,60
22-02-07 19:00,67
22-02-07 18:00,64
22-02-07 17:00,28
22-02-07 16:00,25
22-02-07 15:00,18
22-02-07 14:00,14
22-02-07 13:00,18
22-02-07 12:00,13
22-02-07 11:00,16
22-02-07 10:00,16
22-02-07 09:00,26
22-02-07 08:00,30
22-02-07 07:00,37
22-02-07 06:00,46
22-02-07 05:00,27
22-02-07 04:00,9
22-02-07 03:00,11
22-02-07 02:00,22
22-02-07 01:00,37
22-02-07 00:00,33
21-02-07 23:00,41
21-02-07 22:00,37
21-02-07 21:00,43
21-02-07 20:00,45
21-02-07 19:00,57
21-02-07 18:00,62
21-02-07 17:00,50
21-02-07 16:00,34
21-02-07 15:00,23
21-02-07 14:00,29
21-02-07 13:00,26
21-02-07 12:00,29
21-02-07 11:00,43
21-02-07 10:00,50
21-02-07 09:00,50
21-02-07 08:00,49
21-02-07 07:00,43
21-02-07 06:00,34
21-02-07 05:00,33
21-02-07 04:00,33
21-02-07 03:00,35
21-02-07 02:00,39
21-02-07 01:00,41
21-02-07 00:00,36
20-02-07 23:00,34
20-02-07 22:00,37
20-02-07 21:00,41
20-02-07 20:00,53
20-02-07 19:00,62
20-02-07 18:00,59
20-02-07 17:00,46
20-02-07 16:00,34
20-02-07 15:00,26
20-02-07 14:00,26
20-02-07 13:00,24
20-02-07 12:00,35
20-02-07 11:00,44
20-02-07 10:00,46
20-02-07 09:00,45
20-02-07 08:00,47
20-02-07 07:00,43
20-02-07 06:00,34
20-02-07 05:00,25
20-02-07 04:00,23
20-02-07 03:00,19
20-02-07 02:00,17
20-02-07 01:00,19
20-02-07 00:00,23
19-02-07 23:00,28
19-02-07 22:00,27
19-02-07 21:00,35
19-02-07 20:00,34
19-02-07 19:00,47
19-02-07 18:00,40
19-02-07 17:00,45
19-02-07 16:00,40
19-02-07 15:00,34
19-02-07 14:00,27
19-02-07 13:00,27
19-02-07 12:00,37
19-02-07 11:00,28
19-02-07 10:00,24
19-02-07 09:00,21
19-02-07 08:00,20
19-02-07 07:00,24
19-02-07 06:00,27
19-02-07 05:00,35
19-02-07 04:00,29
19-02-07 03:00,22
19-02-07 02:00,16
19-02-07 01:00,18
19-02-07 00:00,26
18-02-07 23:00,33
18-02-07 22:00,35
18-02-07 21:00,36
18-02-07 20:00,41
18-02-07 19:00,46
18-02-07 18:00,27
18-02-07 17:00,25
18-02-07 16:00,17
18-02-07 15:00,15
18-02-07 14:00,15
18-02-07 13:00,28
18-02-07 12:00,33
