Datum Zeit,Schwartenberg PM10
,µg/m³
28-02-07,2
27-02-07,5
26-02-07,10
25-02-07,29
24-02-07,34
23-02-07,35
22-02-07,17
21-02-07,65
20-02-07,48
19-02-07,22
18-02-07,26
17-02-07,20
16-02-07,15
15-02-07,3
14-02-07,15
13-02-07,4
12-02-07,7
11-02-07,13
10-02-07,28
09-02-07,6
08-02-07,8
07-02-07,13
06-02-07,12
05-02-07,9
04-02-07,7
03-02-07,9
02-02-07,8
01-02-07,9

