Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
28-02-07,12
27-02-07,15
26-02-07,20
25-02-07,23
24-02-07,53
23-02-07,54
22-02-07,43
21-02-07,77
20-02-07,82
19-02-07,58
18-02-07,36
17-02-07,30
16-02-07,24
15-02-07,14
14-02-07,28
13-02-07,11
12-02-07,19
11-02-07,30
10-02-07,41
09-02-07,22
08-02-07,34
07-02-07,39
06-02-07,42
05-02-07,32
04-02-07,14
03-02-07,18
02-02-07,28
01-02-07,27

