Datum Zeit,Borna PM10
,µg/m³
28-02-07,10
27-02-07,15
26-02-07,16
25-02-07,16
24-02-07,46
23-02-07,49
22-02-07,31
21-02-07,54
20-02-07,56
19-02-07,46
18-02-07,29
17-02-07,25
16-02-07,20
15-02-07,14
14-02-07,24
13-02-07,10
12-02-07,13
11-02-07,34
10-02-07,39
09-02-07,21
08-02-07,37
07-02-07,33
06-02-07,35
05-02-07,29
04-02-07,11
03-02-07,16
02-02-07,27
01-02-07,22

