Datum Zeit,Schwartenberg PM2.5
,µg/m³
28-02-07,
27-02-07,
26-02-07,
25-02-07,
24-02-07,15.89
23-02-07,
22-02-07,15.72
21-02-07,
20-02-07,39.93
19-02-07,
18-02-07,23.49
17-02-07,
16-02-07,10.81
15-02-07,
14-02-07,10.31
13-02-07,
12-02-07,
11-02-07,
10-02-07,19.73
09-02-07,
08-02-07,5.98
07-02-07,
06-02-07,7.50
05-02-07,
04-02-07,2.84
03-02-07,
02-02-07,3.93
01-02-07,

