Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-11-12,
29-11-12,
28-11-12,20.91
27-11-12,30.74
26-11-12,21.27
25-11-12,19.98
24-11-12,26.21
23-11-12,21.57
22-11-12,22.55
21-11-12,28.76
20-11-12,49.64
19-11-12,41.01
18-11-12,27.63
17-11-12,33.85
16-11-12,38.48
15-11-12,39.09
14-11-12,29.50
13-11-12,17.04
12-11-12,20.22
11-11-12,29.43
10-11-12,19.15
09-11-12,15.77
08-11-12,11.56
07-11-12,5.26
06-11-12,8.71
05-11-12,6.88
04-11-12,5.70
03-11-12,4.58
02-11-12,9.68
01-11-12,18.31

