Datum Zeit,Borna PM10
,µg/m³
30-11-12,13
29-11-12,5
28-11-12,14
27-11-12,27
26-11-12,21
25-11-12,17
24-11-12,30
23-11-12,23
22-11-12,25
21-11-12,25
20-11-12,29
19-11-12,27
18-11-12,25
17-11-12,31
16-11-12,36
15-11-12,45
14-11-12,41
13-11-12,30
12-11-12,27
11-11-12,19
10-11-12,22
09-11-12,21
08-11-12,18
07-11-12,8
06-11-12,15
05-11-12,12
04-11-12,5
03-11-12,6
02-11-12,10
01-11-12,26

