Datum Zeit,Brockau PM10
,µg/m³
30-11-12,8
29-11-12,2
28-11-12,8
27-11-12,21
26-11-12,11
25-11-12,14
24-11-12,21
23-11-12,15
22-11-12,18
21-11-12,20
20-11-12,17
19-11-12,
18-11-12,17
17-11-12,19
16-11-12,25
15-11-12,32
14-11-12,32
13-11-12,25
12-11-12,19
11-11-12,17
10-11-12,16
09-11-12,15
08-11-12,13
07-11-12,5
06-11-12,7
05-11-12,5
04-11-12,3
03-11-12,3
02-11-12,5
01-11-12,19

