Datum Zeit,Dresden-Nord PM10
,µg/m³
30-11-12,13
29-11-12,5
28-11-12,27
27-11-12,45
26-11-12,33
25-11-12,29
24-11-12,38
23-11-12,37
22-11-12,42
21-11-12,40
20-11-12,80
19-11-12,62
18-11-12,36
17-11-12,45
16-11-12,56
15-11-12,64
14-11-12,49
13-11-12,33
12-11-12,34
11-11-12,34
10-11-12,25
09-11-12,29
08-11-12,24
07-11-12,10
06-11-12,18
05-11-12,17
04-11-12,10
03-11-12,8
02-11-12,18
01-11-12,24

