Datum Zeit,Klingenthal PM10
,µg/m³
30-11-12,9
29-11-12,2
28-11-12,9
27-11-12,23
26-11-12,19
25-11-12,18
24-11-12,24
23-11-12,18
22-11-12,18
21-11-12,19
20-11-12,17
19-11-12,20
18-11-12,17
17-11-12,24
16-11-12,29
15-11-12,26
14-11-12,29
13-11-12,16
12-11-12,16
11-11-12,23
10-11-12,19
09-11-12,16
08-11-12,10
07-11-12,7
06-11-12,9
05-11-12,6
04-11-12,7
03-11-12,5
02-11-12,
01-11-12,20

