Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
30-11-12,15
29-11-12,6
28-11-12,34
27-11-12,48
26-11-12,29
25-11-12,27
24-11-12,42
23-11-12,41
22-11-12,39
21-11-12,36
20-11-12,77
19-11-12,61
18-11-12,34
17-11-12,40
16-11-12,59
15-11-12,58
14-11-12,48
13-11-12,40
12-11-12,36
11-11-12,37
10-11-12,27
09-11-12,30
08-11-12,27
07-11-12,12
06-11-12,18
05-11-12,16
04-11-12,10
03-11-12,11
02-11-12,24
01-11-12,26

