Datum Zeit,Niesky PM10
,µg/m³
30-11-12,4
29-11-12,3
28-11-12,30
27-11-12,23
26-11-12,19
25-11-12,24
24-11-12,24
23-11-12,26
22-11-12,18
21-11-12,36
20-11-12,43
19-11-12,40
18-11-12,26
17-11-12,32
16-11-12,55
15-11-12,35
14-11-12,32
13-11-12,15
12-11-12,18
11-11-12,30
10-11-12,18
09-11-12,16
08-11-12,11
07-11-12,6
06-11-12,9
05-11-12,6
04-11-12,8
03-11-12,7
02-11-12,12
01-11-12,16

