Datum Zeit,Glauchau PM10
,µg/m³
30-11-12,12
29-11-12,4
28-11-12,12
27-11-12,30
26-11-12,25
25-11-12,20
24-11-12,34
23-11-12,30
22-11-12,38
21-11-12,26
20-11-12,44
19-11-12,30
18-11-12,19
17-11-12,43
16-11-12,43
15-11-12,45
14-11-12,55
13-11-12,40
12-11-12,32
11-11-12,16
10-11-12,24
09-11-12,22
08-11-12,15
07-11-12,7
06-11-12,13
05-11-12,9
04-11-12,6
03-11-12,5
02-11-12,9
01-11-12,23

