Datum Zeit,Leipzig-West PM10
,µg/m³
30-11-12,9
29-11-12,6
28-11-12,14
27-11-12,18
26-11-12,15
25-11-12,16
24-11-12,30
23-11-12,20
22-11-12,21
21-11-12,23
20-11-12,26
19-11-12,23
18-11-12,26
17-11-12,24
16-11-12,32
15-11-12,30
14-11-12,41
13-11-12,25
12-11-12,22
11-11-12,17
10-11-12,19
09-11-12,18
08-11-12,15
07-11-12,7
06-11-12,10
05-11-12,8
04-11-12,6
03-11-12,5
02-11-12,9
01-11-12,23

