Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-03-09,16.39
30-03-09,15.50
29-03-09,10.65
28-03-09,8.45
27-03-09,5.31
26-03-09,10.76
25-03-09,8.97
24-03-09,3.74
23-03-09,6.93
22-03-09,20.06
21-03-09,18.11
20-03-09,7.95
19-03-09,6.34
18-03-09,9.12
17-03-09,15.90
16-03-09,9.75
15-03-09,8.31
14-03-09,11.95
13-03-09,10.97
12-03-09,9.92
11-03-09,6.87
10-03-09,5.99
09-03-09,6.01
08-03-09,9.49
07-03-09,10.67
06-03-09,29.57
05-03-09,26.68
04-03-09,27.94
03-03-09,23.24
02-03-09,21.58
01-03-09,20.17

