Datum Zeit,Borna PM10
,µg/m³
31-03-09,33
30-03-09,34
29-03-09,15
28-03-09,12
27-03-09,13
26-03-09,21
25-03-09,17
24-03-09,9
23-03-09,25
22-03-09,35
21-03-09,34
20-03-09,15
19-03-09,12
18-03-09,23
17-03-09,27
16-03-09,14
15-03-09,13
14-03-09,24
13-03-09,21
12-03-09,21
11-03-09,14
10-03-09,12
09-03-09,14
08-03-09,19
07-03-09,14
06-03-09,28
05-03-09,44
04-03-09,36
03-03-09,37
02-03-09,29
01-03-09,14

