Datum Zeit,Glauchau PM10
,µg/m³
31-03-09,42
30-03-09,43
29-03-09,18
28-03-09,13
27-03-09,13
26-03-09,19
25-03-09,16
24-03-09,11
23-03-09,21
22-03-09,35
21-03-09,36
20-03-09,20
19-03-09,19
18-03-09,28
17-03-09,32
16-03-09,19
15-03-09,15
14-03-09,29
13-03-09,24
12-03-09,21
11-03-09,15
10-03-09,14
09-03-09,19
08-03-09,21
07-03-09,18
06-03-09,37
05-03-09,46
04-03-09,45
03-03-09,45
02-03-09,31
01-03-09,18

