Datum Zeit,Niesky PM10
,µg/m³
31-03-09,
30-03-09,
29-03-09,10
28-03-09,12
27-03-09,
26-03-09,
25-03-09,
24-03-09,5
23-03-09,10
22-03-09,
21-03-09,
20-03-09,
19-03-09,6
18-03-09,
17-03-09,21
16-03-09,18
15-03-09,11
14-03-09,16
13-03-09,10
12-03-09,12
11-03-09,12
10-03-09,12
09-03-09,10
08-03-09,18
07-03-09,23
06-03-09,40
05-03-09,33
04-03-09,
03-03-09,
02-03-09,
01-03-09,

