Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-03-09,34
30-03-09,29
29-03-09,18
28-03-09,19
27-03-09,13
26-03-09,20
25-03-09,19
24-03-09,13
23-03-09,17
22-03-09,34
21-03-09,29
20-03-09,20
19-03-09,19
18-03-09,26
17-03-09,28
16-03-09,19
15-03-09,16
14-03-09,25
13-03-09,22
12-03-09,18
11-03-09,15
10-03-09,11
09-03-09,12
08-03-09,14
07-03-09,16
06-03-09,37
05-03-09,34
04-03-09,34
03-03-09,30
02-03-09,29
01-03-09,25

