Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2003-05-01,01:00,,,,,96,,,1.0
2003-05-01,02:00,,,,,97,,,1.0
2003-05-01,03:00,,,,,99,,,1.0
2003-05-01,04:00,,,,,100,,,1.0
2003-05-01,05:00,,,,,103,,,1.0
2003-05-01,06:00,,,,,105,,,1.0
2003-05-01,07:00,,,,,103,,,1.0
2003-05-01,08:00,,,,,100,,,1.0
2003-05-01,09:00,,,,,102,,,1.0
2003-05-01,10:00,,,,,107,,,1.0
2003-05-01,11:00,,,,,108,,,1.0
2003-05-01,12:00,,,,,108,,,1.0
2003-05-01,13:00,,,,,110,,,1.0
2003-05-01,14:00,,,,,113,,,1.0
2003-05-01,15:00,,,,,118,,,1.0
2003-05-01,16:00,,,,,120,,,1.0
2003-05-01,17:00,,,,,121,,,1.0
2003-05-01,18:00,,,,,123,,,1.0
2003-05-01,19:00,,,,,120,,,1.0
2003-05-01,20:00,,,,,115,,,1.0
2003-05-01,21:00,,,,,115,,,1.0
2003-05-01,22:00,,,,,115,,,1.0
2003-05-01,23:00,,,,,115,,,1.0
2003-05-02,00:00,,,,,115,,,1.0
2003-05-02,01:00,,,,,114,,,1.0
2003-05-02,02:00,,,,,112,,,1.0
2003-05-02,03:00,,,,,108,,,1.0
2003-05-02,04:00,,,,,108,,,1.0
2003-05-02,05:00,,,,,110,,,1.0
2003-05-02,06:00,,,,,108,,,1.0
2003-05-02,07:00,,,,,111,,,1.0
2003-05-02,08:00,,,,,117,,,1.0
2003-05-02,09:00,,,,,114,,,1.0
2003-05-02,10:00,,,,,121,,,1.0
2003-05-02,11:00,,,,,123,,,1.3
2003-05-02,12:00,,,,,121,,,1.9
2003-05-02,13:00,,,,,124,,,1.2
2003-05-02,14:00,,,,,129,,,1.0
2003-05-02,15:00,,,,,128,,,1.2
2003-05-02,16:00,,,,,130,,,2.6
2003-05-02,17:00,,,,,128,,,3.2
2003-05-02,18:00,,,,,127,,,1.0
2003-05-02,19:00,,,,,124,,,1.0
2003-05-02,20:00,,,,,124,,,1.0
2003-05-02,21:00,,,,,124,,,1.0
2003-05-02,22:00,,,,,120,,,2.2
2003-05-02,23:00,,,,,108,,,22.4
2003-05-03,00:00,,,,,114,,,4.5
2003-05-03,01:00,,,,,112,,,1.0
2003-05-03,02:00,,,,,109,,,1.0
2003-05-03,03:00,,,,,106,,,1.0
2003-05-03,04:00,,,,,106,,,1.0
2003-05-03,05:00,,,,,102,,,1.0
2003-05-03,06:00,,,,,96,,,1.0
2003-05-03,07:00,,,,,97,,,1.0
2003-05-03,08:00,,,,,99,,,1.0
2003-05-03,09:00,,,,,100,,,1.0
2003-05-03,10:00,,,,,100,,,1.0
2003-05-03,11:00,,,,,96,,,1.0
2003-05-03,12:00,,,,,95,,,1.0
2003-05-03,13:00,,,,,97,,,1.0
2003-05-03,14:00,,,,,102,,,1.0
2003-05-03,15:00,,,,,105,,,1.0
2003-05-03,16:00,,,,,108,,,1.0
2003-05-03,17:00,,,,,111,,,1.0
2003-05-03,18:00,,,,,111,,,1.0
