Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2003-05-05,16:00,,,,,145,,,
2003-05-05,17:00,,,,,145,,,
2003-05-05,18:00,,,,,144,,,
2003-05-05,19:00,,,,,141,,,
2003-05-05,20:00,,,,,138,,,
2003-05-05,21:00,,,,,135,,,
2003-05-05,22:00,,,,,130,,,
2003-05-05,23:00,,,,,130,,,
2003-05-06,00:00,,,,,129,,,
2003-05-06,01:00,,,,,127,,,
2003-05-06,02:00,,,,,124,,,
2003-05-06,03:00,,,,,123,,,
2003-05-06,04:00,,,,,120,,,
2003-05-06,05:00,,,,,121,,,
2003-05-06,06:00,,,,,119,,,
2003-05-06,07:00,,,,,118,,,
2003-05-06,08:00,,,,,120,,,
2003-05-06,09:00,,,,,120,,,
2003-05-06,10:00,,,,,122,,,
2003-05-06,11:00,,,,,125,,,
2003-05-06,12:00,,,,,134,,,
2003-05-06,13:00,,,,,141,,,
2003-05-06,14:00,,,,,148,,,
2003-05-06,15:00,,,,,157,,,
2003-05-06,16:00,,,,,173,,,
2003-05-06,17:00,,,,,161,,,
2003-05-06,18:00,,,,,143,,,
2003-05-06,19:00,,,,,120,,,
2003-05-06,20:00,,,,,102,,,
2003-05-06,21:00,,,,,85,,,
2003-05-06,22:00,,,,,76,,,
2003-05-06,23:00,,,,,85,,,
2003-05-07,00:00,,,,,84,,,
2003-05-07,01:00,,,,,86,,,
2003-05-07,02:00,,,,,85,,,
2003-05-07,03:00,,,,,82,,,
2003-05-07,04:00,,,,,88,,,
2003-05-07,05:00,,,,,87,,,
2003-05-07,06:00,,,,,79,,,
2003-05-07,07:00,,,,,87,,,
2003-05-07,08:00,,,,,94,,,
2003-05-07,09:00,,,,,98,,,
2003-05-07,10:00,,,,,102,,,
2003-05-07,11:00,,,,,109,,,
2003-05-07,12:00,,,,,114,,,
2003-05-07,13:00,,,,,115,,,
2003-05-07,14:00,,,,,115,,,
2003-05-07,15:00,,,,,114,,,
2003-05-07,16:00,,,,,112,,,
2003-05-07,17:00,,,,,114,,,
2003-05-07,18:00,,,,,113,,,
2003-05-07,19:00,,,,,107,,,
2003-05-07,20:00,,,,,96,,,
2003-05-07,21:00,,,,,57,,,
2003-05-07,22:00,,,,,46,,,
2003-05-07,23:00,,,,,49,,,
2003-05-08,00:00,,,,,39,,,
2003-05-08,01:00,,,,,39,,,
2003-05-08,02:00,,,,,35,,,
2003-05-08,03:00,,,,,59,,,
2003-05-08,04:00,,,,,62,,,
2003-05-08,05:00,,,,,63,,,
