Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
30-04-11,21.22
29-04-11,37.37
28-04-11,28.08
27-04-11,25.09
26-04-11,30.93
25-04-11,26.40
24-04-11,28.57
23-04-11,35.82
22-04-11,35.71
21-04-11,39.42
20-04-11,32.51
19-04-11,28.22
18-04-11,30.18
17-04-11,22.55
16-04-11,18.29
15-04-11,13.63
14-04-11,12.32
13-04-11,9.07
12-04-11,23.93
11-04-11,22.70
10-04-11,13.92
09-04-11,14.57
08-04-11,21.69
07-04-11,25.88
06-04-11,24.76
05-04-11,15.05
04-04-11,12.90
03-04-11,13.80
02-04-11,14.56
01-04-11,

