Datum Zeit,Klingenthal PM10
,µg/m³
30-04-11,27
29-04-11,31
28-04-11,23
27-04-11,19
26-04-11,21
25-04-11,28
24-04-11,26
23-04-11,27
22-04-11,27
21-04-11,31
20-04-11,33
19-04-11,32
18-04-11,26
17-04-11,19
16-04-11,16
15-04-11,14
14-04-11,13
13-04-11,12
12-04-11,14
11-04-11,21
10-04-11,18
09-04-11,19
08-04-11,15
07-04-11,15
06-04-11,20
05-04-11,14
04-04-11,10
03-04-11,17
02-04-11,19
01-04-11,18

