Datum Zeit,Plauen-Sued PM10
,µg/m³
30-04-11,53
29-04-11,42
28-04-11,37
27-04-11,36
26-04-11,41
25-04-11,33
24-04-11,33
23-04-11,32
22-04-11,30
21-04-11,39
20-04-11,36
19-04-11,36
18-04-11,29
17-04-11,27
16-04-11,24
15-04-11,
14-04-11,19
13-04-11,12
12-04-11,19
11-04-11,25
10-04-11,24
09-04-11,20
08-04-11,16
07-04-11,21
06-04-11,26
05-04-11,
04-04-11,
03-04-11,18
02-04-11,20
01-04-11,20

