Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-04-11,41
29-04-11,63
28-04-11,53
27-04-11,44
26-04-11,47
25-04-11,44
24-04-11,50
23-04-11,57
22-04-11,54
21-04-11,82
20-04-11,60
19-04-11,64
18-04-11,52
17-04-11,43
16-04-11,39
15-04-11,33
14-04-11,25
13-04-11,18
12-04-11,31
11-04-11,40
10-04-11,37
09-04-11,38
08-04-11,25
07-04-11,33
06-04-11,37
05-04-11,31
04-04-11,24
03-04-11,26
02-04-11,28
01-04-11,25

