Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
30-04-11,43
29-04-11,49
28-04-11,44
27-04-11,39
26-04-11,42
25-04-11,38
24-04-11,39
23-04-11,43
22-04-11,38
21-04-11,46
20-04-11,35
19-04-11,40
18-04-11,39
17-04-11,31
16-04-11,31
15-04-11,30
14-04-11,16
13-04-11,13
12-04-11,27
11-04-11,27
10-04-11,15
09-04-11,30
08-04-11,22
07-04-11,24
06-04-11,33
05-04-11,32
04-04-11,19
03-04-11,28
02-04-11,28
01-04-11,22

