Datum Zeit,Glauchau PM10
,µg/m³
30-04-11,36
29-04-11,28
28-04-11,27
27-04-11,24
26-04-11,32
25-04-11,30
24-04-11,29
23-04-11,33
22-04-11,34
21-04-11,34
20-04-11,38
19-04-11,36
18-04-11,28
17-04-11,26
16-04-11,26
15-04-11,17
14-04-11,16
13-04-11,12
12-04-11,18
11-04-11,25
10-04-11,28
09-04-11,23
08-04-11,16
07-04-11,21
06-04-11,23
05-04-11,19
04-04-11,14
03-04-11,15
02-04-11,22
01-04-11,13

