Datum Zeit,Niesky PM10
,µg/m³
30-04-11,26
29-04-11,31
28-04-11,25
27-04-11,14
26-04-11,25
25-04-11,26
24-04-11,26
23-04-11,28
22-04-11,30
21-04-11,28
20-04-11,23
19-04-11,25
18-04-11,22
17-04-11,14
16-04-11,13
15-04-11,13
14-04-11,4
13-04-11,3
12-04-11,18
11-04-11,9
10-04-11,8
09-04-11,17
08-04-11,18
07-04-11,19
06-04-11,16
05-04-11,18
04-04-11,10
03-04-11,18
02-04-11,20
01-04-11,13

