Datum Zeit,Bautzen PM10
,µg/m³
30-04-11,42
29-04-11,42
28-04-11,34
27-04-11,22
26-04-11,32
25-04-11,32
24-04-11,33
23-04-11,40
22-04-11,37
21-04-11,39
20-04-11,34
19-04-11,38
18-04-11,32
17-04-11,23
16-04-11,21
15-04-11,18
14-04-11,9
13-04-11,6
12-04-11,25
11-04-11,20
10-04-11,11
09-04-11,21
08-04-11,22
07-04-11,23
06-04-11,24
05-04-11,27
04-04-11,13
03-04-11,18
02-04-11,25
01-04-11,22

