Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-04-11,28.39
29-04-11,31.76
28-04-11,26.32
27-04-11,20.34
26-04-11,25.76
25-04-11,28.66
24-04-11,22.74
23-04-11,30.18
22-04-11,25.99
21-04-11,23.18
20-04-11,20.24
19-04-11,22.22
18-04-11,20.88
17-04-11,19.23
16-04-11,20.22
15-04-11,12.68
14-04-11,9.20
13-04-11,
12-04-11,13.19
11-04-11,11.28
10-04-11,9.69
09-04-11,11.80
08-04-11,12.95
07-04-11,16.61
06-04-11,19.16
05-04-11,17.73
04-04-11,10.99
03-04-11,16.66
02-04-11,15.02
01-04-11,13.82

