Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
30-04-11,35
29-04-11,38
28-04-11,38
27-04-11,36
26-04-11,41
25-04-11,37
24-04-11,38
23-04-11,40
22-04-11,34
21-04-11,49
20-04-11,45
19-04-11,48
18-04-11,41
17-04-11,31
16-04-11,33
15-04-11,22
14-04-11,20
13-04-11,14
12-04-11,28
11-04-11,30
10-04-11,32
09-04-11,32
08-04-11,20
07-04-11,27
06-04-11,29
05-04-11,28
04-04-11,24
03-04-11,23
02-04-11,20
01-04-11,19

