Datum Zeit,Niesky PM10
,µg/m³
31-10-16,
30-10-16,13
29-10-16,10
28-10-16,17
27-10-16,27
26-10-16,25
25-10-16,18
24-10-16,22
23-10-16,16
22-10-16,14
21-10-16,11
20-10-16,11
19-10-16,10
18-10-16,23
17-10-16,18
16-10-16,28
15-10-16,23
14-10-16,24
13-10-16,12
12-10-16,10
11-10-16,11
10-10-16,8
09-10-16,6
08-10-16,8
07-10-16,10
06-10-16,4
05-10-16,4
04-10-16,5
03-10-16,6
02-10-16,5
01-10-16,10

