Datum Zeit,Bautzen PM10
,µg/m³
31-10-16,
30-10-16,
29-10-16,12
28-10-16,18
27-10-16,32
26-10-16,31
25-10-16,19
24-10-16,22
23-10-16,16
22-10-16,15
21-10-16,11
20-10-16,13
19-10-16,11
18-10-16,27
17-10-16,19
16-10-16,24
15-10-16,19
14-10-16,21
13-10-16,13
12-10-16,9
11-10-16,13
10-10-16,11
09-10-16,5
08-10-16,7
07-10-16,11
06-10-16,3
05-10-16,4
04-10-16,6
03-10-16,6
02-10-16,4
01-10-16,10

