Datum Zeit,Borna PM10
,µg/m³
31-12-03,29
30-12-03,35
29-12-03,21
28-12-03,15
27-12-03,15
26-12-03,14
25-12-03,13
24-12-03,21
23-12-03,25
22-12-03,12
21-12-03,7
20-12-03,26
19-12-03,29
18-12-03,37
17-12-03,30
16-12-03,21
15-12-03,14
14-12-03,9
13-12-03,11
12-12-03,29
11-12-03,39
10-12-03,43
09-12-03,41
08-12-03,44
07-12-03,13
06-12-03,11
05-12-03,24
04-12-03,30
03-12-03,45
02-12-03,53
01-12-03,35

