Datum Zeit,Schwartenberg PM10
,µg/m³
31-12-03,11
30-12-03,11
29-12-03,7
28-12-03,37
27-12-03,23
26-12-03,8
25-12-03,5
24-12-03,21
23-12-03,21
22-12-03,5
21-12-03,5
20-12-03,11
19-12-03,10
18-12-03,6
17-12-03,6
16-12-03,8
15-12-03,6
14-12-03,3
13-12-03,6
12-12-03,9
11-12-03,27
10-12-03,33
09-12-03,24
08-12-03,7
07-12-03,6
06-12-03,6
05-12-03,4
04-12-03,16
03-12-03,12
02-12-03,13
01-12-03,19

