Datum Zeit,Carlsfeld SO2
,µg/m³
01-01-04 00:00,1.2
31-12-03 23:00,1.3
31-12-03 22:00,1.5
31-12-03 21:00,1.3
31-12-03 20:00,1.2
31-12-03 19:00,1.7
31-12-03 18:00,1.5
31-12-03 17:00,1.6
31-12-03 16:00,1.4
31-12-03 15:00,1.5
31-12-03 14:00,1.4
31-12-03 13:00,1.0
31-12-03 12:00,1.5
31-12-03 11:00,3.6
31-12-03 10:00,2.8
31-12-03 09:00,1.2
31-12-03 08:00,2.0
31-12-03 07:00,2.9
31-12-03 06:00,6.3
31-12-03 05:00,10.3
31-12-03 04:00,11.7
31-12-03 03:00,15.9
31-12-03 02:00,10.3
31-12-03 01:00,2.7
31-12-03 00:00,2.6
30-12-03 23:00,3.0
30-12-03 22:00,2.7
30-12-03 21:00,3.5
30-12-03 20:00,3.1
30-12-03 19:00,2.8
30-12-03 18:00,2.7
30-12-03 17:00,3.5
30-12-03 16:00,3.0
30-12-03 15:00,2.3
30-12-03 14:00,4.7
30-12-03 13:00,12.2
30-12-03 12:00,13.8
30-12-03 11:00,11.9
30-12-03 10:00,9.5
30-12-03 09:00,9.4
30-12-03 08:00,9.0
30-12-03 07:00,4.2
30-12-03 06:00,4.8
30-12-03 05:00,1.8
30-12-03 04:00,1.7
30-12-03 03:00,1.3
30-12-03 02:00,1.0
30-12-03 01:00,1.6
30-12-03 00:00,1.6
29-12-03 23:00,1.2
29-12-03 22:00,1.0
29-12-03 21:00,1.5
29-12-03 20:00,1.1
29-12-03 19:00,1.0
29-12-03 18:00,1.0
29-12-03 17:00,1.1
29-12-03 16:00,1.0
29-12-03 15:00,1.1
29-12-03 14:00,1.0
29-12-03 13:00,1.1
29-12-03 12:00,1.5
29-12-03 11:00,1.6
29-12-03 10:00,1.0
29-12-03 09:00,1.0
29-12-03 08:00,1.0
29-12-03 07:00,1.0
29-12-03 06:00,1.0
29-12-03 05:00,1.0
29-12-03 04:00,1.1
29-12-03 03:00,1.0
29-12-03 02:00,1.1
29-12-03 01:00,2.1
29-12-03 00:00,4.0
28-12-03 23:00,3.7
28-12-03 22:00,4.0
28-12-03 21:00,6.1
28-12-03 20:00,9.0
28-12-03 19:00,9.7
28-12-03 18:00,7.5
28-12-03 17:00,8.2
28-12-03 16:00,7.5
28-12-03 15:00,5.9
28-12-03 14:00,6.5
28-12-03 13:00,8.3
28-12-03 12:00,7.2
28-12-03 11:00,4.2
28-12-03 10:00,3.2
28-12-03 09:00,3.6
28-12-03 08:00,2.0
28-12-03 07:00,2.8
28-12-03 06:00,5.7
28-12-03 05:00,18.1
28-12-03 04:00,19.5
28-12-03 03:00,9.7
28-12-03 02:00,1.0
28-12-03 01:00,1.0
28-12-03 00:00,1.2
27-12-03 23:00,1.1
27-12-03 22:00,1.4
27-12-03 21:00,2.2
27-12-03 20:00,2.4
27-12-03 19:00,2.1
27-12-03 18:00,2.0
27-12-03 17:00,2.2
27-12-03 16:00,2.6
27-12-03 15:00,3.3
27-12-03 14:00,3.5
27-12-03 13:00,3.4
27-12-03 12:00,3.6
27-12-03 11:00,4.3
27-12-03 10:00,5.1
27-12-03 09:00,6.2
27-12-03 08:00,5.2
27-12-03 07:00,3.7
27-12-03 06:00,2.9
27-12-03 05:00,2.3
27-12-03 04:00,2.1
27-12-03 03:00,1.5
27-12-03 02:00,1.5
27-12-03 01:00,1.0
27-12-03 00:00,1.2
26-12-03 23:00,1.0
26-12-03 22:00,1.0
26-12-03 21:00,1.0
26-12-03 20:00,1.0
26-12-03 19:00,1.0
26-12-03 18:00,1.1
26-12-03 17:00,1.0
26-12-03 16:00,1.0
26-12-03 15:00,1.0
26-12-03 14:00,1.0
26-12-03 13:00,1.0
26-12-03 12:00,1.0
26-12-03 11:00,1.0
26-12-03 10:00,1.0
26-12-03 09:00,1.0
26-12-03 08:00,1.0
26-12-03 07:00,1.0
26-12-03 06:00,1.0
26-12-03 05:00,1.0
26-12-03 04:00,1.0
26-12-03 03:00,1.0
26-12-03 02:00,1.0
26-12-03 01:00,1.0
26-12-03 00:00,1.0
25-12-03 23:00,1.0
25-12-03 22:00,1.0
25-12-03 21:00,1.0
25-12-03 20:00,1.0
25-12-03 19:00,1.0
25-12-03 18:00,1.0
25-12-03 17:00,1.0
25-12-03 16:00,1.0
25-12-03 15:00,1.0
25-12-03 14:00,1.0
25-12-03 13:00,1.0
25-12-03 12:00,1.0
25-12-03 11:00,1.0
25-12-03 10:00,1.0
25-12-03 09:00,1.0
25-12-03 08:00,1.0
25-12-03 07:00,1.0
25-12-03 06:00,1.0
25-12-03 05:00,1.0
25-12-03 04:00,1.0
25-12-03 03:00,1.0
25-12-03 02:00,1.0
25-12-03 01:00,1.0
25-12-03 00:00,1.0
24-12-03 23:00,1.0
24-12-03 22:00,1.0
24-12-03 21:00,1.0
24-12-03 20:00,1.0
24-12-03 19:00,1.0
24-12-03 18:00,1.0
24-12-03 17:00,1.0
24-12-03 16:00,1.0
24-12-03 15:00,1.0
24-12-03 14:00,1.2
24-12-03 13:00,2.7
24-12-03 12:00,3.4
24-12-03 11:00,2.6
24-12-03 10:00,2.9
24-12-03 09:00,2.4
24-12-03 08:00,1.3
24-12-03 07:00,1.5
24-12-03 06:00,1.2
24-12-03 05:00,1.3
24-12-03 04:00,1.4
24-12-03 03:00,1.1
24-12-03 02:00,1.0
24-12-03 01:00,1.0
24-12-03 00:00,1.0
23-12-03 23:00,1.6
23-12-03 22:00,1.9
23-12-03 21:00,1.6
23-12-03 20:00,2.5
23-12-03 19:00,2.0
23-12-03 18:00,1.7
23-12-03 17:00,1.3
23-12-03 16:00,1.1
23-12-03 15:00,1.0
23-12-03 14:00,1.0
23-12-03 13:00,1.0
23-12-03 12:00,1.0
23-12-03 11:00,1.7
23-12-03 10:00,2.2
23-12-03 09:00,1.7
23-12-03 08:00,2.2
23-12-03 07:00,5.1
23-12-03 06:00,2.4
23-12-03 05:00,3.1
23-12-03 04:00,3.6
23-12-03 03:00,3.2
23-12-03 02:00,2.4
23-12-03 01:00,2.4
23-12-03 00:00,3.2
22-12-03 23:00,3.9
22-12-03 22:00,3.9
22-12-03 21:00,4.3
22-12-03 20:00,2.8
22-12-03 19:00,1.8
22-12-03 18:00,2.4
22-12-03 17:00,3.8
22-12-03 16:00,2.2
22-12-03 15:00,1.1
22-12-03 14:00,1.1
22-12-03 13:00,1.1
22-12-03 12:00,1.1
22-12-03 11:00,1.1
22-12-03 10:00,1.3
22-12-03 09:00,1.0
22-12-03 08:00,1.0
22-12-03 07:00,1.1
22-12-03 06:00,1.2
22-12-03 05:00,1.1
22-12-03 04:00,1.1
22-12-03 03:00,1.1
22-12-03 02:00,1.0
22-12-03 01:00,1.2
22-12-03 00:00,1.0
21-12-03 23:00,1.0
21-12-03 22:00,1.0
21-12-03 21:00,1.0
21-12-03 20:00,1.0
21-12-03 19:00,1.0
21-12-03 18:00,1.0
21-12-03 17:00,1.0
21-12-03 16:00,1.0
21-12-03 15:00,1.0
21-12-03 14:00,1.0
21-12-03 13:00,1.0
21-12-03 12:00,1.0
21-12-03 11:00,1.0
21-12-03 10:00,1.0
21-12-03 09:00,1.0
21-12-03 08:00,1.0
21-12-03 07:00,1.0
21-12-03 06:00,1.0
21-12-03 05:00,1.0
21-12-03 04:00,1.0
21-12-03 03:00,1.0
21-12-03 02:00,1.0
21-12-03 01:00,1.0
21-12-03 00:00,1.0
20-12-03 23:00,1.5
20-12-03 22:00,1.4
20-12-03 21:00,1.3
20-12-03 20:00,1.0
20-12-03 19:00,1.0
20-12-03 18:00,1.0
20-12-03 17:00,1.2
20-12-03 16:00,1.0
20-12-03 15:00,1.0
20-12-03 14:00,1.2
20-12-03 13:00,1.0
20-12-03 12:00,1.1
20-12-03 11:00,1.5
20-12-03 10:00,2.2
20-12-03 09:00,1.7
20-12-03 08:00,1.6
20-12-03 07:00,1.7
20-12-03 06:00,2.2
20-12-03 05:00,1.8
20-12-03 04:00,2.1
20-12-03 03:00,2.0
20-12-03 02:00,2.0
20-12-03 01:00,2.3
20-12-03 00:00,3.2
19-12-03 23:00,2.7
19-12-03 22:00,1.8
19-12-03 21:00,1.5
19-12-03 20:00,1.3
19-12-03 19:00,1.1
19-12-03 18:00,1.0
19-12-03 17:00,1.0
19-12-03 16:00,1.0
19-12-03 15:00,1.0
19-12-03 14:00,1.0
19-12-03 13:00,1.0
19-12-03 12:00,1.0
19-12-03 11:00,1.0
19-12-03 10:00,1.7
19-12-03 09:00,3.7
19-12-03 08:00,2.6
19-12-03 07:00,4.0
19-12-03 06:00,1.5
19-12-03 05:00,1.0
19-12-03 04:00,1.0
