Datum Zeit,Leipzig-Mitte NO
,µg/m³
01-01-04 00:00,32
31-12-03 23:00,48
31-12-03 22:00,60
31-12-03 21:00,54
31-12-03 20:00,27
31-12-03 19:00,66
31-12-03 18:00,97
31-12-03 17:00,95
31-12-03 16:00,93
31-12-03 15:00,56
31-12-03 14:00,55
31-12-03 13:00,46
31-12-03 12:00,50
31-12-03 11:00,61
31-12-03 10:00,57
31-12-03 09:00,27
31-12-03 08:00,22
31-12-03 07:00,27
31-12-03 06:00,17
31-12-03 05:00,14
31-12-03 04:00,9
31-12-03 03:00,4
31-12-03 02:00,12
31-12-03 01:00,23
31-12-03 00:00,12
30-12-03 23:00,23
30-12-03 22:00,72
30-12-03 21:00,89
30-12-03 20:00,189
30-12-03 19:00,139
30-12-03 18:00,49
30-12-03 17:00,112
30-12-03 16:00,137
30-12-03 15:00,101
30-12-03 14:00,108
30-12-03 13:00,135
30-12-03 12:00,231
30-12-03 11:00,446
30-12-03 10:00,541
30-12-03 09:00,487
30-12-03 08:00,366
30-12-03 07:00,281
30-12-03 06:00,158
30-12-03 05:00,121
30-12-03 04:00,113
30-12-03 03:00,150
30-12-03 02:00,73
30-12-03 01:00,49
30-12-03 00:00,74
29-12-03 23:00,78
29-12-03 22:00,88
29-12-03 21:00,117
29-12-03 20:00,122
29-12-03 19:00,96
29-12-03 18:00,65
29-12-03 17:00,55
29-12-03 16:00,36
29-12-03 15:00,29
29-12-03 14:00,49
29-12-03 13:00,27
29-12-03 12:00,33
29-12-03 11:00,36
29-12-03 10:00,47
29-12-03 09:00,54
29-12-03 08:00,35
29-12-03 07:00,11
29-12-03 06:00,15
29-12-03 05:00,7
29-12-03 04:00,4
29-12-03 03:00,6
29-12-03 02:00,7
29-12-03 01:00,15
29-12-03 00:00,19
28-12-03 23:00,12
28-12-03 22:00,11
28-12-03 21:00,23
28-12-03 20:00,50
28-12-03 19:00,45
28-12-03 18:00,45
28-12-03 17:00,37
28-12-03 16:00,41
28-12-03 15:00,41
28-12-03 14:00,33
28-12-03 13:00,39
28-12-03 12:00,19
28-12-03 11:00,20
28-12-03 10:00,24
28-12-03 09:00,17
28-12-03 08:00,14
28-12-03 07:00,23
28-12-03 06:00,24
28-12-03 05:00,33
28-12-03 04:00,19
28-12-03 03:00,38
28-12-03 02:00,40
28-12-03 01:00,10
28-12-03 00:00,17
27-12-03 23:00,25
27-12-03 22:00,21
27-12-03 21:00,10
27-12-03 20:00,22
27-12-03 19:00,43
27-12-03 18:00,21
27-12-03 17:00,39
27-12-03 16:00,24
27-12-03 15:00,38
27-12-03 14:00,32
27-12-03 13:00,25
27-12-03 12:00,37
27-12-03 11:00,25
27-12-03 10:00,25
27-12-03 09:00,27
27-12-03 08:00,10
27-12-03 07:00,20
27-12-03 06:00,34
27-12-03 05:00,13
27-12-03 04:00,15
27-12-03 03:00,11
27-12-03 02:00,12
27-12-03 01:00,7
27-12-03 00:00,17
26-12-03 23:00,29
26-12-03 22:00,17
26-12-03 21:00,23
26-12-03 20:00,26
26-12-03 19:00,28
26-12-03 18:00,18
26-12-03 17:00,22
26-12-03 16:00,22
26-12-03 15:00,34
26-12-03 14:00,13
26-12-03 13:00,14
26-12-03 12:00,12
26-12-03 11:00,13
26-12-03 10:00,15
26-12-03 09:00,8
26-12-03 08:00,5
26-12-03 07:00,4
26-12-03 06:00,6
26-12-03 05:00,4
26-12-03 04:00,9
26-12-03 03:00,9
26-12-03 02:00,9
26-12-03 01:00,8
26-12-03 00:00,13
25-12-03 23:00,15
25-12-03 22:00,13
25-12-03 21:00,11
25-12-03 20:00,7
25-12-03 19:00,20
25-12-03 18:00,13
25-12-03 17:00,14
25-12-03 16:00,23
25-12-03 15:00,25
25-12-03 14:00,13
25-12-03 13:00,20
25-12-03 12:00,8
25-12-03 11:00,12
25-12-03 10:00,8
25-12-03 09:00,7
25-12-03 08:00,3
25-12-03 07:00,2
25-12-03 06:00,3
25-12-03 05:00,1
25-12-03 04:00,3
25-12-03 03:00,7
25-12-03 02:00,5
25-12-03 01:00,12
25-12-03 00:00,9
24-12-03 23:00,9
24-12-03 22:00,8
24-12-03 21:00,14
24-12-03 20:00,24
24-12-03 19:00,18
24-12-03 18:00,35
24-12-03 17:00,15
24-12-03 16:00,30
24-12-03 15:00,32
24-12-03 14:00,39
24-12-03 13:00,42
24-12-03 12:00,47
24-12-03 11:00,54
24-12-03 10:00,38
24-12-03 09:00,53
24-12-03 08:00,38
24-12-03 07:00,26
24-12-03 06:00,9
24-12-03 05:00,12
24-12-03 04:00,21
24-12-03 03:00,18
24-12-03 02:00,19
24-12-03 01:00,26
24-12-03 00:00,29
23-12-03 23:00,36
23-12-03 22:00,26
23-12-03 21:00,49
23-12-03 20:00,53
23-12-03 19:00,57
23-12-03 18:00,86
23-12-03 17:00,96
23-12-03 16:00,95
23-12-03 15:00,79
23-12-03 14:00,48
23-12-03 13:00,62
23-12-03 12:00,46
23-12-03 11:00,89
23-12-03 10:00,73
23-12-03 09:00,62
23-12-03 08:00,45
23-12-03 07:00,22
23-12-03 06:00,47
23-12-03 05:00,60
23-12-03 04:00,24
23-12-03 03:00,31
23-12-03 02:00,39
23-12-03 01:00,48
23-12-03 00:00,51
22-12-03 23:00,72
22-12-03 22:00,54
22-12-03 21:00,80
22-12-03 20:00,71
22-12-03 19:00,117
22-12-03 18:00,117
22-12-03 17:00,108
22-12-03 16:00,100
22-12-03 15:00,106
22-12-03 14:00,100
22-12-03 13:00,124
22-12-03 12:00,129
22-12-03 11:00,102
22-12-03 10:00,45
22-12-03 09:00,47
22-12-03 08:00,49
22-12-03 07:00,21
22-12-03 06:00,12
22-12-03 05:00,6
22-12-03 04:00,2
22-12-03 03:00,3
22-12-03 02:00,5
22-12-03 01:00,7
22-12-03 00:00,16
21-12-03 23:00,11
21-12-03 22:00,13
21-12-03 21:00,28
21-12-03 20:00,17
21-12-03 19:00,13
21-12-03 18:00,14
21-12-03 17:00,16
21-12-03 16:00,16
21-12-03 15:00,18
21-12-03 14:00,17
21-12-03 13:00,11
21-12-03 12:00,14
21-12-03 11:00,13
21-12-03 10:00,13
21-12-03 09:00,5
21-12-03 08:00,5
21-12-03 07:00,3
21-12-03 06:00,4
21-12-03 05:00,10
21-12-03 04:00,7
21-12-03 03:00,6
21-12-03 02:00,8
21-12-03 01:00,11
21-12-03 00:00,20
20-12-03 23:00,42
20-12-03 22:00,39
20-12-03 21:00,47
20-12-03 20:00,30
20-12-03 19:00,47
20-12-03 18:00,43
20-12-03 17:00,24
20-12-03 16:00,43
20-12-03 15:00,57
20-12-03 14:00,55
20-12-03 13:00,41
20-12-03 12:00,31
20-12-03 11:00,99
20-12-03 10:00,49
20-12-03 09:00,34
20-12-03 08:00,27
20-12-03 07:00,19
20-12-03 06:00,41
20-12-03 05:00,39
20-12-03 04:00,34
20-12-03 03:00,37
20-12-03 02:00,30
20-12-03 01:00,40
20-12-03 00:00,29
19-12-03 23:00,32
19-12-03 22:00,34
19-12-03 21:00,37
19-12-03 20:00,41
19-12-03 19:00,74
19-12-03 18:00,83
19-12-03 17:00,76
19-12-03 16:00,125
