Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-12-03,30.54
30-12-03,29.21
29-12-03,17.10
28-12-03,36.94
27-12-03,34.38
26-12-03,28.00
25-12-03,40.76
24-12-03,28.44
23-12-03,14.04
22-12-03,7.99
21-12-03,6.32
20-12-03,29.82
19-12-03,28.04
18-12-03,29.28
17-12-03,20.36
16-12-03,10.71
15-12-03,8.79
14-12-03,4.94
13-12-03,12.38
12-12-03,24.64
11-12-03,42.90
10-12-03,27.10
09-12-03,39.08
08-12-03,28.31
07-12-03,14.64
06-12-03,8.49
05-12-03,
04-12-03,32.50
03-12-03,25.49
02-12-03,19.51
01-12-03,17.53

