Datum Zeit,Leipzig-Luetzner Straße NO2
,µg/m³
01-01-04 00:00,28
31-12-03 23:00,29
31-12-03 22:00,33
31-12-03 21:00,30
31-12-03 20:00,33
31-12-03 19:00,36
31-12-03 18:00,42
31-12-03 17:00,41
31-12-03 16:00,44
31-12-03 15:00,46
31-12-03 14:00,41
31-12-03 13:00,47
31-12-03 12:00,58
31-12-03 11:00,51
31-12-03 10:00,44
31-12-03 09:00,49
31-12-03 08:00,51
31-12-03 07:00,52
31-12-03 06:00,49
31-12-03 05:00,46
31-12-03 04:00,31
31-12-03 03:00,31
31-12-03 02:00,35
31-12-03 01:00,37
31-12-03 00:00,45
30-12-03 23:00,48
30-12-03 22:00,59
30-12-03 21:00,67
30-12-03 20:00,81
30-12-03 19:00,83
30-12-03 18:00,87
30-12-03 17:00,86
30-12-03 16:00,92
30-12-03 15:00,83
30-12-03 14:00,83
30-12-03 13:00,101
30-12-03 12:00,
30-12-03 11:00,
30-12-03 10:00,
30-12-03 09:00,82
30-12-03 08:00,72
30-12-03 07:00,58
30-12-03 06:00,61
30-12-03 05:00,54
30-12-03 04:00,51
30-12-03 03:00,51
30-12-03 02:00,48
30-12-03 01:00,53
30-12-03 00:00,59
29-12-03 23:00,72
29-12-03 22:00,78
29-12-03 21:00,77
29-12-03 20:00,63
29-12-03 19:00,54
29-12-03 18:00,59
29-12-03 17:00,54
29-12-03 16:00,48
29-12-03 15:00,51
29-12-03 14:00,48
29-12-03 13:00,51
29-12-03 12:00,49
29-12-03 11:00,45
29-12-03 10:00,49
29-12-03 09:00,39
29-12-03 08:00,41
29-12-03 07:00,28
29-12-03 06:00,27
29-12-03 05:00,25
29-12-03 04:00,22
29-12-03 03:00,17
29-12-03 02:00,18
29-12-03 01:00,14
29-12-03 00:00,19
28-12-03 23:00,33
28-12-03 22:00,26
28-12-03 21:00,25
28-12-03 20:00,27
28-12-03 19:00,26
28-12-03 18:00,25
28-12-03 17:00,29
28-12-03 16:00,29
28-12-03 15:00,27
28-12-03 14:00,27
28-12-03 13:00,33
28-12-03 12:00,43
28-12-03 11:00,34
28-12-03 10:00,26
28-12-03 09:00,31
28-12-03 08:00,30
28-12-03 07:00,35
28-12-03 06:00,28
28-12-03 05:00,24
28-12-03 04:00,16
28-12-03 03:00,17
28-12-03 02:00,21
28-12-03 01:00,20
28-12-03 00:00,21
27-12-03 23:00,25
27-12-03 22:00,32
27-12-03 21:00,40
27-12-03 20:00,52
27-12-03 19:00,50
27-12-03 18:00,45
27-12-03 17:00,38
27-12-03 16:00,35
27-12-03 15:00,54
27-12-03 14:00,36
27-12-03 13:00,32
27-12-03 12:00,28
27-12-03 11:00,25
27-12-03 10:00,24
27-12-03 09:00,22
27-12-03 08:00,22
27-12-03 07:00,24
27-12-03 06:00,33
27-12-03 05:00,24
27-12-03 04:00,21
27-12-03 03:00,26
27-12-03 02:00,21
27-12-03 01:00,17
27-12-03 00:00,20
26-12-03 23:00,21
26-12-03 22:00,22
26-12-03 21:00,25
26-12-03 20:00,24
26-12-03 19:00,26
26-12-03 18:00,24
26-12-03 17:00,21
26-12-03 16:00,24
26-12-03 15:00,25
26-12-03 14:00,27
26-12-03 13:00,39
26-12-03 12:00,39
26-12-03 11:00,42
26-12-03 10:00,33
26-12-03 09:00,28
26-12-03 08:00,33
26-12-03 07:00,26
26-12-03 06:00,27
26-12-03 05:00,27
26-12-03 04:00,27
26-12-03 03:00,25
26-12-03 02:00,28
26-12-03 01:00,29
26-12-03 00:00,32
25-12-03 23:00,36
25-12-03 22:00,35
25-12-03 21:00,38
25-12-03 20:00,40
25-12-03 19:00,30
25-12-03 18:00,32
25-12-03 17:00,31
25-12-03 16:00,29
25-12-03 15:00,37
25-12-03 14:00,38
25-12-03 13:00,31
25-12-03 12:00,29
25-12-03 11:00,25
25-12-03 10:00,25
25-12-03 09:00,29
25-12-03 08:00,20
25-12-03 07:00,18
25-12-03 06:00,14
25-12-03 05:00,14
25-12-03 04:00,13
25-12-03 03:00,16
25-12-03 02:00,16
25-12-03 01:00,17
25-12-03 00:00,20
24-12-03 23:00,23
24-12-03 22:00,24
24-12-03 21:00,24
24-12-03 20:00,22
24-12-03 19:00,23
24-12-03 18:00,25
24-12-03 17:00,27
24-12-03 16:00,27
24-12-03 15:00,29
24-12-03 14:00,29
24-12-03 13:00,33
24-12-03 12:00,25
24-12-03 11:00,28
24-12-03 10:00,37
24-12-03 09:00,35
24-12-03 08:00,32
24-12-03 07:00,26
24-12-03 06:00,24
24-12-03 05:00,30
24-12-03 04:00,30
24-12-03 03:00,30
24-12-03 02:00,33
24-12-03 01:00,29
24-12-03 00:00,30
23-12-03 23:00,32
23-12-03 22:00,32
23-12-03 21:00,36
23-12-03 20:00,42
23-12-03 19:00,42
23-12-03 18:00,54
23-12-03 17:00,57
23-12-03 16:00,49
23-12-03 15:00,45
23-12-03 14:00,56
23-12-03 13:00,63
23-12-03 12:00,62
23-12-03 11:00,68
23-12-03 10:00,54
23-12-03 09:00,60
23-12-03 08:00,58
23-12-03 07:00,63
23-12-03 06:00,57
23-12-03 05:00,37
23-12-03 04:00,25
23-12-03 03:00,24
23-12-03 02:00,25
23-12-03 01:00,27
23-12-03 00:00,30
22-12-03 23:00,31
22-12-03 22:00,26
22-12-03 21:00,31
22-12-03 20:00,30
22-12-03 19:00,44
22-12-03 18:00,47
22-12-03 17:00,54
22-12-03 16:00,54
22-12-03 15:00,53
22-12-03 14:00,55
22-12-03 13:00,58
22-12-03 12:00,58
22-12-03 11:00,45
22-12-03 10:00,50
22-12-03 09:00,50
22-12-03 08:00,45
22-12-03 07:00,33
22-12-03 06:00,43
22-12-03 05:00,27
22-12-03 04:00,9
22-12-03 03:00,10
22-12-03 02:00,14
22-12-03 01:00,11
22-12-03 00:00,13
21-12-03 23:00,15
21-12-03 22:00,13
21-12-03 21:00,18
21-12-03 20:00,15
21-12-03 19:00,15
21-12-03 18:00,17
21-12-03 17:00,15
21-12-03 16:00,16
21-12-03 15:00,19
21-12-03 14:00,19
21-12-03 13:00,18
21-12-03 12:00,24
21-12-03 11:00,17
21-12-03 10:00,15
21-12-03 09:00,14
21-12-03 08:00,13
21-12-03 07:00,12
21-12-03 06:00,13
21-12-03 05:00,13
21-12-03 04:00,13
21-12-03 03:00,14
21-12-03 02:00,17
21-12-03 01:00,20
21-12-03 00:00,23
20-12-03 23:00,29
20-12-03 22:00,32
20-12-03 21:00,34
20-12-03 20:00,33
20-12-03 19:00,35
20-12-03 18:00,34
20-12-03 17:00,36
20-12-03 16:00,42
20-12-03 15:00,47
20-12-03 14:00,45
20-12-03 13:00,47
20-12-03 12:00,49
20-12-03 11:00,46
20-12-03 10:00,48
20-12-03 09:00,47
20-12-03 08:00,48
20-12-03 07:00,46
20-12-03 06:00,45
20-12-03 05:00,45
20-12-03 04:00,44
20-12-03 03:00,44
20-12-03 02:00,45
20-12-03 01:00,49
20-12-03 00:00,47
19-12-03 23:00,47
19-12-03 22:00,48
19-12-03 21:00,48
19-12-03 20:00,59
19-12-03 19:00,66
19-12-03 18:00,70
19-12-03 17:00,76
19-12-03 16:00,75
19-12-03 15:00,61
19-12-03 14:00,
19-12-03 13:00,
19-12-03 12:00,
19-12-03 11:00,
19-12-03 10:00,76
19-12-03 09:00,78
19-12-03 08:00,57
19-12-03 07:00,43
19-12-03 06:00,46
19-12-03 05:00,36
19-12-03 04:00,33
19-12-03 03:00,34
19-12-03 02:00,36
19-12-03 01:00,42
19-12-03 00:00,53
18-12-03 23:00,55
18-12-03 22:00,55
18-12-03 21:00,58
18-12-03 20:00,58
18-12-03 19:00,64
18-12-03 18:00,67
18-12-03 17:00,62
18-12-03 16:00,67
18-12-03 15:00,78
18-12-03 14:00,75
18-12-03 13:00,68
18-12-03 12:00,67
18-12-03 11:00,69
18-12-03 10:00,54
18-12-03 09:00,52
18-12-03 08:00,50
18-12-03 07:00,42
18-12-03 06:00,37
18-12-03 05:00,40
18-12-03 04:00,41
18-12-03 03:00,40
18-12-03 02:00,36
18-12-03 01:00,39
18-12-03 00:00,44
17-12-03 23:00,47
17-12-03 22:00,48
17-12-03 21:00,55
17-12-03 20:00,54
17-12-03 19:00,59
17-12-03 18:00,72
17-12-03 17:00,65
17-12-03 16:00,62
17-12-03 15:00,56
17-12-03 14:00,53
17-12-03 13:00,51
17-12-03 12:00,57
17-12-03 11:00,61
17-12-03 10:00,65
17-12-03 09:00,65
17-12-03 08:00,64
17-12-03 07:00,49
17-12-03 06:00,52
17-12-03 05:00,34
17-12-03 04:00,32
17-12-03 03:00,25
17-12-03 02:00,21
17-12-03 01:00,33
17-12-03 00:00,26
16-12-03 23:00,25
16-12-03 22:00,38
16-12-03 21:00,57
16-12-03 20:00,69
16-12-03 19:00,68
16-12-03 18:00,74
16-12-03 17:00,72
16-12-03 16:00,65
16-12-03 15:00,58
16-12-03 14:00,50
16-12-03 13:00,44
16-12-03 12:00,51
16-12-03 11:00,52
16-12-03 10:00,53
16-12-03 09:00,49
16-12-03 08:00,46
16-12-03 07:00,32
16-12-03 06:00,27
16-12-03 05:00,20
16-12-03 04:00,13
16-12-03 03:00,11
16-12-03 02:00,12
16-12-03 01:00,11
16-12-03 00:00,15
