Datum Zeit,Freiberg O3
,µg/m³
01-01-04 00:00,28
31-12-03 23:00,24
31-12-03 22:00,23
31-12-03 21:00,24
31-12-03 20:00,30
31-12-03 19:00,34
31-12-03 18:00,31
31-12-03 17:00,28
31-12-03 16:00,29
31-12-03 15:00,30
31-12-03 14:00,28
31-12-03 13:00,25
31-12-03 12:00,22
31-12-03 11:00,23
31-12-03 10:00,25
31-12-03 09:00,24
31-12-03 08:00,24
31-12-03 07:00,27
31-12-03 06:00,26
31-12-03 05:00,27
31-12-03 04:00,22
31-12-03 03:00,16
31-12-03 02:00,16
31-12-03 01:00,24
31-12-03 00:00,29
30-12-03 23:00,23
30-12-03 22:00,19
30-12-03 21:00,14
30-12-03 20:00,8
30-12-03 19:00,3
30-12-03 18:00,5
30-12-03 17:00,5
30-12-03 16:00,6
30-12-03 15:00,9
30-12-03 14:00,14
30-12-03 13:00,18
30-12-03 12:00,19
30-12-03 11:00,12
30-12-03 10:00,12
30-12-03 09:00,13
30-12-03 08:00,6
30-12-03 07:00,1
30-12-03 06:00,1
30-12-03 05:00,3
30-12-03 04:00,7
30-12-03 03:00,13
30-12-03 02:00,10
30-12-03 01:00,14
30-12-03 00:00,16
29-12-03 23:00,13
29-12-03 22:00,10
29-12-03 21:00,14
29-12-03 20:00,13
29-12-03 19:00,5
29-12-03 18:00,11
29-12-03 17:00,22
29-12-03 16:00,30
29-12-03 15:00,30
29-12-03 14:00,37
29-12-03 13:00,36
29-12-03 12:00,31
29-12-03 11:00,34
29-12-03 10:00,40
29-12-03 09:00,38
29-12-03 08:00,38
29-12-03 07:00,33
29-12-03 06:00,40
29-12-03 05:00,48
29-12-03 04:00,51
29-12-03 03:00,58
29-12-03 02:00,56
29-12-03 01:00,51
29-12-03 00:00,53
28-12-03 23:00,48
28-12-03 22:00,44
28-12-03 21:00,35
28-12-03 20:00,33
28-12-03 19:00,33
28-12-03 18:00,33
28-12-03 17:00,28
28-12-03 16:00,38
28-12-03 15:00,39
28-12-03 14:00,39
28-12-03 13:00,48
28-12-03 12:00,45
28-12-03 11:00,59
28-12-03 10:00,59
28-12-03 09:00,46
28-12-03 08:00,50
28-12-03 07:00,53
28-12-03 06:00,51
28-12-03 05:00,44
28-12-03 04:00,41
28-12-03 03:00,37
28-12-03 02:00,37
28-12-03 01:00,47
28-12-03 00:00,47
27-12-03 23:00,41
27-12-03 22:00,45
27-12-03 21:00,39
27-12-03 20:00,42
27-12-03 19:00,44
27-12-03 18:00,49
27-12-03 17:00,51
27-12-03 16:00,54
27-12-03 15:00,57
27-12-03 14:00,58
27-12-03 13:00,41
27-12-03 12:00,36
27-12-03 11:00,35
27-12-03 10:00,36
27-12-03 09:00,33
27-12-03 08:00,34
27-12-03 07:00,28
27-12-03 06:00,39
27-12-03 05:00,44
27-12-03 04:00,45
27-12-03 03:00,56
27-12-03 02:00,56
27-12-03 01:00,58
27-12-03 00:00,51
26-12-03 23:00,53
26-12-03 22:00,48
26-12-03 21:00,45
26-12-03 20:00,39
26-12-03 19:00,41
26-12-03 18:00,39
26-12-03 17:00,40
26-12-03 16:00,45
26-12-03 15:00,49
26-12-03 14:00,57
26-12-03 13:00,49
26-12-03 12:00,41
26-12-03 11:00,45
26-12-03 10:00,51
26-12-03 09:00,56
26-12-03 08:00,55
26-12-03 07:00,58
26-12-03 06:00,58
26-12-03 05:00,57
26-12-03 04:00,55
26-12-03 03:00,54
26-12-03 02:00,54
26-12-03 01:00,55
26-12-03 00:00,56
25-12-03 23:00,58
25-12-03 22:00,57
25-12-03 21:00,52
25-12-03 20:00,50
25-12-03 19:00,49
25-12-03 18:00,48
25-12-03 17:00,48
25-12-03 16:00,51
25-12-03 15:00,56
25-12-03 14:00,61
25-12-03 13:00,61
25-12-03 12:00,58
25-12-03 11:00,66
25-12-03 10:00,72
25-12-03 09:00,72
25-12-03 08:00,75
25-12-03 07:00,77
25-12-03 06:00,77
25-12-03 05:00,74
25-12-03 04:00,74
25-12-03 03:00,73
25-12-03 02:00,74
25-12-03 01:00,71
25-12-03 00:00,65
24-12-03 23:00,58
24-12-03 22:00,52
24-12-03 21:00,52
24-12-03 20:00,57
24-12-03 19:00,48
24-12-03 18:00,43
24-12-03 17:00,42
24-12-03 16:00,52
24-12-03 15:00,50
24-12-03 14:00,54
24-12-03 13:00,55
24-12-03 12:00,37
24-12-03 11:00,30
24-12-03 10:00,33
24-12-03 09:00,39
24-12-03 08:00,37
24-12-03 07:00,34
24-12-03 06:00,35
24-12-03 05:00,47
24-12-03 04:00,47
24-12-03 03:00,49
24-12-03 02:00,41
24-12-03 01:00,37
24-12-03 00:00,39
23-12-03 23:00,35
23-12-03 22:00,38
23-12-03 21:00,37
23-12-03 20:00,39
23-12-03 19:00,24
23-12-03 18:00,21
23-12-03 17:00,8
23-12-03 16:00,29
23-12-03 15:00,40
23-12-03 14:00,41
23-12-03 13:00,32
23-12-03 12:00,28
23-12-03 11:00,24
23-12-03 10:00,19
23-12-03 09:00,12
23-12-03 08:00,14
23-12-03 07:00,30
23-12-03 06:00,34
23-12-03 05:00,37
23-12-03 04:00,44
23-12-03 03:00,45
23-12-03 02:00,50
23-12-03 01:00,51
23-12-03 00:00,53
22-12-03 23:00,50
22-12-03 22:00,55
22-12-03 21:00,54
22-12-03 20:00,50
22-12-03 19:00,45
22-12-03 18:00,48
22-12-03 17:00,46
22-12-03 16:00,44
22-12-03 15:00,43
22-12-03 14:00,47
22-12-03 13:00,52
22-12-03 12:00,49
22-12-03 11:00,50
22-12-03 10:00,47
22-12-03 09:00,37
22-12-03 08:00,21
22-12-03 07:00,56
22-12-03 06:00,56
22-12-03 05:00,64
22-12-03 04:00,62
22-12-03 03:00,61
22-12-03 02:00,62
22-12-03 01:00,65
22-12-03 00:00,65
21-12-03 23:00,64
21-12-03 22:00,58
21-12-03 21:00,58
21-12-03 20:00,61
21-12-03 19:00,61
21-12-03 18:00,63
21-12-03 17:00,65
21-12-03 16:00,69
21-12-03 15:00,71
21-12-03 14:00,70
21-12-03 13:00,68
21-12-03 12:00,65
21-12-03 11:00,62
21-12-03 10:00,60
21-12-03 09:00,61
21-12-03 08:00,62
21-12-03 07:00,62
21-12-03 06:00,61
21-12-03 05:00,60
21-12-03 04:00,57
21-12-03 03:00,56
21-12-03 02:00,54
21-12-03 01:00,51
21-12-03 00:00,41
20-12-03 23:00,30
20-12-03 22:00,29
20-12-03 21:00,33
20-12-03 20:00,41
20-12-03 19:00,35
20-12-03 18:00,36
20-12-03 17:00,29
20-12-03 16:00,22
20-12-03 15:00,27
20-12-03 14:00,21
20-12-03 13:00,12
20-12-03 12:00,8
20-12-03 11:00,6
20-12-03 10:00,7
20-12-03 09:00,10
20-12-03 08:00,10
20-12-03 07:00,13
20-12-03 06:00,19
20-12-03 05:00,29
20-12-03 04:00,29
20-12-03 03:00,26
20-12-03 02:00,26
20-12-03 01:00,27
20-12-03 00:00,27
19-12-03 23:00,22
19-12-03 22:00,26
19-12-03 21:00,27
19-12-03 20:00,27
19-12-03 19:00,14
19-12-03 18:00,8
19-12-03 17:00,8
19-12-03 16:00,12
19-12-03 15:00,17
19-12-03 14:00,27
19-12-03 13:00,24
19-12-03 12:00,21
19-12-03 11:00,7
19-12-03 10:00,7
19-12-03 09:00,3
19-12-03 08:00,1
19-12-03 07:00,2
19-12-03 06:00,10
19-12-03 05:00,12
19-12-03 04:00,12
19-12-03 03:00,10
19-12-03 02:00,26
19-12-03 01:00,34
19-12-03 00:00,28
18-12-03 23:00,21
18-12-03 22:00,21
18-12-03 21:00,15
18-12-03 20:00,10
18-12-03 19:00,4
18-12-03 18:00,1
18-12-03 17:00,1
18-12-03 16:00,5
18-12-03 15:00,17
18-12-03 14:00,25
18-12-03 13:00,29
18-12-03 12:00,22
18-12-03 11:00,16
18-12-03 10:00,12
18-12-03 09:00,7
18-12-03 08:00,5
18-12-03 07:00,9
18-12-03 06:00,22
18-12-03 05:00,31
18-12-03 04:00,35
18-12-03 03:00,38
18-12-03 02:00,39
18-12-03 01:00,36
18-12-03 00:00,32
17-12-03 23:00,23
17-12-03 22:00,19
17-12-03 21:00,14
17-12-03 20:00,11
17-12-03 19:00,8
17-12-03 18:00,4
17-12-03 17:00,3
17-12-03 16:00,5
17-12-03 15:00,9
17-12-03 14:00,19
17-12-03 13:00,21
17-12-03 12:00,28
17-12-03 11:00,27
17-12-03 10:00,18
17-12-03 09:00,11
17-12-03 08:00,18
17-12-03 07:00,21
17-12-03 06:00,26
17-12-03 05:00,45
17-12-03 04:00,47
17-12-03 03:00,50
17-12-03 02:00,50
17-12-03 01:00,41
17-12-03 00:00,30
16-12-03 23:00,17
16-12-03 22:00,17
16-12-03 21:00,25
16-12-03 20:00,30
16-12-03 19:00,30
16-12-03 18:00,26
16-12-03 17:00,27
16-12-03 16:00,33
16-12-03 15:00,35
16-12-03 14:00,35
16-12-03 13:00,36
16-12-03 12:00,34
16-12-03 11:00,37
16-12-03 10:00,36
16-12-03 09:00,39
16-12-03 08:00,42
16-12-03 07:00,47
16-12-03 06:00,51
16-12-03 05:00,54
16-12-03 04:00,56
16-12-03 03:00,55
16-12-03 02:00,56
16-12-03 01:00,57
16-12-03 00:00,56
