Datum Zeit,Zittau-Ost NO2
,µg/m³
01-01-04 00:00,9
31-12-03 23:00,12
31-12-03 22:00,11
31-12-03 21:00,10
31-12-03 20:00,8
31-12-03 19:00,8
31-12-03 18:00,10
31-12-03 17:00,12
31-12-03 16:00,11
31-12-03 15:00,11
31-12-03 14:00,13
31-12-03 13:00,14
31-12-03 12:00,12
31-12-03 11:00,14
31-12-03 10:00,14
31-12-03 09:00,13
31-12-03 08:00,11
31-12-03 07:00,11
31-12-03 06:00,12
31-12-03 05:00,18
31-12-03 04:00,23
31-12-03 03:00,27
31-12-03 02:00,25
31-12-03 01:00,19
31-12-03 00:00,17
30-12-03 23:00,16
30-12-03 22:00,16
30-12-03 21:00,15
30-12-03 20:00,16
30-12-03 19:00,16
30-12-03 18:00,16
30-12-03 17:00,17
30-12-03 16:00,21
30-12-03 15:00,23
30-12-03 14:00,23
30-12-03 13:00,
30-12-03 12:00,
30-12-03 11:00,
30-12-03 10:00,19
30-12-03 09:00,24
30-12-03 08:00,42
30-12-03 07:00,35
30-12-03 06:00,33
30-12-03 05:00,37
30-12-03 04:00,32
30-12-03 03:00,32
30-12-03 02:00,34
30-12-03 01:00,36
30-12-03 00:00,39
29-12-03 23:00,41
29-12-03 22:00,44
29-12-03 21:00,50
29-12-03 20:00,52
29-12-03 19:00,36
29-12-03 18:00,35
29-12-03 17:00,35
29-12-03 16:00,34
29-12-03 15:00,27
29-12-03 14:00,23
29-12-03 13:00,27
29-12-03 12:00,23
29-12-03 11:00,22
29-12-03 10:00,28
29-12-03 09:00,30
29-12-03 08:00,33
29-12-03 07:00,30
29-12-03 06:00,27
29-12-03 05:00,28
29-12-03 04:00,23
29-12-03 03:00,17
29-12-03 02:00,12
29-12-03 01:00,12
29-12-03 00:00,13
28-12-03 23:00,14
28-12-03 22:00,14
28-12-03 21:00,13
28-12-03 20:00,13
28-12-03 19:00,13
28-12-03 18:00,13
28-12-03 17:00,13
28-12-03 16:00,12
28-12-03 15:00,12
