Datum Zeit,Leipzig-West NO
,µg/m³
01-01-04 00:00,1
31-12-03 23:00,1
31-12-03 22:00,1
31-12-03 21:00,1
31-12-03 20:00,1
31-12-03 19:00,1
31-12-03 18:00,1
31-12-03 17:00,1
31-12-03 16:00,1
31-12-03 15:00,1
31-12-03 14:00,1
31-12-03 13:00,1
31-12-03 12:00,1
31-12-03 11:00,2
31-12-03 10:00,1
31-12-03 09:00,1
31-12-03 08:00,1
31-12-03 07:00,4
31-12-03 06:00,6
31-12-03 05:00,2
31-12-03 04:00,1
31-12-03 03:00,1
31-12-03 02:00,1
31-12-03 01:00,1
31-12-03 00:00,1
30-12-03 23:00,1
30-12-03 22:00,7
30-12-03 21:00,18
30-12-03 20:00,11
30-12-03 19:00,14
30-12-03 18:00,15
30-12-03 17:00,6
30-12-03 16:00,5
30-12-03 15:00,9
30-12-03 14:00,44
30-12-03 13:00,68
30-12-03 12:00,60
30-12-03 11:00,65
30-12-03 10:00,87
30-12-03 09:00,98
30-12-03 08:00,51
30-12-03 07:00,8
30-12-03 06:00,11
30-12-03 05:00,4
30-12-03 04:00,3
30-12-03 03:00,3
30-12-03 02:00,1
30-12-03 01:00,5
30-12-03 00:00,12
29-12-03 23:00,5
29-12-03 22:00,22
29-12-03 21:00,8
29-12-03 20:00,2
29-12-03 19:00,4
29-12-03 18:00,3
29-12-03 17:00,5
29-12-03 16:00,5
29-12-03 15:00,3
29-12-03 14:00,9
29-12-03 13:00,8
29-12-03 12:00,7
29-12-03 11:00,5
29-12-03 10:00,5
29-12-03 09:00,
29-12-03 08:00,2
29-12-03 07:00,1
29-12-03 06:00,2
29-12-03 05:00,1
29-12-03 04:00,1
29-12-03 03:00,1
29-12-03 02:00,1
29-12-03 01:00,1
29-12-03 00:00,1
28-12-03 23:00,1
28-12-03 22:00,1
28-12-03 21:00,1
28-12-03 20:00,1
28-12-03 19:00,1
28-12-03 18:00,1
28-12-03 17:00,1
28-12-03 16:00,1
28-12-03 15:00,2
28-12-03 14:00,1
28-12-03 13:00,2
28-12-03 12:00,2
28-12-03 11:00,2
28-12-03 10:00,1
28-12-03 09:00,1
28-12-03 08:00,1
28-12-03 07:00,1
28-12-03 06:00,1
28-12-03 05:00,1
28-12-03 04:00,1
28-12-03 03:00,1
28-12-03 02:00,1
