Datum Zeit,Klingenthal O3
,µg/m³
01-01-04 00:00,45
31-12-03 23:00,44
31-12-03 22:00,48
31-12-03 21:00,55
31-12-03 20:00,53
31-12-03 19:00,52
31-12-03 18:00,48
31-12-03 17:00,52
31-12-03 16:00,53
31-12-03 15:00,52
31-12-03 14:00,55
31-12-03 13:00,56
31-12-03 12:00,56
31-12-03 11:00,46
31-12-03 10:00,55
31-12-03 09:00,53
31-12-03 08:00,43
31-12-03 07:00,40
31-12-03 06:00,38
31-12-03 05:00,40
31-12-03 04:00,41
31-12-03 03:00,33
31-12-03 02:00,30
31-12-03 01:00,20
31-12-03 00:00,18
30-12-03 23:00,18
30-12-03 22:00,35
30-12-03 21:00,27
30-12-03 20:00,15
30-12-03 19:00,16
30-12-03 18:00,14
30-12-03 17:00,21
30-12-03 16:00,45
30-12-03 15:00,50
30-12-03 14:00,39
30-12-03 13:00,13
30-12-03 12:00,10
30-12-03 11:00,8
30-12-03 10:00,6
30-12-03 09:00,5
30-12-03 08:00,2
30-12-03 07:00,2
30-12-03 06:00,4
30-12-03 05:00,6
30-12-03 04:00,6
30-12-03 03:00,5
30-12-03 02:00,4
30-12-03 01:00,4
30-12-03 00:00,5
29-12-03 23:00,5
29-12-03 22:00,5
29-12-03 21:00,5
29-12-03 20:00,4
29-12-03 19:00,7
29-12-03 18:00,11
29-12-03 17:00,16
29-12-03 16:00,48
29-12-03 15:00,52
29-12-03 14:00,49
29-12-03 13:00,45
29-12-03 12:00,45
29-12-03 11:00,47
29-12-03 10:00,51
29-12-03 09:00,48
29-12-03 08:00,47
29-12-03 07:00,51
29-12-03 06:00,52
29-12-03 05:00,51
29-12-03 04:00,49
29-12-03 03:00,47
29-12-03 02:00,49
29-12-03 01:00,33
29-12-03 00:00,13
28-12-03 23:00,12
28-12-03 22:00,16
28-12-03 21:00,19
28-12-03 20:00,22
28-12-03 19:00,19
28-12-03 18:00,19
28-12-03 17:00,16
28-12-03 16:00,22
28-12-03 15:00,29
28-12-03 14:00,35
28-12-03 13:00,39
28-12-03 12:00,47
28-12-03 11:00,53
28-12-03 10:00,55
28-12-03 09:00,46
28-12-03 08:00,27
28-12-03 07:00,6
28-12-03 06:00,18
28-12-03 05:00,30
28-12-03 04:00,33
28-12-03 03:00,32
28-12-03 02:00,33
28-12-03 01:00,31
28-12-03 00:00,25
27-12-03 23:00,22
27-12-03 22:00,18
27-12-03 21:00,19
27-12-03 20:00,19
27-12-03 19:00,20
27-12-03 18:00,14
27-12-03 17:00,9
27-12-03 16:00,21
27-12-03 15:00,33
27-12-03 14:00,37
27-12-03 13:00,41
27-12-03 12:00,29
