Datum Zeit,Bautzen PM10
,µg/m³
30-04-17,
29-04-17,
28-04-17,
27-04-17,17
26-04-17,11
25-04-17,14
24-04-17,10
23-04-17,6
22-04-17,11
21-04-17,21
20-04-17,11
19-04-17,9
18-04-17,10
17-04-17,7
16-04-17,10
15-04-17,16
14-04-17,11
13-04-17,9
12-04-17,15
11-04-17,9
10-04-17,16
09-04-17,18
08-04-17,11
07-04-17,9
06-04-17,10
05-04-17,19
04-04-17,14
03-04-17,18
02-04-17,21
01-04-17,19

