Datum Zeit,Dresden-Winckelmannstr. O3
,µg/m³
01-05-17 00:00,
30-04-17 23:00,
30-04-17 22:00,
30-04-17 21:00,
30-04-17 20:00,
30-04-17 19:00,
30-04-17 18:00,
30-04-17 17:00,
30-04-17 16:00,
30-04-17 15:00,
30-04-17 14:00,
30-04-17 13:00,
30-04-17 12:00,
30-04-17 11:00,
30-04-17 10:00,
30-04-17 09:00,
30-04-17 08:00,
30-04-17 07:00,
30-04-17 06:00,
30-04-17 05:00,
30-04-17 04:00,
30-04-17 03:00,
30-04-17 02:00,
30-04-17 01:00,
30-04-17 00:00,
29-04-17 23:00,
29-04-17 22:00,
29-04-17 21:00,
29-04-17 20:00,
29-04-17 19:00,
29-04-17 18:00,
29-04-17 17:00,
29-04-17 16:00,
29-04-17 15:00,
29-04-17 14:00,
29-04-17 13:00,
29-04-17 12:00,
29-04-17 11:00,
29-04-17 10:00,
29-04-17 09:00,
29-04-17 08:00,
29-04-17 07:00,
29-04-17 06:00,
29-04-17 05:00,
29-04-17 04:00,
29-04-17 03:00,
29-04-17 02:00,
29-04-17 01:00,
29-04-17 00:00,
28-04-17 23:00,
28-04-17 22:00,
28-04-17 21:00,
28-04-17 20:00,
28-04-17 19:00,
28-04-17 18:00,
28-04-17 17:00,
28-04-17 16:00,
28-04-17 15:00,
28-04-17 14:00,
28-04-17 13:00,
28-04-17 12:00,
28-04-17 11:00,
28-04-17 10:00,
28-04-17 09:00,
28-04-17 08:00,
28-04-17 07:00,
28-04-17 06:00,
28-04-17 05:00,
28-04-17 04:00,
28-04-17 03:00,
28-04-17 02:00,
28-04-17 01:00,
28-04-17 00:00,
27-04-17 23:00,
27-04-17 22:00,8
27-04-17 21:00,44
27-04-17 20:00,58
27-04-17 19:00,71
27-04-17 18:00,81
27-04-17 17:00,83
27-04-17 16:00,84
27-04-17 15:00,84
27-04-17 14:00,89
27-04-17 13:00,81
27-04-17 12:00,75
27-04-17 11:00,40
27-04-17 10:00,17
27-04-17 09:00,8
27-04-17 08:00,4
27-04-17 07:00,3
27-04-17 06:00,4
27-04-17 05:00,4
27-04-17 04:00,11
27-04-17 03:00,10
27-04-17 02:00,10
27-04-17 01:00,23
27-04-17 00:00,18
26-04-17 23:00,10
26-04-17 22:00,26
26-04-17 21:00,44
26-04-17 20:00,59
26-04-17 19:00,66
26-04-17 18:00,69
26-04-17 17:00,75
26-04-17 16:00,77
26-04-17 15:00,75
26-04-17 14:00,63
26-04-17 13:00,66
26-04-17 12:00,69
26-04-17 11:00,59
26-04-17 10:00,38
26-04-17 09:00,40
26-04-17 08:00,22
26-04-17 07:00,24
26-04-17 06:00,30
26-04-17 05:00,48
26-04-17 04:00,56
26-04-17 03:00,48
26-04-17 02:00,57
26-04-17 01:00,50
26-04-17 00:00,56
25-04-17 23:00,57
25-04-17 22:00,60
25-04-17 21:00,67
25-04-17 20:00,65
25-04-17 19:00,70
25-04-17 18:00,72
25-04-17 17:00,75
25-04-17 16:00,72
25-04-17 15:00,59
25-04-17 14:00,69
25-04-17 13:00,58
25-04-17 12:00,60
25-04-17 11:00,64
25-04-17 10:00,72
25-04-17 09:00,61
25-04-17 08:00,64
25-04-17 07:00,15
25-04-17 06:00,14
25-04-17 05:00,20
25-04-17 04:00,25
25-04-17 03:00,32
25-04-17 02:00,31
25-04-17 01:00,33
25-04-17 00:00,29
24-04-17 23:00,36
24-04-17 22:00,53
24-04-17 21:00,58
24-04-17 20:00,70
24-04-17 19:00,87
24-04-17 18:00,91
24-04-17 17:00,95
24-04-17 16:00,94
24-04-17 15:00,96
24-04-17 14:00,96
24-04-17 13:00,93
24-04-17 12:00,88
24-04-17 11:00,85
24-04-17 10:00,81
24-04-17 09:00,74
24-04-17 08:00,68
24-04-17 07:00,47
24-04-17 06:00,45
24-04-17 05:00,53
24-04-17 04:00,57
24-04-17 03:00,62
24-04-17 02:00,65
24-04-17 01:00,67
24-04-17 00:00,67
23-04-17 23:00,69
23-04-17 22:00,70
23-04-17 21:00,70
23-04-17 20:00,68
23-04-17 19:00,75
23-04-17 18:00,76
23-04-17 17:00,83
23-04-17 16:00,85
23-04-17 15:00,85
23-04-17 14:00,81
23-04-17 13:00,78
23-04-17 12:00,76
23-04-17 11:00,72
23-04-17 10:00,69
23-04-17 09:00,64
23-04-17 08:00,65
23-04-17 07:00,65
23-04-17 06:00,69
23-04-17 05:00,68
23-04-17 04:00,66
23-04-17 03:00,72
23-04-17 02:00,69
23-04-17 01:00,70
23-04-17 00:00,71
22-04-17 23:00,70
22-04-17 22:00,73
22-04-17 21:00,75
22-04-17 20:00,75
22-04-17 19:00,76
22-04-17 18:00,82
22-04-17 17:00,86
22-04-17 16:00,86
22-04-17 15:00,89
22-04-17 14:00,83
22-04-17 13:00,84
22-04-17 12:00,85
22-04-17 11:00,86
22-04-17 10:00,83
22-04-17 09:00,81
22-04-17 08:00,76
22-04-17 07:00,73
22-04-17 06:00,76
22-04-17 05:00,55
22-04-17 04:00,55
22-04-17 03:00,58
22-04-17 02:00,59
22-04-17 01:00,62
22-04-17 00:00,64
21-04-17 23:00,65
21-04-17 22:00,68
21-04-17 21:00,72
21-04-17 20:00,78
21-04-17 19:00,81
21-04-17 18:00,84
21-04-17 17:00,92
21-04-17 16:00,96
21-04-17 15:00,99
21-04-17 14:00,97
21-04-17 13:00,89
21-04-17 12:00,81
21-04-17 11:00,78
21-04-17 10:00,64
21-04-17 09:00,67
21-04-17 08:00,45
21-04-17 07:00,16
21-04-17 06:00,21
21-04-17 05:00,42
21-04-17 04:00,50
21-04-17 03:00,54
21-04-17 02:00,64
21-04-17 01:00,53
21-04-17 00:00,53
20-04-17 23:00,54
20-04-17 22:00,59
20-04-17 21:00,74
20-04-17 20:00,78
20-04-17 19:00,88
20-04-17 18:00,90
20-04-17 17:00,92
20-04-17 16:00,94
20-04-17 15:00,
20-04-17 14:00,
20-04-17 13:00,
20-04-17 12:00,
20-04-17 11:00,
20-04-17 10:00,66
20-04-17 09:00,57
20-04-17 08:00,54
20-04-17 07:00,41
20-04-17 06:00,49
20-04-17 05:00,57
20-04-17 04:00,62
20-04-17 03:00,66
20-04-17 02:00,69
20-04-17 01:00,68
20-04-17 00:00,64
19-04-17 23:00,59
19-04-17 22:00,60
19-04-17 21:00,70
19-04-17 20:00,75
19-04-17 19:00,82
19-04-17 18:00,83
19-04-17 17:00,83
19-04-17 16:00,82
19-04-17 15:00,79
19-04-17 14:00,83
19-04-17 13:00,79
19-04-17 12:00,79
19-04-17 11:00,80
19-04-17 10:00,76
19-04-17 09:00,69
19-04-17 08:00,63
19-04-17 07:00,49
19-04-17 06:00,46
19-04-17 05:00,48
19-04-17 04:00,54
19-04-17 03:00,61
19-04-17 02:00,66
19-04-17 01:00,65
19-04-17 00:00,59
18-04-17 23:00,64
18-04-17 22:00,67
18-04-17 21:00,59
18-04-17 20:00,68
18-04-17 19:00,74
18-04-17 18:00,70
18-04-17 17:00,77
18-04-17 16:00,70
18-04-17 15:00,68
18-04-17 14:00,63
18-04-17 13:00,51
18-04-17 12:00,59
18-04-17 11:00,53
18-04-17 10:00,53
18-04-17 09:00,43
18-04-17 08:00,29
18-04-17 07:00,42
18-04-17 06:00,56
18-04-17 05:00,53
18-04-17 04:00,49
18-04-17 03:00,51
18-04-17 02:00,59
18-04-17 01:00,75
18-04-17 00:00,69
17-04-17 23:00,70
17-04-17 22:00,63
17-04-17 21:00,51
17-04-17 20:00,67
17-04-17 19:00,75
17-04-17 18:00,79
17-04-17 17:00,86
17-04-17 16:00,85
17-04-17 15:00,88
17-04-17 14:00,82
17-04-17 13:00,80
17-04-17 12:00,74
17-04-17 11:00,73
17-04-17 10:00,77
17-04-17 09:00,72
17-04-17 08:00,68
17-04-17 07:00,69
17-04-17 06:00,72
17-04-17 05:00,67
17-04-17 04:00,67
17-04-17 03:00,68
17-04-17 02:00,68
17-04-17 01:00,69
17-04-17 00:00,69
16-04-17 23:00,66
16-04-17 22:00,61
16-04-17 21:00,58
16-04-17 20:00,71
16-04-17 19:00,87
16-04-17 18:00,89
16-04-17 17:00,89
16-04-17 16:00,90
16-04-17 15:00,87
16-04-17 14:00,85
16-04-17 13:00,85
16-04-17 12:00,81
16-04-17 11:00,72
16-04-17 10:00,73
16-04-17 09:00,74
16-04-17 08:00,70
16-04-17 07:00,65
16-04-17 06:00,66
16-04-17 05:00,68
16-04-17 04:00,67
16-04-17 03:00,65
16-04-17 02:00,69
16-04-17 01:00,74
16-04-17 00:00,62
15-04-17 23:00,61
15-04-17 22:00,66
15-04-17 21:00,71
15-04-17 20:00,72
15-04-17 19:00,62
15-04-17 18:00,64
15-04-17 17:00,71
15-04-17 16:00,72
15-04-17 15:00,80
15-04-17 14:00,82
15-04-17 13:00,86
15-04-17 12:00,84
15-04-17 11:00,83
15-04-17 10:00,77
15-04-17 09:00,71
15-04-17 08:00,57
15-04-17 07:00,48
15-04-17 06:00,55
15-04-17 05:00,50
15-04-17 04:00,50
15-04-17 03:00,56
15-04-17 02:00,61
15-04-17 01:00,66
15-04-17 00:00,69
14-04-17 23:00,68
14-04-17 22:00,65
14-04-17 21:00,70
14-04-17 20:00,76
14-04-17 19:00,86
14-04-17 18:00,90
14-04-17 17:00,92
14-04-17 16:00,91
14-04-17 15:00,93
14-04-17 14:00,90
14-04-17 13:00,91
14-04-17 12:00,88
14-04-17 11:00,83
14-04-17 10:00,77
14-04-17 09:00,65
14-04-17 08:00,58
14-04-17 07:00,57
14-04-17 06:00,56
14-04-17 05:00,58
14-04-17 04:00,65
14-04-17 03:00,64
14-04-17 02:00,61
14-04-17 01:00,62
14-04-17 00:00,65
13-04-17 23:00,60
13-04-17 22:00,54
13-04-17 21:00,55
13-04-17 20:00,64
13-04-17 19:00,64
13-04-17 18:00,70
13-04-17 17:00,67
13-04-17 16:00,71
13-04-17 15:00,79
13-04-17 14:00,75
13-04-17 13:00,69
13-04-17 12:00,71
13-04-17 11:00,72
13-04-17 10:00,70
13-04-17 09:00,63
13-04-17 08:00,65
13-04-17 07:00,59
13-04-17 06:00,53
13-04-17 05:00,53
13-04-17 04:00,53
13-04-17 03:00,53
13-04-17 02:00,50
13-04-17 01:00,53
13-04-17 00:00,56
12-04-17 23:00,56
12-04-17 22:00,58
12-04-17 21:00,67
12-04-17 20:00,72
12-04-17 19:00,78
12-04-17 18:00,75
12-04-17 17:00,76
12-04-17 16:00,78
12-04-17 15:00,81
12-04-17 14:00,82
12-04-17 13:00,76
12-04-17 12:00,72
12-04-17 11:00,64
12-04-17 10:00,55
12-04-17 09:00,46
12-04-17 08:00,44
12-04-17 07:00,42
12-04-17 06:00,47
12-04-17 05:00,49
12-04-17 04:00,55
12-04-17 03:00,60
12-04-17 02:00,59
12-04-17 01:00,55
12-04-17 00:00,48
11-04-17 23:00,45
11-04-17 22:00,53
11-04-17 21:00,55
11-04-17 20:00,58
11-04-17 19:00,57
11-04-17 18:00,63
11-04-17 17:00,64
11-04-17 16:00,65
11-04-17 15:00,66
11-04-17 14:00,67
11-04-17 13:00,69
11-04-17 12:00,70
11-04-17 11:00,69
11-04-17 10:00,67
11-04-17 09:00,65
11-04-17 08:00,59
11-04-17 07:00,50
11-04-17 06:00,55
11-04-17 05:00,54
11-04-17 04:00,60
11-04-17 03:00,61
11-04-17 02:00,59
11-04-17 01:00,69
11-04-17 00:00,74
10-04-17 23:00,79
10-04-17 22:00,83
10-04-17 21:00,79
10-04-17 20:00,72
10-04-17 19:00,73
10-04-17 18:00,86
10-04-17 17:00,94
10-04-17 16:00,109
10-04-17 15:00,112
10-04-17 14:00,117
10-04-17 13:00,115
10-04-17 12:00,115
10-04-17 11:00,110
10-04-17 10:00,99
10-04-17 09:00,32
10-04-17 08:00,16
10-04-17 07:00,9
10-04-17 06:00,11
10-04-17 05:00,30
10-04-17 04:00,18
10-04-17 03:00,16
10-04-17 02:00,26
10-04-17 01:00,9
10-04-17 00:00,9
09-04-17 23:00,4
09-04-17 22:00,11
09-04-17 21:00,28
09-04-17 20:00,54
09-04-17 19:00,68
09-04-17 18:00,81
09-04-17 17:00,91
09-04-17 16:00,87
09-04-17 15:00,82
09-04-17 14:00,78
09-04-17 13:00,69
09-04-17 12:00,62
09-04-17 11:00,47
09-04-17 10:00,36
09-04-17 09:00,22
09-04-17 08:00,10
09-04-17 07:00,4
09-04-17 06:00,1
09-04-17 05:00,2
09-04-17 04:00,2
09-04-17 03:00,3
09-04-17 02:00,2
09-04-17 01:00,2
09-04-17 00:00,4
08-04-17 23:00,8
08-04-17 22:00,14
08-04-17 21:00,27
08-04-17 20:00,39
08-04-17 19:00,48
08-04-17 18:00,61
08-04-17 17:00,66
08-04-17 16:00,68
08-04-17 15:00,68
08-04-17 14:00,66
08-04-17 13:00,59
08-04-17 12:00,56
08-04-17 11:00,50
08-04-17 10:00,49
08-04-17 09:00,50
08-04-17 08:00,51
08-04-17 07:00,54
08-04-17 06:00,54
08-04-17 05:00,51
08-04-17 04:00,49
08-04-17 03:00,46
08-04-17 02:00,42
08-04-17 01:00,43
08-04-17 00:00,46
07-04-17 23:00,48
