Datum Zeit,Niesky PM10
,µg/m³
30-04-17,11
29-04-17,18
28-04-17,19
27-04-17,14
26-04-17,8
25-04-17,12
24-04-17,8
23-04-17,6
22-04-17,10
21-04-17,20
20-04-17,12
19-04-17,11
18-04-17,10
17-04-17,8
16-04-17,8
15-04-17,13
14-04-17,8
13-04-17,7
12-04-17,13
11-04-17,7
10-04-17,15
09-04-17,14
08-04-17,9
07-04-17,8
06-04-17,15
05-04-17,19
04-04-17,20
03-04-17,22
02-04-17,20
01-04-17,18

