Datum Zeit,Freiberg PM10
,µg/m³
31-10-02,23
30-10-02,25
29-10-02,19
28-10-02,7
27-10-02,10
26-10-02,8
25-10-02,13
24-10-02,14
23-10-02,10
22-10-02,13
21-10-02,13
20-10-02,10
19-10-02,5
18-10-02,12
17-10-02,10
16-10-02,15
15-10-02,16
14-10-02,18
13-10-02,16
12-10-02,27
11-10-02,28
10-10-02,32
09-10-02,15
08-10-02,7
07-10-02,7
06-10-02,3
05-10-02,8
04-10-02,14
03-10-02,28
02-10-02,34
01-10-02,25

