Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-10-02,
30-10-02,9.79
29-10-02,
28-10-02,2.43
27-10-02,
26-10-02,1.60
25-10-02,
24-10-02,
23-10-02,
22-10-02,
21-10-02,
20-10-02,4.75
19-10-02,
18-10-02,3.97
17-10-02,
16-10-02,7.22
15-10-02,
14-10-02,6.00
13-10-02,
12-10-02,16.93
11-10-02,
10-10-02,16.28
09-10-02,
08-10-02,1.21
07-10-02,
06-10-02,1.54
05-10-02,
04-10-02,7.97
03-10-02,
02-10-02,28.13
01-10-02,

