Datum Zeit,Goerlitz O3
,µg/m³
01-11-02 00:00,37
31-10-02 23:00,40
31-10-02 22:00,46
31-10-02 21:00,23
31-10-02 20:00,16
31-10-02 19:00,17
31-10-02 18:00,15
31-10-02 17:00,33
31-10-02 16:00,44
31-10-02 15:00,52
31-10-02 14:00,39
31-10-02 13:00,31
31-10-02 12:00,31
31-10-02 11:00,25
31-10-02 10:00,17
31-10-02 09:00,12
31-10-02 08:00,6
31-10-02 07:00,4
31-10-02 06:00,2
31-10-02 05:00,3
31-10-02 04:00,11
31-10-02 03:00,17
31-10-02 02:00,9
31-10-02 01:00,9
31-10-02 00:00,8
30-10-02 23:00,8
30-10-02 22:00,18
30-10-02 21:00,23
30-10-02 20:00,16
30-10-02 19:00,17
30-10-02 18:00,18
30-10-02 17:00,19
30-10-02 16:00,29
30-10-02 15:00,31
30-10-02 14:00,38
30-10-02 13:00,30
30-10-02 12:00,26
30-10-02 11:00,17
30-10-02 10:00,16
30-10-02 09:00,12
30-10-02 08:00,17
30-10-02 07:00,25
30-10-02 06:00,33
30-10-02 05:00,50
30-10-02 04:00,35
30-10-02 03:00,50
30-10-02 02:00,56
30-10-02 01:00,48
30-10-02 00:00,40
29-10-02 23:00,31
29-10-02 22:00,33
29-10-02 21:00,31
29-10-02 20:00,11
29-10-02 19:00,6
29-10-02 18:00,10
29-10-02 17:00,16
29-10-02 16:00,30
29-10-02 15:00,47
29-10-02 14:00,46
29-10-02 13:00,52
29-10-02 12:00,43
29-10-02 11:00,40
29-10-02 10:00,35
29-10-02 09:00,37
29-10-02 08:00,36
29-10-02 07:00,46
29-10-02 06:00,54
29-10-02 05:00,57
29-10-02 04:00,56
29-10-02 03:00,62
29-10-02 02:00,67
29-10-02 01:00,66
29-10-02 00:00,67
28-10-02 23:00,69
28-10-02 22:00,71
28-10-02 21:00,67
28-10-02 20:00,64
28-10-02 19:00,64
28-10-02 18:00,57
28-10-02 17:00,54
28-10-02 16:00,54
28-10-02 15:00,57
28-10-02 14:00,64
28-10-02 13:00,65
28-10-02 12:00,66
28-10-02 11:00,62
28-10-02 10:00,62
28-10-02 09:00,61
28-10-02 08:00,64
28-10-02 07:00,72
28-10-02 06:00,79
28-10-02 05:00,79
28-10-02 04:00,78
28-10-02 03:00,77
28-10-02 02:00,77
28-10-02 01:00,78
28-10-02 00:00,80
27-10-02 23:00,82
27-10-02 22:00,83
27-10-02 21:00,82
27-10-02 20:00,79
27-10-02 19:00,74
27-10-02 18:00,67
27-10-02 17:00,49
27-10-02 16:00,52
27-10-02 15:00,52
27-10-02 14:00,53
27-10-02 13:00,56
27-10-02 12:00,50
27-10-02 11:00,37
27-10-02 10:00,45
27-10-02 09:00,46
27-10-02 08:00,51
27-10-02 07:00,53
27-10-02 06:00,58
27-10-02 05:00,52
27-10-02 04:00,55
27-10-02 03:00,57
27-10-02 02:00,58
27-10-02 01:00,59
27-10-02 00:00,64
26-10-02 23:00,67
26-10-02 22:00,69
26-10-02 21:00,68
26-10-02 20:00,69
26-10-02 19:00,62
26-10-02 18:00,60
26-10-02 17:00,67
26-10-02 16:00,76
26-10-02 15:00,75
26-10-02 14:00,74
26-10-02 13:00,74
26-10-02 12:00,73
26-10-02 11:00,64
26-10-02 10:00,66
26-10-02 09:00,68
26-10-02 08:00,68
26-10-02 07:00,69
26-10-02 06:00,71
26-10-02 05:00,79
26-10-02 04:00,77
26-10-02 03:00,51
26-10-02 02:00,52
26-10-02 01:00,53
26-10-02 00:00,55
25-10-02 23:00,53
25-10-02 22:00,44
25-10-02 21:00,36
25-10-02 20:00,37
25-10-02 19:00,39
