Datum Zeit,Collmberg NO2
,µg/m³
01-11-00 00:00,10
31-10-00 23:00,
31-10-00 22:00,10
31-10-00 21:00,10
31-10-00 20:00,9
31-10-00 19:00,9
31-10-00 18:00,6
31-10-00 17:00,6
31-10-00 16:00,7
31-10-00 15:00,6
31-10-00 14:00,7
31-10-00 13:00,8
31-10-00 12:00,7
31-10-00 11:00,7
31-10-00 10:00,6
31-10-00 09:00,6
31-10-00 08:00,5
31-10-00 07:00,5
31-10-00 06:00,6
31-10-00 05:00,7
31-10-00 04:00,11
31-10-00 03:00,11
31-10-00 02:00,11
31-10-00 01:00,11
31-10-00 00:00,11
30-10-00 23:00,
30-10-00 22:00,9
30-10-00 21:00,11
30-10-00 20:00,14
30-10-00 19:00,9
30-10-00 18:00,11
30-10-00 17:00,11
30-10-00 16:00,11
30-10-00 15:00,9
30-10-00 14:00,7
30-10-00 13:00,9
30-10-00 12:00,13
30-10-00 11:00,11
30-10-00 10:00,11
30-10-00 09:00,8
30-10-00 08:00,7
30-10-00 07:00,6
30-10-00 06:00,6
30-10-00 05:00,5
30-10-00 04:00,5
30-10-00 03:00,5
30-10-00 02:00,7
30-10-00 01:00,7
30-10-00 00:00,
29-10-00 23:00,6
29-10-00 22:00,6
29-10-00 21:00,5
29-10-00 20:00,6
29-10-00 19:00,6
29-10-00 18:00,5
29-10-00 17:00,5
29-10-00 16:00,5
29-10-00 15:00,5
29-10-00 14:00,5
29-10-00 13:00,5
29-10-00 12:00,7
29-10-00 11:00,7
29-10-00 10:00,8
29-10-00 09:00,9
29-10-00 08:00,9
29-10-00 07:00,9
29-10-00 06:00,8
29-10-00 05:00,7
29-10-00 04:00,7
29-10-00 03:00,7
29-10-00 02:00,7
29-10-00 01:00,9
29-10-00 00:00,
28-10-00 23:00,14
28-10-00 22:00,15
28-10-00 21:00,19
28-10-00 20:00,12
28-10-00 19:00,15
28-10-00 18:00,12
28-10-00 17:00,12
28-10-00 16:00,11
28-10-00 15:00,10
28-10-00 14:00,10
28-10-00 13:00,10
28-10-00 12:00,11
28-10-00 11:00,10
28-10-00 10:00,11
28-10-00 09:00,11
28-10-00 08:00,11
28-10-00 07:00,10
28-10-00 06:00,10
28-10-00 05:00,10
28-10-00 04:00,10
28-10-00 03:00,10
28-10-00 02:00,11
28-10-00 01:00,
28-10-00 00:00,11
27-10-00 23:00,14
27-10-00 22:00,16
27-10-00 21:00,15
27-10-00 20:00,18
27-10-00 19:00,16
27-10-00 18:00,16
27-10-00 17:00,18
27-10-00 16:00,21
27-10-00 15:00,19
27-10-00 14:00,18
27-10-00 13:00,21
27-10-00 12:00,17
27-10-00 11:00,15
27-10-00 10:00,21
27-10-00 09:00,23
27-10-00 08:00,25
27-10-00 07:00,22
27-10-00 06:00,21
27-10-00 05:00,14
27-10-00 04:00,14
27-10-00 03:00,15
27-10-00 02:00,18
27-10-00 01:00,
27-10-00 00:00,16
26-10-00 23:00,16
26-10-00 22:00,14
26-10-00 21:00,10
26-10-00 20:00,13
26-10-00 19:00,15
26-10-00 18:00,15
26-10-00 17:00,15
26-10-00 16:00,15
26-10-00 15:00,12
26-10-00 14:00,10
26-10-00 13:00,11
26-10-00 12:00,11
26-10-00 11:00,15
26-10-00 10:00,18
26-10-00 09:00,17
26-10-00 08:00,21
26-10-00 07:00,18
26-10-00 06:00,8
