Datum Zeit,Leipzig-West NO
,µg/m³
01-11-00 00:00,1
31-10-00 23:00,1
31-10-00 22:00,1
31-10-00 21:00,1
31-10-00 20:00,1
31-10-00 19:00,1
31-10-00 18:00,1
31-10-00 17:00,1
31-10-00 16:00,1
31-10-00 15:00,1
31-10-00 14:00,1
31-10-00 13:00,1
31-10-00 12:00,1
31-10-00 11:00,2
31-10-00 10:00,1
31-10-00 09:00,1
31-10-00 08:00,1
31-10-00 07:00,1
31-10-00 06:00,1
31-10-00 05:00,1
31-10-00 04:00,
31-10-00 03:00,1
31-10-00 02:00,1
31-10-00 01:00,1
31-10-00 00:00,1
30-10-00 23:00,1
30-10-00 22:00,1
30-10-00 21:00,1
30-10-00 20:00,2
30-10-00 19:00,2
30-10-00 18:00,3
30-10-00 17:00,3
30-10-00 16:00,3
30-10-00 15:00,5
30-10-00 14:00,2
30-10-00 13:00,5
30-10-00 12:00,5
30-10-00 11:00,4
30-10-00 10:00,3
30-10-00 09:00,4
30-10-00 08:00,3
30-10-00 07:00,1
30-10-00 06:00,1
30-10-00 05:00,1
30-10-00 04:00,
30-10-00 03:00,1
30-10-00 02:00,1
30-10-00 01:00,1
30-10-00 00:00,1
29-10-00 23:00,1
29-10-00 22:00,1
29-10-00 21:00,1
29-10-00 20:00,1
29-10-00 19:00,1
29-10-00 18:00,1
29-10-00 17:00,2
29-10-00 16:00,2
29-10-00 15:00,2
29-10-00 14:00,2
29-10-00 13:00,2
29-10-00 12:00,2
29-10-00 11:00,3
29-10-00 10:00,2
29-10-00 09:00,1
29-10-00 08:00,1
29-10-00 07:00,1
29-10-00 06:00,1
29-10-00 05:00,
29-10-00 04:00,1
29-10-00 03:00,1
29-10-00 02:00,1
29-10-00 01:00,1
29-10-00 00:00,1
28-10-00 23:00,1
28-10-00 22:00,1
28-10-00 21:00,1
28-10-00 20:00,1
28-10-00 19:00,3
28-10-00 18:00,3
28-10-00 17:00,2
28-10-00 16:00,2
28-10-00 15:00,3
28-10-00 14:00,6
28-10-00 13:00,7
28-10-00 12:00,6
28-10-00 11:00,5
28-10-00 10:00,5
28-10-00 09:00,4
28-10-00 08:00,3
28-10-00 07:00,2
28-10-00 06:00,2
28-10-00 05:00,
28-10-00 04:00,1
28-10-00 03:00,1
28-10-00 02:00,1
28-10-00 01:00,1
28-10-00 00:00,1
27-10-00 23:00,1
27-10-00 22:00,1
27-10-00 21:00,1
27-10-00 20:00,4
27-10-00 19:00,5
27-10-00 18:00,6
27-10-00 17:00,7
27-10-00 16:00,7
27-10-00 15:00,11
27-10-00 14:00,9
27-10-00 13:00,9
27-10-00 12:00,11
27-10-00 11:00,12
27-10-00 10:00,14
27-10-00 09:00,11
27-10-00 08:00,10
27-10-00 07:00,13
27-10-00 06:00,
27-10-00 05:00,2
27-10-00 04:00,1
27-10-00 03:00,1
27-10-00 02:00,1
27-10-00 01:00,1
27-10-00 00:00,1
26-10-00 23:00,1
26-10-00 22:00,1
26-10-00 21:00,2
26-10-00 20:00,2
26-10-00 19:00,6
26-10-00 18:00,7
26-10-00 17:00,4
26-10-00 16:00,4
26-10-00 15:00,3
26-10-00 14:00,5
26-10-00 13:00,7
26-10-00 12:00,2
26-10-00 11:00,2
26-10-00 10:00,6
26-10-00 09:00,5
26-10-00 08:00,9
26-10-00 07:00,7
26-10-00 06:00,
26-10-00 05:00,1
26-10-00 04:00,1
26-10-00 03:00,1
26-10-00 02:00,1
26-10-00 01:00,1
26-10-00 00:00,1
25-10-00 23:00,1
25-10-00 22:00,1
25-10-00 21:00,1
25-10-00 20:00,2
25-10-00 19:00,2
25-10-00 18:00,4
25-10-00 17:00,7
25-10-00 16:00,5
25-10-00 15:00,5
25-10-00 14:00,4
25-10-00 13:00,4
25-10-00 12:00,5
25-10-00 11:00,7
25-10-00 10:00,7
25-10-00 09:00,7
25-10-00 08:00,6
25-10-00 07:00,
25-10-00 06:00,5
25-10-00 05:00,1
25-10-00 04:00,1
25-10-00 03:00,1
25-10-00 02:00,1
25-10-00 01:00,1
25-10-00 00:00,1
24-10-00 23:00,1
24-10-00 22:00,1
24-10-00 21:00,1
24-10-00 20:00,2
24-10-00 19:00,4
24-10-00 18:00,5
24-10-00 17:00,8
24-10-00 16:00,6
24-10-00 15:00,5
24-10-00 14:00,5
24-10-00 13:00,3
24-10-00 12:00,4
24-10-00 11:00,10
24-10-00 10:00,11
24-10-00 09:00,14
24-10-00 08:00,17
24-10-00 07:00,
24-10-00 06:00,5
24-10-00 05:00,3
24-10-00 04:00,1
24-10-00 03:00,1
24-10-00 02:00,1
24-10-00 01:00,1
24-10-00 00:00,1
23-10-00 23:00,1
23-10-00 22:00,1
23-10-00 21:00,4
23-10-00 20:00,3
23-10-00 19:00,6
23-10-00 18:00,7
23-10-00 17:00,8
23-10-00 16:00,7
23-10-00 15:00,6
23-10-00 14:00,7
23-10-00 13:00,9
23-10-00 12:00,8
23-10-00 11:00,9
23-10-00 10:00,14
23-10-00 09:00,37
23-10-00 08:00,
23-10-00 07:00,33
23-10-00 06:00,22
23-10-00 05:00,6
23-10-00 04:00,3
23-10-00 03:00,3
23-10-00 02:00,1
23-10-00 01:00,1
23-10-00 00:00,1
22-10-00 23:00,1
22-10-00 22:00,9
22-10-00 21:00,21
22-10-00 20:00,1
22-10-00 19:00,1
22-10-00 18:00,1
22-10-00 17:00,1
22-10-00 16:00,2
22-10-00 15:00,2
22-10-00 14:00,4
22-10-00 13:00,4
22-10-00 12:00,4
22-10-00 11:00,4
22-10-00 10:00,3
22-10-00 09:00,3
22-10-00 08:00,
22-10-00 07:00,1
22-10-00 06:00,1
22-10-00 05:00,1
22-10-00 04:00,1
22-10-00 03:00,1
22-10-00 02:00,1
22-10-00 01:00,1
22-10-00 00:00,1
21-10-00 23:00,1
21-10-00 22:00,1
21-10-00 21:00,1
21-10-00 20:00,1
21-10-00 19:00,1
21-10-00 18:00,1
21-10-00 17:00,1
21-10-00 16:00,2
21-10-00 15:00,4
21-10-00 14:00,3
21-10-00 13:00,3
21-10-00 12:00,5
21-10-00 11:00,6
21-10-00 10:00,6
21-10-00 09:00,
21-10-00 08:00,6
21-10-00 07:00,2
21-10-00 06:00,2
21-10-00 05:00,1
21-10-00 04:00,1
21-10-00 03:00,1
21-10-00 02:00,1
21-10-00 01:00,1
21-10-00 00:00,1
20-10-00 23:00,1
20-10-00 22:00,1
20-10-00 21:00,1
20-10-00 20:00,1
20-10-00 19:00,1
20-10-00 18:00,1
20-10-00 17:00,2
20-10-00 16:00,2
20-10-00 15:00,4
20-10-00 14:00,14
20-10-00 13:00,11
20-10-00 12:00,17
20-10-00 11:00,28
20-10-00 10:00,38
20-10-00 09:00,
20-10-00 08:00,40
20-10-00 07:00,44
20-10-00 06:00,24
20-10-00 05:00,14
20-10-00 04:00,5
20-10-00 03:00,4
20-10-00 02:00,5
20-10-00 01:00,8
20-10-00 00:00,18
19-10-00 23:00,32
19-10-00 22:00,24
19-10-00 21:00,36
19-10-00 20:00,25
19-10-00 19:00,15
19-10-00 18:00,9
19-10-00 17:00,4
19-10-00 16:00,8
19-10-00 15:00,7
19-10-00 14:00,4
19-10-00 13:00,10
19-10-00 12:00,11
19-10-00 11:00,15
19-10-00 10:00,21
19-10-00 09:00,
19-10-00 08:00,54
19-10-00 07:00,37
19-10-00 06:00,25
19-10-00 05:00,5
19-10-00 04:00,1
19-10-00 03:00,1
19-10-00 02:00,1
19-10-00 01:00,1
19-10-00 00:00,1
18-10-00 23:00,1
18-10-00 22:00,2
18-10-00 21:00,1
18-10-00 20:00,1
18-10-00 19:00,1
18-10-00 18:00,1
18-10-00 17:00,5
18-10-00 16:00,10
18-10-00 15:00,13
18-10-00 14:00,13
18-10-00 13:00,13
18-10-00 12:00,40
18-10-00 11:00,51
18-10-00 10:00,
18-10-00 09:00,29
18-10-00 08:00,56
18-10-00 07:00,81
18-10-00 06:00,29
18-10-00 05:00,13
18-10-00 04:00,2
18-10-00 03:00,1
18-10-00 02:00,2
18-10-00 01:00,1
18-10-00 00:00,1
17-10-00 23:00,1
17-10-00 22:00,1
17-10-00 21:00,1
17-10-00 20:00,1
17-10-00 19:00,2
17-10-00 18:00,12
17-10-00 17:00,10
17-10-00 16:00,4
17-10-00 15:00,6
17-10-00 14:00,7
17-10-00 13:00,6
17-10-00 12:00,11
17-10-00 11:00,17
17-10-00 10:00,
17-10-00 09:00,59
17-10-00 08:00,84
17-10-00 07:00,55
17-10-00 06:00,38
17-10-00 05:00,38
17-10-00 04:00,22
17-10-00 03:00,14
17-10-00 02:00,12
17-10-00 01:00,13
17-10-00 00:00,5
16-10-00 23:00,15
16-10-00 22:00,25
16-10-00 21:00,15
16-10-00 20:00,2
16-10-00 19:00,1
16-10-00 18:00,1
16-10-00 17:00,2
16-10-00 16:00,5
16-10-00 15:00,6
16-10-00 14:00,6
16-10-00 13:00,6
16-10-00 12:00,49
16-10-00 11:00,
16-10-00 10:00,21
16-10-00 09:00,38
16-10-00 08:00,46
16-10-00 07:00,50
16-10-00 06:00,4
16-10-00 05:00,12
16-10-00 04:00,1
16-10-00 03:00,1
16-10-00 02:00,1
16-10-00 01:00,1
16-10-00 00:00,1
15-10-00 23:00,1
15-10-00 22:00,1
15-10-00 21:00,1
15-10-00 20:00,1
15-10-00 19:00,1
15-10-00 18:00,1
15-10-00 17:00,1
15-10-00 16:00,1
15-10-00 15:00,1
15-10-00 14:00,1
15-10-00 13:00,1
15-10-00 12:00,1
15-10-00 11:00,
15-10-00 10:00,1
15-10-00 09:00,1
15-10-00 08:00,1
15-10-00 07:00,1
15-10-00 06:00,1
15-10-00 05:00,1
15-10-00 04:00,1
15-10-00 03:00,1
15-10-00 02:00,1
15-10-00 01:00,1
15-10-00 00:00,1
14-10-00 23:00,1
14-10-00 22:00,1
14-10-00 21:00,1
14-10-00 20:00,1
14-10-00 19:00,1
14-10-00 18:00,1
14-10-00 17:00,1
14-10-00 16:00,1
14-10-00 15:00,1
14-10-00 14:00,4
14-10-00 13:00,5
14-10-00 12:00,
14-10-00 11:00,24
14-10-00 10:00,33
14-10-00 09:00,55
14-10-00 08:00,51
14-10-00 07:00,70
14-10-00 06:00,88
14-10-00 05:00,72
14-10-00 04:00,49
14-10-00 03:00,49
14-10-00 02:00,60
14-10-00 01:00,56
14-10-00 00:00,48
13-10-00 23:00,40
13-10-00 22:00,37
13-10-00 21:00,33
13-10-00 20:00,22
13-10-00 19:00,22
13-10-00 18:00,14
13-10-00 17:00,1
13-10-00 16:00,2
13-10-00 15:00,2
13-10-00 14:00,5
13-10-00 13:00,15
13-10-00 12:00,
13-10-00 11:00,29
13-10-00 10:00,65
13-10-00 09:00,67
13-10-00 08:00,73
13-10-00 07:00,73
13-10-00 06:00,39
13-10-00 05:00,20
13-10-00 04:00,6
13-10-00 03:00,7
13-10-00 02:00,16
13-10-00 01:00,22
13-10-00 00:00,28
12-10-00 23:00,7
12-10-00 22:00,2
12-10-00 21:00,1
12-10-00 20:00,1
12-10-00 19:00,3
12-10-00 18:00,5
12-10-00 17:00,5
12-10-00 16:00,6
12-10-00 15:00,9
12-10-00 14:00,9
12-10-00 13:00,
12-10-00 12:00,7
12-10-00 11:00,9
12-10-00 10:00,10
12-10-00 09:00,9
12-10-00 08:00,13
12-10-00 07:00,8
12-10-00 06:00,3
12-10-00 05:00,1
12-10-00 04:00,1
12-10-00 03:00,1
12-10-00 02:00,1
12-10-00 01:00,1
12-10-00 00:00,1
11-10-00 23:00,1
11-10-00 22:00,1
11-10-00 21:00,1
11-10-00 20:00,1
11-10-00 19:00,1
11-10-00 18:00,2
11-10-00 17:00,3
11-10-00 16:00,2
11-10-00 15:00,3
11-10-00 14:00,3
11-10-00 13:00,
11-10-00 12:00,5
11-10-00 11:00,8
11-10-00 10:00,14
11-10-00 09:00,14
11-10-00 08:00,6
11-10-00 07:00,4
11-10-00 06:00,5
11-10-00 05:00,1
11-10-00 04:00,1
11-10-00 03:00,1
11-10-00 02:00,1
11-10-00 01:00,1
11-10-00 00:00,1
10-10-00 23:00,1
10-10-00 22:00,1
10-10-00 21:00,1
10-10-00 20:00,2
10-10-00 19:00,2
10-10-00 18:00,4
10-10-00 17:00,6
10-10-00 16:00,2
10-10-00 15:00,5
10-10-00 14:00,
10-10-00 13:00,7
10-10-00 12:00,9
10-10-00 11:00,10
10-10-00 10:00,11
10-10-00 09:00,10
10-10-00 08:00,11
10-10-00 07:00,8
10-10-00 06:00,2
10-10-00 05:00,1
10-10-00 04:00,1
10-10-00 03:00,1
10-10-00 02:00,1
10-10-00 01:00,1
10-10-00 00:00,1
09-10-00 23:00,1
09-10-00 22:00,2
09-10-00 21:00,1
09-10-00 20:00,1
09-10-00 19:00,2
09-10-00 18:00,2
09-10-00 17:00,1
09-10-00 16:00,11
09-10-00 15:00,9
09-10-00 14:00,
09-10-00 13:00,8
09-10-00 12:00,15
09-10-00 11:00,14
09-10-00 10:00,19
09-10-00 09:00,17
09-10-00 08:00,22
09-10-00 07:00,11
09-10-00 06:00,5
09-10-00 05:00,1
09-10-00 04:00,1
09-10-00 03:00,1
09-10-00 02:00,1
09-10-00 01:00,1
09-10-00 00:00,1
08-10-00 23:00,1
08-10-00 22:00,1
08-10-00 21:00,1
08-10-00 20:00,1
08-10-00 19:00,1
08-10-00 18:00,1
08-10-00 17:00,2
08-10-00 16:00,1
08-10-00 15:00,
08-10-00 14:00,2
08-10-00 13:00,2
08-10-00 12:00,2
08-10-00 11:00,3
08-10-00 10:00,3
08-10-00 09:00,3
08-10-00 08:00,2
08-10-00 07:00,1
08-10-00 06:00,1
08-10-00 05:00,1
08-10-00 04:00,1
08-10-00 03:00,1
08-10-00 02:00,1
08-10-00 01:00,1
08-10-00 00:00,1
07-10-00 23:00,1
07-10-00 22:00,1
07-10-00 21:00,1
07-10-00 20:00,1
07-10-00 19:00,1
07-10-00 18:00,1
07-10-00 17:00,1
07-10-00 16:00,1
07-10-00 15:00,
07-10-00 14:00,5
07-10-00 13:00,3
07-10-00 12:00,5
07-10-00 11:00,7
07-10-00 10:00,8
07-10-00 09:00,6
07-10-00 08:00,3
07-10-00 07:00,1
07-10-00 06:00,1
07-10-00 05:00,1
07-10-00 04:00,1
07-10-00 03:00,1
07-10-00 02:00,1
07-10-00 01:00,1
07-10-00 00:00,1
06-10-00 23:00,1
06-10-00 22:00,1
06-10-00 21:00,14
06-10-00 20:00,32
06-10-00 19:00,8
06-10-00 18:00,2
06-10-00 17:00,1
06-10-00 16:00,1
06-10-00 15:00,
06-10-00 14:00,3
06-10-00 13:00,5
06-10-00 12:00,4
06-10-00 11:00,3
06-10-00 10:00,
06-10-00 09:00,2
06-10-00 08:00,1
06-10-00 07:00,3
06-10-00 06:00,7
06-10-00 05:00,5
06-10-00 04:00,1
06-10-00 03:00,1
06-10-00 02:00,1
06-10-00 01:00,1
06-10-00 00:00,1
05-10-00 23:00,1
05-10-00 22:00,1
05-10-00 21:00,1
05-10-00 20:00,3
05-10-00 19:00,2
05-10-00 18:00,11
05-10-00 17:00,44
05-10-00 16:00,68
05-10-00 15:00,74
05-10-00 14:00,61
05-10-00 13:00,
05-10-00 12:00,11
05-10-00 11:00,41
05-10-00 10:00,152
05-10-00 09:00,187
05-10-00 08:00,127
05-10-00 07:00,106
05-10-00 06:00,83
05-10-00 05:00,67
05-10-00 04:00,69
05-10-00 03:00,63
05-10-00 02:00,52
05-10-00 01:00,53
05-10-00 00:00,46
04-10-00 23:00,37
04-10-00 22:00,25
04-10-00 21:00,26
04-10-00 20:00,18
04-10-00 19:00,2
04-10-00 18:00,2
04-10-00 17:00,1
04-10-00 16:00,5
04-10-00 15:00,8
04-10-00 14:00,
04-10-00 13:00,
04-10-00 12:00,
04-10-00 11:00,
04-10-00 10:00,
04-10-00 09:00,
04-10-00 08:00,
04-10-00 07:00,121
04-10-00 06:00,2
04-10-00 05:00,1
04-10-00 04:00,1
04-10-00 03:00,1
04-10-00 02:00,1
04-10-00 01:00,1
04-10-00 00:00,1
03-10-00 23:00,1
03-10-00 22:00,1
03-10-00 21:00,1
03-10-00 20:00,1
03-10-00 19:00,1
03-10-00 18:00,
03-10-00 17:00,1
03-10-00 16:00,1
03-10-00 15:00,1
03-10-00 14:00,2
03-10-00 13:00,3
03-10-00 12:00,4
03-10-00 11:00,5
03-10-00 10:00,6
03-10-00 09:00,6
03-10-00 08:00,4
03-10-00 07:00,2
03-10-00 06:00,1
03-10-00 05:00,1
03-10-00 04:00,1
03-10-00 03:00,2
03-10-00 02:00,2
03-10-00 01:00,1
03-10-00 00:00,1
02-10-00 23:00,5
02-10-00 22:00,9
02-10-00 21:00,5
02-10-00 20:00,5
02-10-00 19:00,
02-10-00 18:00,2
02-10-00 17:00,6
02-10-00 16:00,3
02-10-00 15:00,5
02-10-00 14:00,7
02-10-00 13:00,8
02-10-00 12:00,10
02-10-00 11:00,8
02-10-00 10:00,12
02-10-00 09:00,15
02-10-00 08:00,15
02-10-00 07:00,11
02-10-00 06:00,5
02-10-00 05:00,3
02-10-00 04:00,1
02-10-00 03:00,1
02-10-00 02:00,1
02-10-00 01:00,1
02-10-00 00:00,1
01-10-00 23:00,1
01-10-00 22:00,1
01-10-00 21:00,1
01-10-00 20:00,1
01-10-00 19:00,
01-10-00 18:00,1
01-10-00 17:00,1
01-10-00 16:00,1
01-10-00 15:00,1
01-10-00 14:00,1
01-10-00 13:00,1
01-10-00 12:00,1
01-10-00 11:00,2
01-10-00 10:00,3
01-10-00 09:00,5
01-10-00 08:00,6
01-10-00 07:00,1
01-10-00 06:00,1
01-10-00 05:00,1
01-10-00 04:00,1
01-10-00 03:00,1
01-10-00 02:00,1
01-10-00 01:00,1

