Datum Zeit,Glauchau O3
,µg/m³
01-11-00 00:00,53
31-10-00 23:00,54
31-10-00 22:00,
31-10-00 21:00,56
31-10-00 20:00,59
31-10-00 19:00,63
31-10-00 18:00,62
31-10-00 17:00,63
31-10-00 16:00,64
31-10-00 15:00,69
31-10-00 14:00,64
31-10-00 13:00,71
31-10-00 12:00,70
31-10-00 11:00,56
31-10-00 10:00,59
31-10-00 09:00,60
31-10-00 08:00,59
31-10-00 07:00,63
31-10-00 06:00,62
31-10-00 05:00,58
31-10-00 04:00,53
31-10-00 03:00,50
31-10-00 02:00,50
31-10-00 01:00,47
31-10-00 00:00,51
30-10-00 23:00,56
30-10-00 22:00,
30-10-00 21:00,65
30-10-00 20:00,65
30-10-00 19:00,57
30-10-00 18:00,61
30-10-00 17:00,61
30-10-00 16:00,59
30-10-00 15:00,58
30-10-00 14:00,58
30-10-00 13:00,60
30-10-00 12:00,55
30-10-00 11:00,55
30-10-00 10:00,49
30-10-00 09:00,50
30-10-00 08:00,48
30-10-00 07:00,53
30-10-00 06:00,61
30-10-00 05:00,63
30-10-00 04:00,61
30-10-00 03:00,62
30-10-00 02:00,60
30-10-00 01:00,55
30-10-00 00:00,55
29-10-00 23:00,
29-10-00 22:00,59
29-10-00 21:00,60
29-10-00 20:00,65
29-10-00 19:00,63
29-10-00 18:00,62
29-10-00 17:00,64
29-10-00 16:00,67
29-10-00 15:00,69
29-10-00 14:00,71
29-10-00 13:00,66
29-10-00 12:00,61
29-10-00 11:00,53
29-10-00 10:00,45
29-10-00 09:00,49
29-10-00 08:00,47
29-10-00 07:00,47
29-10-00 06:00,46
29-10-00 05:00,45
29-10-00 04:00,51
29-10-00 03:00,59
29-10-00 02:00,53
29-10-00 01:00,34
29-10-00 00:00,14
28-10-00 23:00,
28-10-00 22:00,2
28-10-00 21:00,2
28-10-00 20:00,6
28-10-00 19:00,11
28-10-00 18:00,27
28-10-00 17:00,31
28-10-00 16:00,38
28-10-00 15:00,39
28-10-00 14:00,41
28-10-00 13:00,39
28-10-00 12:00,38
28-10-00 11:00,37
28-10-00 10:00,33
28-10-00 09:00,32
28-10-00 08:00,34
28-10-00 07:00,38
28-10-00 06:00,38
28-10-00 05:00,38
28-10-00 04:00,39
28-10-00 03:00,41
28-10-00 02:00,41
28-10-00 01:00,43
28-10-00 00:00,
27-10-00 23:00,40
27-10-00 22:00,40
27-10-00 21:00,37
27-10-00 20:00,24
27-10-00 19:00,30
27-10-00 18:00,35
27-10-00 17:00,39
27-10-00 16:00,47
27-10-00 15:00,52
27-10-00 14:00,52
27-10-00 13:00,44
27-10-00 12:00,37
27-10-00 11:00,32
27-10-00 10:00,33
27-10-00 09:00,20
27-10-00 08:00,18
27-10-00 07:00,15
27-10-00 06:00,19
27-10-00 05:00,30
27-10-00 04:00,35
27-10-00 03:00,40
27-10-00 02:00,44
27-10-00 01:00,47
27-10-00 00:00,
26-10-00 23:00,50
26-10-00 22:00,49
26-10-00 21:00,42
26-10-00 20:00,45
26-10-00 19:00,40
26-10-00 18:00,42
26-10-00 17:00,45
26-10-00 16:00,41
26-10-00 15:00,47
26-10-00 14:00,48
26-10-00 13:00,58
26-10-00 12:00,58
26-10-00 11:00,43
26-10-00 10:00,36
26-10-00 09:00,25
26-10-00 08:00,22
26-10-00 07:00,18
26-10-00 06:00,32
26-10-00 05:00,46
26-10-00 04:00,43
26-10-00 03:00,40
26-10-00 02:00,45
26-10-00 01:00,
26-10-00 00:00,63
25-10-00 23:00,58
25-10-00 22:00,48
25-10-00 21:00,48
25-10-00 20:00,50
25-10-00 19:00,50
25-10-00 18:00,46
25-10-00 17:00,45
25-10-00 16:00,42
25-10-00 15:00,46
25-10-00 14:00,54
25-10-00 13:00,56
25-10-00 12:00,51
25-10-00 11:00,50
25-10-00 10:00,44
25-10-00 09:00,35
25-10-00 08:00,21
25-10-00 07:00,15
25-10-00 06:00,24
25-10-00 05:00,29
25-10-00 04:00,34
25-10-00 03:00,41
25-10-00 02:00,47
25-10-00 01:00,
25-10-00 00:00,43
24-10-00 23:00,41
24-10-00 22:00,38
24-10-00 21:00,36
24-10-00 20:00,35
24-10-00 19:00,40
24-10-00 18:00,45
24-10-00 17:00,45
24-10-00 16:00,54
24-10-00 15:00,58
24-10-00 14:00,59
24-10-00 13:00,53
24-10-00 12:00,47
24-10-00 11:00,33
24-10-00 10:00,28
24-10-00 09:00,21
24-10-00 08:00,18
24-10-00 07:00,17
24-10-00 06:00,23
24-10-00 05:00,24
24-10-00 04:00,28
24-10-00 03:00,32
24-10-00 02:00,
24-10-00 01:00,24
24-10-00 00:00,26
23-10-00 23:00,25
23-10-00 22:00,17
23-10-00 21:00,15
23-10-00 20:00,17
23-10-00 19:00,14
23-10-00 18:00,22
23-10-00 17:00,33
23-10-00 16:00,39
23-10-00 15:00,49
23-10-00 14:00,54
23-10-00 13:00,48
23-10-00 12:00,41
23-10-00 11:00,19
23-10-00 10:00,4
23-10-00 09:00,2
23-10-00 08:00,2
23-10-00 07:00,2
23-10-00 06:00,1
23-10-00 05:00,1
23-10-00 04:00,2
23-10-00 03:00,2
23-10-00 02:00,
23-10-00 01:00,1
23-10-00 00:00,1
22-10-00 23:00,1
22-10-00 22:00,1
22-10-00 21:00,1
22-10-00 20:00,2
22-10-00 19:00,2
22-10-00 18:00,3
22-10-00 17:00,25
22-10-00 16:00,82
22-10-00 15:00,86
22-10-00 14:00,85
22-10-00 13:00,69
22-10-00 12:00,47
22-10-00 11:00,37
22-10-00 10:00,29
22-10-00 09:00,18
22-10-00 08:00,3
22-10-00 07:00,2
22-10-00 06:00,3
22-10-00 05:00,4
22-10-00 04:00,5
22-10-00 03:00,
22-10-00 02:00,8
22-10-00 01:00,7
22-10-00 00:00,2
21-10-00 23:00,13
21-10-00 22:00,23
21-10-00 21:00,15
21-10-00 20:00,34
21-10-00 19:00,29
21-10-00 18:00,30
21-10-00 17:00,28
21-10-00 16:00,45
21-10-00 15:00,57
21-10-00 14:00,60
21-10-00 13:00,55
21-10-00 12:00,43
21-10-00 11:00,41
21-10-00 10:00,46
21-10-00 09:00,41
21-10-00 08:00,34
21-10-00 07:00,29
21-10-00 06:00,27
21-10-00 05:00,36
21-10-00 04:00,39
21-10-00 03:00,
21-10-00 02:00,37
21-10-00 01:00,32
21-10-00 00:00,24
20-10-00 23:00,28
20-10-00 22:00,27
20-10-00 21:00,21
20-10-00 20:00,23
20-10-00 19:00,16
20-10-00 18:00,22
20-10-00 17:00,38
20-10-00 16:00,62
20-10-00 15:00,65
20-10-00 14:00,58
20-10-00 13:00,37
20-10-00 12:00,33
20-10-00 11:00,16
20-10-00 10:00,4
20-10-00 09:00,3
20-10-00 08:00,2
20-10-00 07:00,1
20-10-00 06:00,1
20-10-00 05:00,1
20-10-00 04:00,
20-10-00 03:00,1
20-10-00 02:00,1
20-10-00 01:00,1
20-10-00 00:00,1
19-10-00 23:00,1
19-10-00 22:00,1
19-10-00 21:00,1
19-10-00 20:00,2
19-10-00 19:00,2
19-10-00 18:00,4
19-10-00 17:00,21
19-10-00 16:00,33
19-10-00 15:00,40
19-10-00 14:00,39
19-10-00 13:00,37
19-10-00 12:00,31
