Datum Zeit,Borna NO2
,µg/m³
01-11-00 00:00,16
31-10-00 23:00,20
31-10-00 22:00,22
31-10-00 21:00,
31-10-00 20:00,25
31-10-00 19:00,29
31-10-00 18:00,28
31-10-00 17:00,30
31-10-00 16:00,27
31-10-00 15:00,31
31-10-00 14:00,27
31-10-00 13:00,24
31-10-00 12:00,26
31-10-00 11:00,33
31-10-00 10:00,27
31-10-00 09:00,30
31-10-00 08:00,23
31-10-00 07:00,11
31-10-00 06:00,8
31-10-00 05:00,9
31-10-00 04:00,13
31-10-00 03:00,18
31-10-00 02:00,18
31-10-00 01:00,18
31-10-00 00:00,16
30-10-00 23:00,17
30-10-00 22:00,
30-10-00 21:00,20
30-10-00 20:00,24
30-10-00 19:00,36
30-10-00 18:00,43
30-10-00 17:00,44
30-10-00 16:00,44
30-10-00 15:00,52
30-10-00 14:00,44
30-10-00 13:00,46
30-10-00 12:00,51
30-10-00 11:00,47
30-10-00 10:00,48
30-10-00 09:00,41
30-10-00 08:00,46
30-10-00 07:00,42
30-10-00 06:00,30
30-10-00 05:00,29
30-10-00 04:00,16
30-10-00 03:00,13
30-10-00 02:00,11
30-10-00 01:00,14
30-10-00 00:00,15
29-10-00 23:00,21
29-10-00 22:00,
29-10-00 21:00,23
29-10-00 20:00,23
29-10-00 19:00,30
29-10-00 18:00,30
29-10-00 17:00,30
29-10-00 16:00,22
29-10-00 15:00,25
29-10-00 14:00,18
29-10-00 13:00,16
29-10-00 12:00,24
29-10-00 11:00,24
29-10-00 10:00,23
29-10-00 09:00,17
29-10-00 08:00,20
29-10-00 07:00,11
29-10-00 06:00,11
29-10-00 05:00,11
29-10-00 04:00,13
29-10-00 03:00,14
29-10-00 02:00,19
29-10-00 01:00,23
29-10-00 00:00,24
28-10-00 23:00,
28-10-00 22:00,28
28-10-00 21:00,38
28-10-00 20:00,35
28-10-00 19:00,41
28-10-00 18:00,41
28-10-00 17:00,34
28-10-00 16:00,36
28-10-00 15:00,28
28-10-00 14:00,26
28-10-00 13:00,29
28-10-00 12:00,33
28-10-00 11:00,38
28-10-00 10:00,41
28-10-00 09:00,41
28-10-00 08:00,35
28-10-00 07:00,32
28-10-00 06:00,30
28-10-00 05:00,24
28-10-00 04:00,25
28-10-00 03:00,16
28-10-00 02:00,15
28-10-00 01:00,22
28-10-00 00:00,21
27-10-00 23:00,
27-10-00 22:00,31
27-10-00 21:00,35
27-10-00 20:00,45
27-10-00 19:00,53
27-10-00 18:00,56
27-10-00 17:00,63
27-10-00 16:00,64
27-10-00 15:00,68
27-10-00 14:00,53
27-10-00 13:00,52
27-10-00 12:00,54
27-10-00 11:00,49
27-10-00 10:00,48
27-10-00 09:00,58
27-10-00 08:00,58
27-10-00 07:00,65
27-10-00 06:00,64
27-10-00 05:00,48
27-10-00 04:00,40
27-10-00 03:00,23
27-10-00 02:00,24
27-10-00 01:00,23
27-10-00 00:00,
26-10-00 23:00,22
26-10-00 22:00,29
26-10-00 21:00,35
26-10-00 20:00,29
26-10-00 19:00,38
26-10-00 18:00,48
26-10-00 17:00,50
