Datum Zeit,Goerlitz CO
,mg/m3
01-11-00 00:00,0.3
31-10-00 23:00,0.3
31-10-00 22:00,0.4
31-10-00 21:00,0.3
31-10-00 20:00,0.7
31-10-00 19:00,0.7
31-10-00 18:00,0.9
31-10-00 17:00,0.8
31-10-00 16:00,0.9
31-10-00 15:00,1.2
31-10-00 14:00,1.1
31-10-00 13:00,0.9
31-10-00 12:00,1.2
31-10-00 11:00,1.0
31-10-00 10:00,1.0
31-10-00 09:00,0.5
31-10-00 08:00,0.5
31-10-00 07:00,0.4
31-10-00 06:00,0.1
31-10-00 05:00,0.1
31-10-00 04:00,0.1
31-10-00 03:00,0.1
31-10-00 02:00,0.1
31-10-00 01:00,0.1
31-10-00 00:00,0.7
30-10-00 23:00,0.8
30-10-00 22:00,0.8
30-10-00 21:00,0.9
30-10-00 20:00,1.1
30-10-00 19:00,1.4
30-10-00 18:00,1.5
30-10-00 17:00,1.5
30-10-00 16:00,1.6
30-10-00 15:00,1.6
30-10-00 14:00,1.4
30-10-00 13:00,1.3
30-10-00 12:00,1.2
30-10-00 11:00,1.2
30-10-00 10:00,1.2
30-10-00 09:00,1.2
30-10-00 08:00,
30-10-00 07:00,0.3
30-10-00 06:00,
30-10-00 05:00,0.1
30-10-00 04:00,0.1
30-10-00 03:00,0.1
30-10-00 02:00,0.1
30-10-00 01:00,0.1
30-10-00 00:00,0.1
29-10-00 23:00,0.2
29-10-00 22:00,0.3
29-10-00 21:00,0.4
29-10-00 20:00,0.8
29-10-00 19:00,1.0
29-10-00 18:00,1.2
29-10-00 17:00,1.2
29-10-00 16:00,1.0
29-10-00 15:00,1.0
29-10-00 14:00,0.4
29-10-00 13:00,0.3
29-10-00 12:00,0.3
29-10-00 11:00,0.3
29-10-00 10:00,0.2
29-10-00 09:00,0.1
29-10-00 08:00,0.1
29-10-00 07:00,0.1
29-10-00 06:00,0.1
29-10-00 05:00,0.1
29-10-00 04:00,0.1
29-10-00 03:00,0.1
29-10-00 02:00,0.1
29-10-00 01:00,0.1
29-10-00 00:00,0.1
28-10-00 23:00,0.1
28-10-00 22:00,0.2
28-10-00 21:00,0.1
28-10-00 20:00,0.3
28-10-00 19:00,0.2
28-10-00 18:00,0.4
28-10-00 17:00,0.2
28-10-00 16:00,0.2
28-10-00 15:00,0.4
28-10-00 14:00,0.4
28-10-00 13:00,0.5
28-10-00 12:00,0.4
28-10-00 11:00,0.6
28-10-00 10:00,0.7
28-10-00 09:00,0.4
28-10-00 08:00,0.3
28-10-00 07:00,
28-10-00 06:00,0.1
28-10-00 05:00,0.1
28-10-00 04:00,0.1
28-10-00 03:00,0.1
28-10-00 02:00,0.1
28-10-00 01:00,0.1
28-10-00 00:00,0.1
27-10-00 23:00,0.1
27-10-00 22:00,0.1
27-10-00 21:00,0.2
27-10-00 20:00,0.3
27-10-00 19:00,1.0
27-10-00 18:00,1.6
27-10-00 17:00,2.0
27-10-00 16:00,1.3
27-10-00 15:00,1.3
27-10-00 14:00,1.6
27-10-00 13:00,0.9
27-10-00 12:00,0.3
27-10-00 11:00,0.4
27-10-00 10:00,0.5
27-10-00 09:00,0.8
27-10-00 08:00,0.7
27-10-00 07:00,1.2
27-10-00 06:00,1.5
27-10-00 05:00,0.3
27-10-00 04:00,0.1
27-10-00 03:00,0.1
27-10-00 02:00,0.1
27-10-00 01:00,0.1
27-10-00 00:00,0.1
26-10-00 23:00,0.1
26-10-00 22:00,0.1
26-10-00 21:00,0.1
26-10-00 20:00,0.2
26-10-00 19:00,0.9
26-10-00 18:00,0.9
26-10-00 17:00,1.3
26-10-00 16:00,0.6
26-10-00 15:00,0.6
26-10-00 14:00,0.4
26-10-00 13:00,0.3
26-10-00 12:00,0.3
26-10-00 11:00,0.5
26-10-00 10:00,1.2
26-10-00 09:00,0.8
26-10-00 08:00,0.8
26-10-00 07:00,
26-10-00 06:00,
26-10-00 05:00,
26-10-00 04:00,
26-10-00 03:00,
26-10-00 02:00,
26-10-00 01:00,
26-10-00 00:00,
25-10-00 23:00,
25-10-00 22:00,
25-10-00 21:00,
25-10-00 20:00,
25-10-00 19:00,
25-10-00 18:00,
25-10-00 17:00,
25-10-00 16:00,
25-10-00 15:00,
25-10-00 14:00,
25-10-00 13:00,
25-10-00 12:00,
25-10-00 11:00,
25-10-00 10:00,
25-10-00 09:00,
25-10-00 08:00,
25-10-00 07:00,
25-10-00 06:00,
25-10-00 05:00,
25-10-00 04:00,
25-10-00 03:00,
25-10-00 02:00,
25-10-00 01:00,
25-10-00 00:00,
24-10-00 23:00,
24-10-00 22:00,
24-10-00 21:00,
24-10-00 20:00,
24-10-00 19:00,
24-10-00 18:00,
24-10-00 17:00,
24-10-00 16:00,
24-10-00 15:00,
24-10-00 14:00,
24-10-00 13:00,
24-10-00 12:00,
24-10-00 11:00,
24-10-00 10:00,
24-10-00 09:00,
24-10-00 08:00,
24-10-00 07:00,
24-10-00 06:00,
24-10-00 05:00,0.2
24-10-00 04:00,0.1
24-10-00 03:00,0.1
24-10-00 02:00,0.1
24-10-00 01:00,0.1
24-10-00 00:00,0.1
23-10-00 23:00,0.1
23-10-00 22:00,0.2
23-10-00 21:00,0.2
23-10-00 20:00,0.2
