Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-10-00,
30-10-00,8.22
29-10-00,
28-10-00,5.51
27-10-00,
26-10-00,4.21
25-10-00,
24-10-00,5.24
23-10-00,
22-10-00,24.39
21-10-00,
20-10-00,11.26
19-10-00,
18-10-00,5.44
17-10-00,
16-10-00,33.74
15-10-00,
14-10-00,20.43
13-10-00,
12-10-00,4.43
11-10-00,
10-10-00,5.13
09-10-00,
08-10-00,2.53
07-10-00,
06-10-00,1.35
05-10-00,
04-10-00,13.92
03-10-00,
02-10-00,2.99
01-10-00,

