Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-11-00 00:00,40
31-10-00 23:00,45
31-10-00 22:00,51
31-10-00 21:00,55
31-10-00 20:00,56
31-10-00 19:00,50
31-10-00 18:00,59
31-10-00 17:00,62
31-10-00 16:00,66
31-10-00 15:00,63
31-10-00 14:00,64
31-10-00 13:00,62
31-10-00 12:00,65
31-10-00 11:00,63
31-10-00 10:00,57
31-10-00 09:00,
31-10-00 08:00,61
31-10-00 07:00,51
31-10-00 06:00,50
31-10-00 05:00,54
31-10-00 04:00,47
31-10-00 03:00,26
31-10-00 02:00,37
31-10-00 01:00,41
31-10-00 00:00,39
30-10-00 23:00,43
30-10-00 22:00,43
30-10-00 21:00,47
30-10-00 20:00,45
30-10-00 19:00,35
30-10-00 18:00,38
30-10-00 17:00,32
30-10-00 16:00,22
30-10-00 15:00,37
30-10-00 14:00,40
30-10-00 13:00,25
30-10-00 12:00,31
30-10-00 11:00,30
30-10-00 10:00,34
30-10-00 09:00,
30-10-00 08:00,34
30-10-00 07:00,33
30-10-00 06:00,45
30-10-00 05:00,46
30-10-00 04:00,47
30-10-00 03:00,44
30-10-00 02:00,44
30-10-00 01:00,45
30-10-00 00:00,40
29-10-00 23:00,35
29-10-00 22:00,46
29-10-00 21:00,42
29-10-00 20:00,37
29-10-00 19:00,39
29-10-00 18:00,43
29-10-00 17:00,54
29-10-00 16:00,63
29-10-00 15:00,62
29-10-00 14:00,57
29-10-00 13:00,54
29-10-00 12:00,57
29-10-00 11:00,44
29-10-00 10:00,
29-10-00 09:00,31
29-10-00 08:00,31
29-10-00 07:00,28
29-10-00 06:00,30
29-10-00 05:00,22
29-10-00 04:00,33
29-10-00 03:00,26
29-10-00 02:00,21
29-10-00 01:00,14
29-10-00 00:00,8
28-10-00 23:00,5
28-10-00 22:00,4
28-10-00 21:00,8
28-10-00 20:00,7
28-10-00 19:00,11
28-10-00 18:00,17
28-10-00 17:00,13
28-10-00 16:00,23
28-10-00 15:00,31
28-10-00 14:00,27
28-10-00 13:00,25
28-10-00 12:00,23
28-10-00 11:00,20
28-10-00 10:00,
28-10-00 09:00,19
28-10-00 08:00,19
28-10-00 07:00,14
28-10-00 06:00,21
28-10-00 05:00,25
28-10-00 04:00,26
28-10-00 03:00,29
28-10-00 02:00,29
28-10-00 01:00,23
28-10-00 00:00,28
27-10-00 23:00,26
27-10-00 22:00,19
27-10-00 21:00,15
27-10-00 20:00,17
27-10-00 19:00,21
27-10-00 18:00,28
27-10-00 17:00,24
27-10-00 16:00,27
27-10-00 15:00,21
27-10-00 14:00,25
27-10-00 13:00,30
27-10-00 12:00,27
27-10-00 11:00,
27-10-00 10:00,19
27-10-00 09:00,14
27-10-00 08:00,6
27-10-00 07:00,6
27-10-00 06:00,16
27-10-00 05:00,24
27-10-00 04:00,32
27-10-00 03:00,33
27-10-00 02:00,27
27-10-00 01:00,24
27-10-00 00:00,29
26-10-00 23:00,31
26-10-00 22:00,30
26-10-00 21:00,25
26-10-00 20:00,32
26-10-00 19:00,32
26-10-00 18:00,29
26-10-00 17:00,25
26-10-00 16:00,32
26-10-00 15:00,32
26-10-00 14:00,39
26-10-00 13:00,32
26-10-00 12:00,38
26-10-00 11:00,
26-10-00 10:00,28
26-10-00 09:00,27
26-10-00 08:00,22
26-10-00 07:00,10
26-10-00 06:00,27
26-10-00 05:00,33
26-10-00 04:00,38
26-10-00 03:00,46
26-10-00 02:00,41
26-10-00 01:00,44
26-10-00 00:00,45
25-10-00 23:00,46
25-10-00 22:00,46
25-10-00 21:00,46
25-10-00 20:00,44
25-10-00 19:00,39
25-10-00 18:00,28
25-10-00 17:00,28
25-10-00 16:00,30
25-10-00 15:00,33
25-10-00 14:00,37
25-10-00 13:00,34
25-10-00 12:00,
25-10-00 11:00,21
25-10-00 10:00,16
25-10-00 09:00,12
25-10-00 08:00,7
25-10-00 07:00,8
25-10-00 06:00,14
25-10-00 05:00,26
25-10-00 04:00,29
25-10-00 03:00,30
25-10-00 02:00,32
25-10-00 01:00,32
25-10-00 00:00,24
24-10-00 23:00,20
24-10-00 22:00,16
24-10-00 21:00,19
24-10-00 20:00,25
24-10-00 19:00,31
24-10-00 18:00,31
24-10-00 17:00,36
24-10-00 16:00,39
24-10-00 15:00,43
24-10-00 14:00,50
24-10-00 13:00,49
24-10-00 12:00,
24-10-00 11:00,23
24-10-00 10:00,10
24-10-00 09:00,3
24-10-00 08:00,2
24-10-00 07:00,2
24-10-00 06:00,7
24-10-00 05:00,13
24-10-00 04:00,20
24-10-00 03:00,18
24-10-00 02:00,19
24-10-00 01:00,19
24-10-00 00:00,15
23-10-00 23:00,13
23-10-00 22:00,10
23-10-00 21:00,9
23-10-00 20:00,9
23-10-00 19:00,14
23-10-00 18:00,14
23-10-00 17:00,15
23-10-00 16:00,17
23-10-00 15:00,34
23-10-00 14:00,34
23-10-00 13:00,
23-10-00 12:00,27
23-10-00 11:00,25
23-10-00 10:00,11
23-10-00 09:00,6
23-10-00 08:00,3
23-10-00 07:00,2
23-10-00 06:00,3
23-10-00 05:00,7
23-10-00 04:00,7
23-10-00 03:00,9
23-10-00 02:00,13
23-10-00 01:00,13
23-10-00 00:00,15
22-10-00 23:00,7
22-10-00 22:00,4
22-10-00 21:00,1
22-10-00 20:00,1
22-10-00 19:00,1
22-10-00 18:00,1
22-10-00 17:00,9
22-10-00 16:00,36
22-10-00 15:00,50
22-10-00 14:00,40
22-10-00 13:00,
22-10-00 12:00,38
22-10-00 11:00,35
22-10-00 10:00,30
22-10-00 09:00,26
22-10-00 08:00,21
22-10-00 07:00,16
22-10-00 06:00,17
22-10-00 05:00,20
22-10-00 04:00,20
22-10-00 03:00,17
22-10-00 02:00,14
22-10-00 01:00,17
22-10-00 00:00,13
21-10-00 23:00,12
21-10-00 22:00,10
21-10-00 21:00,8
21-10-00 20:00,9
21-10-00 19:00,11
21-10-00 18:00,3
21-10-00 17:00,18
21-10-00 16:00,24
21-10-00 15:00,26
21-10-00 14:00,
21-10-00 13:00,30
21-10-00 12:00,29
21-10-00 11:00,22
21-10-00 10:00,16
21-10-00 09:00,13
21-10-00 08:00,5
21-10-00 07:00,1
21-10-00 06:00,2
21-10-00 05:00,6
21-10-00 04:00,12
21-10-00 03:00,8
21-10-00 02:00,11
21-10-00 01:00,9
21-10-00 00:00,9
20-10-00 23:00,7
20-10-00 22:00,8
20-10-00 21:00,6
20-10-00 20:00,2
20-10-00 19:00,2
20-10-00 18:00,9
20-10-00 17:00,21
20-10-00 16:00,20
20-10-00 15:00,24
20-10-00 14:00,
20-10-00 13:00,11
20-10-00 12:00,9
20-10-00 11:00,6
20-10-00 10:00,3
20-10-00 09:00,1
20-10-00 08:00,1
20-10-00 07:00,1
20-10-00 06:00,1
20-10-00 05:00,1
20-10-00 04:00,2
20-10-00 03:00,2
20-10-00 02:00,1
20-10-00 01:00,1
20-10-00 00:00,1
19-10-00 23:00,1
19-10-00 22:00,1
19-10-00 21:00,1
19-10-00 20:00,1
19-10-00 19:00,1
19-10-00 18:00,6
19-10-00 17:00,17
19-10-00 16:00,32
19-10-00 15:00,
19-10-00 14:00,17
19-10-00 13:00,
19-10-00 12:00,11
19-10-00 11:00,
19-10-00 10:00,
19-10-00 09:00,3
19-10-00 08:00,1
19-10-00 07:00,1
19-10-00 06:00,1
19-10-00 05:00,1
19-10-00 04:00,6
19-10-00 03:00,2
19-10-00 02:00,5
19-10-00 01:00,2
19-10-00 00:00,2
18-10-00 23:00,3
18-10-00 22:00,3
18-10-00 21:00,
18-10-00 20:00,3
18-10-00 19:00,4
18-10-00 18:00,8
18-10-00 17:00,4
18-10-00 16:00,6
18-10-00 15:00,10
18-10-00 14:00,7
18-10-00 13:00,6
18-10-00 12:00,2
18-10-00 11:00,1
18-10-00 10:00,1
18-10-00 09:00,1
18-10-00 08:00,1
18-10-00 07:00,1
18-10-00 06:00,1
18-10-00 05:00,1
18-10-00 04:00,2
18-10-00 03:00,2
18-10-00 02:00,3
18-10-00 01:00,4
18-10-00 00:00,5
17-10-00 23:00,4
17-10-00 22:00,2
17-10-00 21:00,
17-10-00 20:00,4
17-10-00 19:00,3
17-10-00 18:00,5
17-10-00 17:00,10
17-10-00 16:00,13
17-10-00 15:00,23
17-10-00 14:00,21
17-10-00 13:00,20
17-10-00 12:00,18
17-10-00 11:00,9
17-10-00 10:00,4
17-10-00 09:00,1
17-10-00 08:00,1
17-10-00 07:00,1
17-10-00 06:00,1
17-10-00 05:00,1
17-10-00 04:00,1
17-10-00 03:00,1
17-10-00 02:00,1
17-10-00 01:00,1
17-10-00 00:00,1
16-10-00 23:00,1
16-10-00 22:00,
16-10-00 21:00,1
16-10-00 20:00,1
16-10-00 19:00,1
16-10-00 18:00,3
16-10-00 17:00,15
16-10-00 16:00,22
16-10-00 15:00,38
16-10-00 14:00,36
16-10-00 13:00,27
16-10-00 12:00,17
16-10-00 11:00,12
16-10-00 10:00,8
16-10-00 09:00,5
16-10-00 08:00,3
16-10-00 07:00,2
16-10-00 06:00,3
16-10-00 05:00,5
16-10-00 04:00,4
16-10-00 03:00,7
16-10-00 02:00,17
16-10-00 01:00,15
16-10-00 00:00,30
15-10-00 23:00,30
15-10-00 22:00,
15-10-00 21:00,4
15-10-00 20:00,8
15-10-00 19:00,29
15-10-00 18:00,13
15-10-00 17:00,8
15-10-00 16:00,19
15-10-00 15:00,30
15-10-00 14:00,32
15-10-00 13:00,26
15-10-00 12:00,18
15-10-00 11:00,13
15-10-00 10:00,12
15-10-00 09:00,14
15-10-00 08:00,14
15-10-00 07:00,16
15-10-00 06:00,18
15-10-00 05:00,23
15-10-00 04:00,24
15-10-00 03:00,24
15-10-00 02:00,25
15-10-00 01:00,27
15-10-00 00:00,22
14-10-00 23:00,
14-10-00 22:00,7
14-10-00 21:00,7
14-10-00 20:00,
14-10-00 19:00,19
14-10-00 18:00,17
14-10-00 17:00,14
14-10-00 16:00,27
14-10-00 15:00,46
14-10-00 14:00,36
14-10-00 13:00,23
14-10-00 12:00,16
14-10-00 11:00,8
14-10-00 10:00,2
14-10-00 09:00,1
14-10-00 08:00,1
14-10-00 07:00,1
14-10-00 06:00,1
14-10-00 05:00,1
14-10-00 04:00,1
14-10-00 03:00,1
14-10-00 02:00,1
14-10-00 01:00,1
14-10-00 00:00,1
13-10-00 23:00,1
13-10-00 22:00,1
13-10-00 21:00,1
13-10-00 20:00,
13-10-00 19:00,1
13-10-00 18:00,3
13-10-00 17:00,10
13-10-00 16:00,16
13-10-00 15:00,25
13-10-00 14:00,14
13-10-00 13:00,9
13-10-00 12:00,5
13-10-00 11:00,6
13-10-00 10:00,2
13-10-00 09:00,1
13-10-00 08:00,1
13-10-00 07:00,1
13-10-00 06:00,1
13-10-00 05:00,1
13-10-00 04:00,1
13-10-00 03:00,1
13-10-00 02:00,1
13-10-00 01:00,1
13-10-00 00:00,1
12-10-00 23:00,1
12-10-00 22:00,1
12-10-00 21:00,
12-10-00 20:00,1
12-10-00 19:00,1
12-10-00 18:00,3
12-10-00 17:00,13
12-10-00 16:00,16
12-10-00 15:00,16
12-10-00 14:00,14
12-10-00 13:00,19
12-10-00 12:00,17
12-10-00 11:00,17
12-10-00 10:00,11
12-10-00 09:00,8
12-10-00 08:00,4
12-10-00 07:00,7
12-10-00 06:00,20
12-10-00 05:00,34
12-10-00 04:00,26
12-10-00 03:00,27
12-10-00 02:00,38
12-10-00 01:00,36
12-10-00 00:00,42
11-10-00 23:00,37
11-10-00 22:00,27
11-10-00 21:00,
11-10-00 20:00,40
11-10-00 19:00,38
11-10-00 18:00,25
11-10-00 17:00,42
11-10-00 16:00,52
11-10-00 15:00,52
11-10-00 14:00,39
11-10-00 13:00,39
11-10-00 12:00,31
11-10-00 11:00,15
11-10-00 10:00,3
11-10-00 09:00,3
11-10-00 08:00,3
11-10-00 07:00,3
11-10-00 06:00,10
11-10-00 05:00,24
11-10-00 04:00,27
11-10-00 03:00,28
11-10-00 02:00,24
11-10-00 01:00,14
11-10-00 00:00,17
10-10-00 23:00,24
10-10-00 22:00,
10-10-00 21:00,19
10-10-00 20:00,18
10-10-00 19:00,17
10-10-00 18:00,24
10-10-00 17:00,38
10-10-00 16:00,31
10-10-00 15:00,20
10-10-00 14:00,12
10-10-00 13:00,15
10-10-00 12:00,6
10-10-00 11:00,3
10-10-00 10:00,2
10-10-00 09:00,3
10-10-00 08:00,2
10-10-00 07:00,1
10-10-00 06:00,1
10-10-00 05:00,3
10-10-00 04:00,6
10-10-00 03:00,9
10-10-00 02:00,7
10-10-00 01:00,2
10-10-00 00:00,2
09-10-00 23:00,4
09-10-00 22:00,
09-10-00 21:00,2
09-10-00 20:00,8
09-10-00 19:00,10
09-10-00 18:00,5
09-10-00 17:00,16
09-10-00 16:00,23
09-10-00 15:00,24
09-10-00 14:00,30
09-10-00 13:00,24
09-10-00 12:00,13
09-10-00 11:00,13
09-10-00 10:00,7
09-10-00 09:00,5
09-10-00 08:00,2
09-10-00 07:00,1
09-10-00 06:00,6
09-10-00 05:00,9
09-10-00 04:00,14
09-10-00 03:00,17
09-10-00 02:00,17
09-10-00 01:00,18
09-10-00 00:00,19
08-10-00 23:00,
08-10-00 22:00,23
08-10-00 21:00,23
08-10-00 20:00,24
08-10-00 19:00,15
08-10-00 18:00,25
08-10-00 17:00,30
08-10-00 16:00,41
08-10-00 15:00,52
08-10-00 14:00,53
08-10-00 13:00,54
08-10-00 12:00,39
08-10-00 11:00,34
08-10-00 10:00,29
08-10-00 09:00,25
08-10-00 08:00,24
08-10-00 07:00,20
08-10-00 06:00,19
08-10-00 05:00,23
08-10-00 04:00,19
08-10-00 03:00,17
08-10-00 02:00,17
08-10-00 01:00,14
08-10-00 00:00,16
07-10-00 23:00,
07-10-00 22:00,15
07-10-00 21:00,17
07-10-00 20:00,15
07-10-00 19:00,15
07-10-00 18:00,7
07-10-00 17:00,14
07-10-00 16:00,15
07-10-00 15:00,10
07-10-00 14:00,6
07-10-00 13:00,5
07-10-00 12:00,6
07-10-00 11:00,5
07-10-00 10:00,3
07-10-00 09:00,2
07-10-00 08:00,2
07-10-00 07:00,2
07-10-00 06:00,2
07-10-00 05:00,4
07-10-00 04:00,5
07-10-00 03:00,7
07-10-00 02:00,6
07-10-00 01:00,3
07-10-00 00:00,
06-10-00 23:00,1
06-10-00 22:00,1
06-10-00 21:00,1
06-10-00 20:00,7
06-10-00 19:00,4
06-10-00 18:00,8
06-10-00 17:00,9
06-10-00 16:00,12
06-10-00 15:00,12
06-10-00 14:00,11
06-10-00 13:00,7
06-10-00 12:00,7
06-10-00 11:00,8
06-10-00 10:00,8
06-10-00 09:00,7
06-10-00 08:00,10
06-10-00 07:00,9
06-10-00 06:00,1
06-10-00 05:00,6
06-10-00 04:00,10
06-10-00 03:00,14
06-10-00 02:00,21
06-10-00 01:00,21
06-10-00 00:00,
05-10-00 23:00,9
05-10-00 22:00,14
05-10-00 21:00,7
05-10-00 20:00,7
05-10-00 19:00,3
05-10-00 18:00,1
05-10-00 17:00,1
05-10-00 16:00,7
05-10-00 15:00,9
05-10-00 14:00,11
05-10-00 13:00,12
05-10-00 12:00,12
05-10-00 11:00,6
05-10-00 10:00,1
05-10-00 09:00,1
05-10-00 08:00,1
05-10-00 07:00,1
05-10-00 06:00,1
05-10-00 05:00,1
05-10-00 04:00,1
05-10-00 03:00,1
05-10-00 02:00,1
05-10-00 01:00,
05-10-00 00:00,1
04-10-00 23:00,1
04-10-00 22:00,1
04-10-00 21:00,1
04-10-00 20:00,1
04-10-00 19:00,2
04-10-00 18:00,3
04-10-00 17:00,9
04-10-00 16:00,19
04-10-00 15:00,25
04-10-00 14:00,16
04-10-00 13:00,6
04-10-00 12:00,4
04-10-00 11:00,2
04-10-00 10:00,1
04-10-00 09:00,3
04-10-00 08:00,1
04-10-00 07:00,1
04-10-00 06:00,1
04-10-00 05:00,2
04-10-00 04:00,7
04-10-00 03:00,24
04-10-00 02:00,8
04-10-00 01:00,
04-10-00 00:00,2
03-10-00 23:00,4
03-10-00 22:00,1
03-10-00 21:00,2
03-10-00 20:00,4
03-10-00 19:00,6
03-10-00 18:00,26
03-10-00 17:00,16
03-10-00 16:00,32
03-10-00 15:00,38
03-10-00 14:00,38
03-10-00 13:00,35
03-10-00 12:00,26
03-10-00 11:00,19
03-10-00 10:00,19
03-10-00 09:00,19
03-10-00 08:00,16
03-10-00 07:00,9
03-10-00 06:00,9
03-10-00 05:00,10
03-10-00 04:00,7
03-10-00 03:00,2
03-10-00 02:00,
03-10-00 01:00,1
03-10-00 00:00,3
02-10-00 23:00,5
02-10-00 22:00,4
02-10-00 21:00,2
02-10-00 20:00,2
02-10-00 19:00,6
02-10-00 18:00,25
02-10-00 17:00,43
02-10-00 16:00,37
02-10-00 15:00,39
02-10-00 14:00,37
02-10-00 13:00,25
02-10-00 12:00,26
02-10-00 11:00,27
02-10-00 10:00,21
02-10-00 09:00,10
02-10-00 08:00,4
02-10-00 07:00,3
02-10-00 06:00,5
02-10-00 05:00,12
02-10-00 04:00,20
02-10-00 03:00,24
02-10-00 02:00,
02-10-00 01:00,26
02-10-00 00:00,23
01-10-00 23:00,23
01-10-00 22:00,33
01-10-00 21:00,33
01-10-00 20:00,35
01-10-00 19:00,44
01-10-00 18:00,43
01-10-00 17:00,41
01-10-00 16:00,45
01-10-00 15:00,49
01-10-00 14:00,57
01-10-00 13:00,65
01-10-00 12:00,58
01-10-00 11:00,38
01-10-00 10:00,25
01-10-00 09:00,17
01-10-00 08:00,12
01-10-00 07:00,9
01-10-00 06:00,10
01-10-00 05:00,11
01-10-00 04:00,1
01-10-00 03:00,
01-10-00 02:00,11
01-10-00 01:00,13

