Datum Zeit,Klingenthal NO
,µg/m³
01-11-00 00:00,1
31-10-00 23:00,1
31-10-00 22:00,1
31-10-00 21:00,1
31-10-00 20:00,1
31-10-00 19:00,1
31-10-00 18:00,1
31-10-00 17:00,1
31-10-00 16:00,5
31-10-00 15:00,6
31-10-00 14:00,5
31-10-00 13:00,2
31-10-00 12:00,2
31-10-00 11:00,4
31-10-00 10:00,1
31-10-00 09:00,1
31-10-00 08:00,1
31-10-00 07:00,1
31-10-00 06:00,1
31-10-00 05:00,
31-10-00 04:00,1
31-10-00 03:00,1
31-10-00 02:00,1
31-10-00 01:00,1
31-10-00 00:00,1
30-10-00 23:00,1
30-10-00 22:00,1
30-10-00 21:00,1
30-10-00 20:00,2
30-10-00 19:00,3
30-10-00 18:00,8
30-10-00 17:00,3
30-10-00 16:00,6
30-10-00 15:00,3
30-10-00 14:00,4
30-10-00 13:00,2
30-10-00 12:00,3
30-10-00 11:00,3
30-10-00 10:00,3
30-10-00 09:00,3
30-10-00 08:00,3
30-10-00 07:00,6
30-10-00 06:00,6
30-10-00 05:00,
30-10-00 04:00,1
30-10-00 03:00,1
30-10-00 02:00,1
30-10-00 01:00,1
30-10-00 00:00,1
29-10-00 23:00,1
29-10-00 22:00,1
29-10-00 21:00,2
29-10-00 20:00,3
29-10-00 19:00,2
29-10-00 18:00,5
29-10-00 17:00,2
29-10-00 16:00,3
29-10-00 15:00,7
29-10-00 14:00,2
29-10-00 13:00,2
29-10-00 12:00,4
29-10-00 11:00,5
29-10-00 10:00,10
29-10-00 09:00,12
29-10-00 08:00,3
29-10-00 07:00,1
29-10-00 06:00,
29-10-00 05:00,1
29-10-00 04:00,1
29-10-00 03:00,1
29-10-00 02:00,2
29-10-00 01:00,3
29-10-00 00:00,5
28-10-00 23:00,5
28-10-00 22:00,4
28-10-00 21:00,3
28-10-00 20:00,3
28-10-00 19:00,7
28-10-00 18:00,4
28-10-00 17:00,1
28-10-00 16:00,2
28-10-00 15:00,3
28-10-00 14:00,4
28-10-00 13:00,4
28-10-00 12:00,3
28-10-00 11:00,4
28-10-00 10:00,3
28-10-00 09:00,4
28-10-00 08:00,5
28-10-00 07:00,1
28-10-00 06:00,
28-10-00 05:00,1
28-10-00 04:00,1
28-10-00 03:00,1
28-10-00 02:00,1
28-10-00 01:00,1
28-10-00 00:00,1
27-10-00 23:00,1
27-10-00 22:00,1
27-10-00 21:00,1
27-10-00 20:00,1
27-10-00 19:00,2
27-10-00 18:00,2
27-10-00 17:00,2
27-10-00 16:00,9
27-10-00 15:00,10
27-10-00 14:00,7
27-10-00 13:00,15
27-10-00 12:00,11
27-10-00 11:00,14
27-10-00 10:00,19
27-10-00 09:00,21
27-10-00 08:00,19
27-10-00 07:00,
27-10-00 06:00,24
27-10-00 05:00,17
27-10-00 04:00,4
27-10-00 03:00,1
27-10-00 02:00,1
27-10-00 01:00,1
27-10-00 00:00,1
26-10-00 23:00,1
26-10-00 22:00,2
26-10-00 21:00,2
26-10-00 20:00,2
26-10-00 19:00,3
26-10-00 18:00,6
26-10-00 17:00,6
26-10-00 16:00,11
26-10-00 15:00,6
26-10-00 14:00,7
26-10-00 13:00,7
26-10-00 12:00,8
26-10-00 11:00,15
26-10-00 10:00,11
26-10-00 09:00,6
26-10-00 08:00,7
26-10-00 07:00,
26-10-00 06:00,14
26-10-00 05:00,12
26-10-00 04:00,3
26-10-00 03:00,1
26-10-00 02:00,1
26-10-00 01:00,1
26-10-00 00:00,1
25-10-00 23:00,1
25-10-00 22:00,1
25-10-00 21:00,1
25-10-00 20:00,2
25-10-00 19:00,1
25-10-00 18:00,4
25-10-00 17:00,6
25-10-00 16:00,3
25-10-00 15:00,4
25-10-00 14:00,10
25-10-00 13:00,5
25-10-00 12:00,5
25-10-00 11:00,10
25-10-00 10:00,11
25-10-00 09:00,10
25-10-00 08:00,
25-10-00 07:00,6
25-10-00 06:00,52
25-10-00 05:00,22
25-10-00 04:00,2
25-10-00 03:00,2
25-10-00 02:00,1
25-10-00 01:00,2
25-10-00 00:00,1
24-10-00 23:00,1
24-10-00 22:00,2
24-10-00 21:00,1
24-10-00 20:00,9
24-10-00 19:00,9
24-10-00 18:00,5
24-10-00 17:00,8
24-10-00 16:00,5
24-10-00 15:00,11
24-10-00 14:00,7
24-10-00 13:00,11
24-10-00 12:00,5
24-10-00 11:00,10
24-10-00 10:00,14
24-10-00 09:00,20
24-10-00 08:00,
24-10-00 07:00,14
24-10-00 06:00,15
24-10-00 05:00,10
24-10-00 04:00,1
24-10-00 03:00,1
24-10-00 02:00,1
24-10-00 01:00,1
24-10-00 00:00,1
23-10-00 23:00,1
23-10-00 22:00,1
23-10-00 21:00,1
23-10-00 20:00,1
23-10-00 19:00,5
23-10-00 18:00,4
23-10-00 17:00,7
23-10-00 16:00,5
23-10-00 15:00,3
23-10-00 14:00,6
23-10-00 13:00,4
23-10-00 12:00,7
23-10-00 11:00,12
23-10-00 10:00,43
23-10-00 09:00,
23-10-00 08:00,50
23-10-00 07:00,47
23-10-00 06:00,46
23-10-00 05:00,16
23-10-00 04:00,7
23-10-00 03:00,7
23-10-00 02:00,1
23-10-00 01:00,2
23-10-00 00:00,1
22-10-00 23:00,3
22-10-00 22:00,8
22-10-00 21:00,3
22-10-00 20:00,3
22-10-00 19:00,4
22-10-00 18:00,11
22-10-00 17:00,20
22-10-00 16:00,8
22-10-00 15:00,9
22-10-00 14:00,15
22-10-00 13:00,12
22-10-00 12:00,5
22-10-00 11:00,7
22-10-00 10:00,8
22-10-00 09:00,
22-10-00 08:00,17
22-10-00 07:00,11
22-10-00 06:00,3
22-10-00 05:00,1
22-10-00 04:00,1
22-10-00 03:00,1
22-10-00 02:00,1
22-10-00 01:00,1
22-10-00 00:00,1
21-10-00 23:00,4
21-10-00 22:00,2
21-10-00 21:00,1
21-10-00 20:00,3
21-10-00 19:00,2
21-10-00 18:00,3
21-10-00 17:00,5
21-10-00 16:00,2
21-10-00 15:00,2
21-10-00 14:00,2
21-10-00 13:00,3
21-10-00 12:00,2
21-10-00 11:00,2
21-10-00 10:00,
21-10-00 09:00,2
21-10-00 08:00,3
21-10-00 07:00,1
21-10-00 06:00,1
21-10-00 05:00,1
21-10-00 04:00,1
21-10-00 03:00,1
21-10-00 02:00,1
21-10-00 01:00,1
21-10-00 00:00,1
20-10-00 23:00,1
20-10-00 22:00,1
20-10-00 21:00,1
20-10-00 20:00,1
20-10-00 19:00,2
20-10-00 18:00,2
20-10-00 17:00,4
20-10-00 16:00,5
20-10-00 15:00,4
20-10-00 14:00,5
20-10-00 13:00,5
20-10-00 12:00,7
20-10-00 11:00,4
20-10-00 10:00,
20-10-00 09:00,17
20-10-00 08:00,23
20-10-00 07:00,20
20-10-00 06:00,7
20-10-00 05:00,12
20-10-00 04:00,1
20-10-00 03:00,1
20-10-00 02:00,1
20-10-00 01:00,6
20-10-00 00:00,10
19-10-00 23:00,8
19-10-00 22:00,12
19-10-00 21:00,11
19-10-00 20:00,10
19-10-00 19:00,9
19-10-00 18:00,7
19-10-00 17:00,4
19-10-00 16:00,3
19-10-00 15:00,3
19-10-00 14:00,6
19-10-00 13:00,5
19-10-00 12:00,5
19-10-00 11:00,
19-10-00 10:00,5
19-10-00 09:00,5
19-10-00 08:00,6
19-10-00 07:00,5
19-10-00 06:00,6
19-10-00 05:00,13
19-10-00 04:00,2
19-10-00 03:00,2
19-10-00 02:00,1
19-10-00 01:00,2
19-10-00 00:00,3
18-10-00 23:00,10
18-10-00 22:00,6
18-10-00 21:00,13
18-10-00 20:00,16
18-10-00 19:00,13
18-10-00 18:00,8
18-10-00 17:00,3
18-10-00 16:00,6
18-10-00 15:00,4
18-10-00 14:00,8
18-10-00 13:00,9
18-10-00 12:00,14
18-10-00 11:00,
18-10-00 10:00,19
18-10-00 09:00,25
18-10-00 08:00,27
18-10-00 07:00,23
18-10-00 06:00,30
18-10-00 05:00,34
18-10-00 04:00,9
18-10-00 03:00,3
18-10-00 02:00,2
18-10-00 01:00,2
18-10-00 00:00,2
17-10-00 23:00,3
17-10-00 22:00,7
17-10-00 21:00,7
17-10-00 20:00,3
17-10-00 19:00,4
17-10-00 18:00,5
17-10-00 17:00,4
17-10-00 16:00,23
17-10-00 15:00,16
17-10-00 14:00,16
17-10-00 13:00,15
17-10-00 12:00,
17-10-00 11:00,14
17-10-00 10:00,21
17-10-00 09:00,73
17-10-00 08:00,126
17-10-00 07:00,129
17-10-00 06:00,90
17-10-00 05:00,51
17-10-00 04:00,5
17-10-00 03:00,4
17-10-00 02:00,4
17-10-00 01:00,6
17-10-00 00:00,12
16-10-00 23:00,10
16-10-00 22:00,12
16-10-00 21:00,18
16-10-00 20:00,23
16-10-00 19:00,17
16-10-00 18:00,24
16-10-00 17:00,9
16-10-00 16:00,15
16-10-00 15:00,3
16-10-00 14:00,10
16-10-00 13:00,9
16-10-00 12:00,
16-10-00 11:00,4
16-10-00 10:00,4
16-10-00 09:00,5
16-10-00 08:00,5
16-10-00 07:00,4
16-10-00 06:00,5
16-10-00 05:00,1
16-10-00 04:00,1
16-10-00 03:00,1
16-10-00 02:00,1
16-10-00 01:00,1
16-10-00 00:00,1
15-10-00 23:00,1
15-10-00 22:00,1
15-10-00 21:00,1
15-10-00 20:00,1
15-10-00 19:00,1
15-10-00 18:00,1
15-10-00 17:00,1
15-10-00 16:00,3
15-10-00 15:00,2
15-10-00 14:00,3
15-10-00 13:00,
15-10-00 12:00,2
15-10-00 11:00,4
15-10-00 10:00,5
15-10-00 09:00,15
15-10-00 08:00,25
15-10-00 07:00,22
15-10-00 06:00,21
15-10-00 05:00,15
15-10-00 04:00,22
15-10-00 03:00,17
15-10-00 02:00,14
15-10-00 01:00,14
15-10-00 00:00,20
14-10-00 23:00,18
14-10-00 22:00,17
14-10-00 21:00,15
14-10-00 20:00,25
14-10-00 19:00,20
14-10-00 18:00,10
14-10-00 17:00,6
14-10-00 16:00,6
14-10-00 15:00,6
14-10-00 14:00,9
14-10-00 13:00,
14-10-00 12:00,6
14-10-00 11:00,14
14-10-00 10:00,13
14-10-00 09:00,38
14-10-00 08:00,43
14-10-00 07:00,34
14-10-00 06:00,30
14-10-00 05:00,8
14-10-00 04:00,7
14-10-00 03:00,7
14-10-00 02:00,8
14-10-00 01:00,9
14-10-00 00:00,13
13-10-00 23:00,17
13-10-00 22:00,21
13-10-00 21:00,25
13-10-00 20:00,23
13-10-00 19:00,12
13-10-00 18:00,21
13-10-00 17:00,23
13-10-00 16:00,24
13-10-00 15:00,18
13-10-00 14:00,
13-10-00 13:00,14
13-10-00 12:00,21
13-10-00 11:00,15
13-10-00 10:00,28
13-10-00 09:00,58
13-10-00 08:00,126
13-10-00 07:00,89
13-10-00 06:00,90
13-10-00 05:00,68
13-10-00 04:00,14
13-10-00 03:00,5
13-10-00 02:00,7
13-10-00 01:00,7
13-10-00 00:00,8
12-10-00 23:00,13
12-10-00 22:00,12
12-10-00 21:00,6
12-10-00 20:00,17
12-10-00 19:00,17
12-10-00 18:00,13
12-10-00 17:00,15
12-10-00 16:00,15
12-10-00 15:00,13
12-10-00 14:00,
12-10-00 13:00,8
12-10-00 12:00,9
12-10-00 11:00,7
12-10-00 10:00,8
12-10-00 09:00,8
12-10-00 08:00,10
12-10-00 07:00,8
12-10-00 06:00,12
12-10-00 05:00,12
12-10-00 04:00,1
12-10-00 03:00,1
12-10-00 02:00,1
12-10-00 01:00,1
12-10-00 00:00,1
11-10-00 23:00,1
11-10-00 22:00,1
11-10-00 21:00,1
11-10-00 20:00,2
11-10-00 19:00,2
11-10-00 18:00,
11-10-00 17:00,4
11-10-00 16:00,3
11-10-00 15:00,6
11-10-00 14:00,6
11-10-00 13:00,3
11-10-00 12:00,4
11-10-00 11:00,7
11-10-00 10:00,7
11-10-00 09:00,3
11-10-00 08:00,2
11-10-00 07:00,3
11-10-00 06:00,11
11-10-00 05:00,21
11-10-00 04:00,2
11-10-00 03:00,1
11-10-00 02:00,1
11-10-00 01:00,1
11-10-00 00:00,1
10-10-00 23:00,1
10-10-00 22:00,1
10-10-00 21:00,1
10-10-00 20:00,2
10-10-00 19:00,
10-10-00 18:00,4
10-10-00 17:00,7
10-10-00 16:00,4
10-10-00 15:00,6
10-10-00 14:00,7
10-10-00 13:00,5
10-10-00 12:00,5
10-10-00 11:00,8
10-10-00 10:00,7
10-10-00 09:00,5
10-10-00 08:00,7
10-10-00 07:00,2
10-10-00 06:00,2
10-10-00 05:00,2
10-10-00 04:00,1
10-10-00 03:00,1
10-10-00 02:00,1
10-10-00 01:00,1
10-10-00 00:00,1
09-10-00 23:00,1
09-10-00 22:00,3
09-10-00 21:00,7
09-10-00 20:00,4
09-10-00 19:00,
09-10-00 18:00,6
09-10-00 17:00,10
09-10-00 16:00,10
09-10-00 15:00,4
09-10-00 14:00,6
09-10-00 13:00,3
09-10-00 12:00,3
09-10-00 11:00,4
09-10-00 10:00,8
09-10-00 09:00,7
09-10-00 08:00,5
09-10-00 07:00,5
09-10-00 06:00,11
09-10-00 05:00,13
09-10-00 04:00,1
09-10-00 03:00,1
09-10-00 02:00,1
09-10-00 01:00,1
09-10-00 00:00,1
08-10-00 23:00,1
08-10-00 22:00,1
08-10-00 21:00,6
08-10-00 20:00,
08-10-00 19:00,2
08-10-00 18:00,3
08-10-00 17:00,2
08-10-00 16:00,3
08-10-00 15:00,6
08-10-00 14:00,3
08-10-00 13:00,5
08-10-00 12:00,2
08-10-00 11:00,4
08-10-00 10:00,3
08-10-00 09:00,3
08-10-00 08:00,1
08-10-00 07:00,1
08-10-00 06:00,1
08-10-00 05:00,1
08-10-00 04:00,1
08-10-00 03:00,1
08-10-00 02:00,1
08-10-00 01:00,1
08-10-00 00:00,1
07-10-00 23:00,1
07-10-00 22:00,4
07-10-00 21:00,7
07-10-00 20:00,
07-10-00 19:00,4
07-10-00 18:00,6
07-10-00 17:00,6
07-10-00 16:00,5
07-10-00 15:00,7
07-10-00 14:00,16
07-10-00 13:00,15
07-10-00 12:00,13
07-10-00 11:00,24
07-10-00 10:00,27
07-10-00 09:00,25
07-10-00 08:00,16
07-10-00 07:00,15
07-10-00 06:00,5
07-10-00 05:00,3
07-10-00 04:00,1
07-10-00 03:00,1
07-10-00 02:00,1
07-10-00 01:00,1
07-10-00 00:00,1
06-10-00 23:00,1
06-10-00 22:00,2
06-10-00 21:00,
06-10-00 20:00,2
06-10-00 19:00,4
06-10-00 18:00,23
06-10-00 17:00,29
06-10-00 16:00,26
06-10-00 15:00,31
06-10-00 14:00,26
06-10-00 13:00,25
06-10-00 12:00,32
06-10-00 11:00,30
06-10-00 10:00,29
06-10-00 09:00,18
06-10-00 08:00,6
06-10-00 07:00,7
06-10-00 06:00,5
06-10-00 05:00,10
06-10-00 04:00,1
06-10-00 03:00,1
06-10-00 02:00,1
06-10-00 01:00,1
06-10-00 00:00,1
05-10-00 23:00,1
05-10-00 22:00,2
05-10-00 21:00,
05-10-00 20:00,3
05-10-00 19:00,2
05-10-00 18:00,11
05-10-00 17:00,13
05-10-00 16:00,3
05-10-00 15:00,5
05-10-00 14:00,5
05-10-00 13:00,5
05-10-00 12:00,6
05-10-00 11:00,2
05-10-00 10:00,11
05-10-00 09:00,15
05-10-00 08:00,16
05-10-00 07:00,20
05-10-00 06:00,29
05-10-00 05:00,24
05-10-00 04:00,2
05-10-00 03:00,1
05-10-00 02:00,1
05-10-00 01:00,2
05-10-00 00:00,4
04-10-00 23:00,4
04-10-00 22:00,
04-10-00 21:00,2
04-10-00 20:00,4
04-10-00 19:00,2
04-10-00 18:00,1
04-10-00 17:00,2
04-10-00 16:00,6
04-10-00 15:00,8
04-10-00 14:00,4
04-10-00 13:00,7
04-10-00 12:00,5
04-10-00 11:00,9
04-10-00 10:00,6
04-10-00 09:00,7
04-10-00 08:00,14
04-10-00 07:00,10
04-10-00 06:00,15
04-10-00 05:00,20
04-10-00 04:00,1
04-10-00 03:00,5
04-10-00 02:00,1
04-10-00 01:00,1
04-10-00 00:00,1
03-10-00 23:00,2
03-10-00 22:00,
03-10-00 21:00,1
03-10-00 20:00,3
03-10-00 19:00,2
03-10-00 18:00,3
03-10-00 17:00,4
03-10-00 16:00,6
03-10-00 15:00,9
03-10-00 14:00,12
03-10-00 13:00,5
03-10-00 12:00,3
03-10-00 11:00,3
03-10-00 10:00,13
03-10-00 09:00,11
03-10-00 08:00,6
03-10-00 07:00,5
03-10-00 06:00,6
03-10-00 05:00,3
03-10-00 04:00,6
03-10-00 03:00,4
03-10-00 02:00,4
03-10-00 01:00,8
03-10-00 00:00,4
02-10-00 23:00,
02-10-00 22:00,5
02-10-00 21:00,4
02-10-00 20:00,4
02-10-00 19:00,2
02-10-00 18:00,1
02-10-00 17:00,3
02-10-00 16:00,4
02-10-00 15:00,9
02-10-00 14:00,10
02-10-00 13:00,8
02-10-00 12:00,9
02-10-00 11:00,7
02-10-00 10:00,14
02-10-00 09:00,14
02-10-00 08:00,13
02-10-00 07:00,17
02-10-00 06:00,10
02-10-00 05:00,8
02-10-00 04:00,1
02-10-00 03:00,4
02-10-00 02:00,1
02-10-00 01:00,1
02-10-00 00:00,1
01-10-00 23:00,
01-10-00 22:00,2
01-10-00 21:00,5
01-10-00 20:00,5
01-10-00 19:00,3
01-10-00 18:00,2
01-10-00 17:00,2
01-10-00 16:00,4
01-10-00 15:00,4
01-10-00 14:00,3
01-10-00 13:00,3
01-10-00 12:00,2
01-10-00 11:00,4
01-10-00 10:00,4
01-10-00 09:00,21
01-10-00 08:00,13
01-10-00 07:00,13
01-10-00 06:00,9
01-10-00 05:00,3
01-10-00 04:00,5
01-10-00 03:00,2
01-10-00 02:00,2
01-10-00 01:00,2

