Datum Zeit,Goerlitz O3
,µg/m³
01-11-00 00:00,51
31-10-00 23:00,
31-10-00 22:00,47
31-10-00 21:00,47
31-10-00 20:00,36
31-10-00 19:00,48
31-10-00 18:00,46
31-10-00 17:00,52
31-10-00 16:00,41
31-10-00 15:00,26
31-10-00 14:00,21
31-10-00 13:00,30
31-10-00 12:00,25
31-10-00 11:00,14
31-10-00 10:00,20
31-10-00 09:00,22
31-10-00 08:00,19
31-10-00 07:00,23
31-10-00 06:00,16
31-10-00 05:00,20
31-10-00 04:00,28
31-10-00 03:00,36
31-10-00 02:00,37
31-10-00 01:00,45
31-10-00 00:00,34
30-10-00 23:00,
30-10-00 22:00,54
30-10-00 21:00,54
30-10-00 20:00,48
30-10-00 19:00,44
30-10-00 18:00,42
30-10-00 17:00,44
30-10-00 16:00,34
30-10-00 15:00,27
30-10-00 14:00,25
30-10-00 13:00,26
30-10-00 12:00,33
30-10-00 11:00,33
30-10-00 10:00,33
30-10-00 09:00,32
30-10-00 08:00,35
30-10-00 07:00,40
30-10-00 06:00,44
30-10-00 05:00,47
30-10-00 04:00,50
30-10-00 03:00,54
30-10-00 02:00,55
30-10-00 01:00,51
30-10-00 00:00,
29-10-00 23:00,42
29-10-00 22:00,47
29-10-00 21:00,39
29-10-00 20:00,36
29-10-00 19:00,30
29-10-00 18:00,22
29-10-00 17:00,26
29-10-00 16:00,31
29-10-00 15:00,34
29-10-00 14:00,37
29-10-00 13:00,37
29-10-00 12:00,35
29-10-00 11:00,37
29-10-00 10:00,40
29-10-00 09:00,42
29-10-00 08:00,37
29-10-00 07:00,40
29-10-00 06:00,42
29-10-00 05:00,39
29-10-00 04:00,30
29-10-00 03:00,20
29-10-00 02:00,24
29-10-00 01:00,27
29-10-00 00:00,
28-10-00 23:00,23
28-10-00 22:00,35
28-10-00 21:00,28
28-10-00 20:00,28
28-10-00 19:00,24
28-10-00 18:00,20
28-10-00 17:00,28
28-10-00 16:00,27
28-10-00 15:00,27
28-10-00 14:00,26
28-10-00 13:00,21
28-10-00 12:00,15
28-10-00 11:00,13
28-10-00 10:00,17
28-10-00 09:00,18
28-10-00 08:00,19
28-10-00 07:00,19
28-10-00 06:00,23
28-10-00 05:00,25
28-10-00 04:00,25
28-10-00 03:00,25
28-10-00 02:00,29
28-10-00 01:00,
28-10-00 00:00,24
27-10-00 23:00,25
27-10-00 22:00,30
27-10-00 21:00,33
27-10-00 20:00,28
27-10-00 19:00,20
27-10-00 18:00,13
27-10-00 17:00,11
27-10-00 16:00,26
27-10-00 15:00,32
27-10-00 14:00,31
27-10-00 13:00,31
27-10-00 12:00,30
27-10-00 11:00,24
27-10-00 10:00,28
27-10-00 09:00,27
27-10-00 08:00,27
27-10-00 07:00,14
27-10-00 06:00,18
27-10-00 05:00,27
27-10-00 04:00,34
27-10-00 03:00,39
27-10-00 02:00,44
27-10-00 01:00,
27-10-00 00:00,49
26-10-00 23:00,39
26-10-00 22:00,35
26-10-00 21:00,37
26-10-00 20:00,32
26-10-00 19:00,24
26-10-00 18:00,25
26-10-00 17:00,23
26-10-00 16:00,34
26-10-00 15:00,37
26-10-00 14:00,33
26-10-00 13:00,29
26-10-00 12:00,28
26-10-00 11:00,15
26-10-00 10:00,9
26-10-00 09:00,16
26-10-00 08:00,12
26-10-00 07:00,17
26-10-00 06:00,31
26-10-00 05:00,42
26-10-00 04:00,50
26-10-00 03:00,50
26-10-00 02:00,
26-10-00 01:00,52
26-10-00 00:00,53
25-10-00 23:00,50
25-10-00 22:00,33
25-10-00 21:00,33
25-10-00 20:00,29
25-10-00 19:00,30
25-10-00 18:00,24
25-10-00 17:00,29
25-10-00 16:00,29
25-10-00 15:00,31
25-10-00 14:00,29
