Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-10-00,6
30-10-00,14
29-10-00,14
28-10-00,10
27-10-00,10
26-10-00,7
25-10-00,9
24-10-00,11
23-10-00,41
22-10-00,27
21-10-00,26
20-10-00,28
19-10-00,21
18-10-00,12
17-10-00,18
16-10-00,39
15-10-00,32
14-10-00,33
13-10-00,20
12-10-00,11
11-10-00,10
10-10-00,10
09-10-00,11
08-10-00,4
07-10-00,4
06-10-00,7
05-10-00,34
04-10-00,27
03-10-00,10
02-10-00,8
01-10-00,26

