Datum Zeit,Bautzen BEN
,µg/m³
01-11-00 00:00,0.5
31-10-00 23:00,0.5
31-10-00 22:00,0.6
31-10-00 21:00,0.7
31-10-00 20:00,0.9
31-10-00 19:00,1.7
31-10-00 18:00,0.8
31-10-00 17:00,0.7
31-10-00 16:00,1.0
31-10-00 15:00,1.3
31-10-00 14:00,1.3
31-10-00 13:00,2.2
31-10-00 12:00,1.9
31-10-00 11:00,2.0
31-10-00 10:00,1.5
31-10-00 09:00,1.3
31-10-00 08:00,1.4
31-10-00 07:00,1.5
31-10-00 06:00,1.5
31-10-00 05:00,1.5
31-10-00 04:00,1.5
31-10-00 03:00,1.5
31-10-00 02:00,1.6
31-10-00 01:00,1.5
31-10-00 00:00,1.6
30-10-00 23:00,1.6
30-10-00 22:00,1.5
30-10-00 21:00,1.6
30-10-00 20:00,1.6
30-10-00 19:00,1.6
30-10-00 18:00,1.2
30-10-00 17:00,0.9
30-10-00 16:00,0.8
30-10-00 15:00,0.7
30-10-00 14:00,0.7
30-10-00 13:00,0.7
30-10-00 12:00,0.7
30-10-00 11:00,0.8
30-10-00 10:00,0.9
30-10-00 09:00,0.9
30-10-00 08:00,0.6
30-10-00 07:00,0.5
30-10-00 06:00,0.5
30-10-00 05:00,0.5
30-10-00 04:00,0.5
30-10-00 03:00,0.5
30-10-00 02:00,0.5
30-10-00 01:00,0.4
30-10-00 00:00,0.8
29-10-00 23:00,1.1
29-10-00 22:00,1.2
29-10-00 21:00,1.2
29-10-00 20:00,1.9
29-10-00 19:00,1.8
29-10-00 18:00,1.5
29-10-00 17:00,1.6
29-10-00 16:00,1.6
29-10-00 15:00,1.5
29-10-00 14:00,1.4
29-10-00 13:00,1.5
29-10-00 12:00,1.5
29-10-00 11:00,1.6
29-10-00 10:00,1.4
29-10-00 09:00,1.1
29-10-00 08:00,1.1
29-10-00 07:00,1.1
29-10-00 06:00,0.9
29-10-00 05:00,0.9
29-10-00 04:00,0.9
29-10-00 03:00,0.9
29-10-00 02:00,0.9
29-10-00 01:00,0.8
29-10-00 00:00,0.8
28-10-00 23:00,0.9
28-10-00 22:00,1.0
28-10-00 21:00,0.9
28-10-00 20:00,1.0
28-10-00 19:00,1.0
28-10-00 18:00,1.0
28-10-00 17:00,1.1
28-10-00 16:00,1.2
28-10-00 15:00,1.2
28-10-00 14:00,1.1
28-10-00 13:00,1.3
28-10-00 12:00,1.4
28-10-00 11:00,1.3
28-10-00 10:00,
28-10-00 09:00,
28-10-00 08:00,
28-10-00 07:00,
28-10-00 06:00,
28-10-00 05:00,0.9
28-10-00 04:00,1.0
28-10-00 03:00,1.3
28-10-00 02:00,1.5
28-10-00 01:00,1.2
28-10-00 00:00,0.7
27-10-00 23:00,0.8
27-10-00 22:00,1.0
27-10-00 21:00,0.9
27-10-00 20:00,1.0
27-10-00 19:00,1.7
27-10-00 18:00,2.3
27-10-00 17:00,1.7
27-10-00 16:00,1.4
27-10-00 15:00,1.5
27-10-00 14:00,1.2
27-10-00 13:00,1.4
27-10-00 12:00,1.2
27-10-00 11:00,1.4
27-10-00 10:00,1.9
27-10-00 09:00,1.5
27-10-00 08:00,1.2
27-10-00 07:00,1.3
27-10-00 06:00,1.0
27-10-00 05:00,0.7
27-10-00 04:00,0.5
27-10-00 03:00,0.5
27-10-00 02:00,0.5
27-10-00 01:00,0.4
27-10-00 00:00,0.4
26-10-00 23:00,0.7
26-10-00 22:00,1.0
26-10-00 21:00,1.0
26-10-00 20:00,1.3
26-10-00 19:00,2.4
26-10-00 18:00,2.1
26-10-00 17:00,2.0
26-10-00 16:00,2.3
26-10-00 15:00,1.3
26-10-00 14:00,1.2
26-10-00 13:00,1.2
26-10-00 12:00,1.2
26-10-00 11:00,1.7
26-10-00 10:00,2.1
26-10-00 09:00,1.4
26-10-00 08:00,1.3
26-10-00 07:00,1.4
26-10-00 06:00,0.8
26-10-00 05:00,0.6
26-10-00 04:00,0.4
26-10-00 03:00,0.4
26-10-00 02:00,0.5
26-10-00 01:00,0.5
26-10-00 00:00,0.4
25-10-00 23:00,0.5
25-10-00 22:00,0.7
25-10-00 21:00,0.7
25-10-00 20:00,0.9
25-10-00 19:00,1.4
25-10-00 18:00,1.2
25-10-00 17:00,1.3
25-10-00 16:00,1.9
25-10-00 15:00,1.5
25-10-00 14:00,1.3
25-10-00 13:00,1.2
25-10-00 12:00,1.2
25-10-00 11:00,1.3
25-10-00 10:00,1.5
25-10-00 09:00,1.9
25-10-00 08:00,2.1
25-10-00 07:00,1.5
25-10-00 06:00,1.6
25-10-00 05:00,1.8
25-10-00 04:00,1.1
25-10-00 03:00,0.4
25-10-00 02:00,0.4
25-10-00 01:00,0.5
25-10-00 00:00,0.6
24-10-00 23:00,0.7
24-10-00 22:00,0.8
24-10-00 21:00,0.8
24-10-00 20:00,0.9
24-10-00 19:00,1.3
24-10-00 18:00,1.3
24-10-00 17:00,1.5
24-10-00 16:00,1.6
24-10-00 15:00,
24-10-00 14:00,
24-10-00 13:00,
24-10-00 12:00,
24-10-00 11:00,
24-10-00 10:00,2.1
24-10-00 09:00,2.2
24-10-00 08:00,2.1
24-10-00 07:00,2.0
24-10-00 06:00,1.9
24-10-00 05:00,1.9
24-10-00 04:00,2.0
24-10-00 03:00,2.0
24-10-00 02:00,2.0
24-10-00 01:00,2.0
24-10-00 00:00,2.0
23-10-00 23:00,2.0
23-10-00 22:00,2.4
23-10-00 21:00,2.4
23-10-00 20:00,2.4
23-10-00 19:00,2.5
23-10-00 18:00,2.3
23-10-00 17:00,2.2
23-10-00 16:00,1.9
23-10-00 15:00,1.7
23-10-00 14:00,1.8
23-10-00 13:00,1.7
23-10-00 12:00,1.5
23-10-00 11:00,1.8
23-10-00 10:00,1.9
23-10-00 09:00,1.8
23-10-00 08:00,1.8
23-10-00 07:00,1.9
23-10-00 06:00,1.5
23-10-00 05:00,1.4
23-10-00 04:00,1.5
23-10-00 03:00,1.6
23-10-00 02:00,1.6
23-10-00 01:00,1.6
23-10-00 00:00,1.5
22-10-00 23:00,1.6
22-10-00 22:00,1.7
22-10-00 21:00,1.8
22-10-00 20:00,1.9
22-10-00 19:00,1.9
22-10-00 18:00,1.7
22-10-00 17:00,1.5
22-10-00 16:00,1.4
22-10-00 15:00,1.4
22-10-00 14:00,1.4
22-10-00 13:00,1.4
22-10-00 12:00,1.4
22-10-00 11:00,1.4
22-10-00 10:00,1.3
22-10-00 09:00,1.3
22-10-00 08:00,1.1
22-10-00 07:00,1.1
22-10-00 06:00,1.0
22-10-00 05:00,1.0
22-10-00 04:00,1.1
22-10-00 03:00,1.0
22-10-00 02:00,1.1
22-10-00 01:00,1.1
22-10-00 00:00,1.1
21-10-00 23:00,1.0
21-10-00 22:00,1.0
21-10-00 21:00,1.0
21-10-00 20:00,1.2
21-10-00 19:00,1.4
21-10-00 18:00,1.4
21-10-00 17:00,1.3
21-10-00 16:00,1.2
21-10-00 15:00,1.5
21-10-00 14:00,1.6
21-10-00 13:00,2.0
21-10-00 12:00,1.7
21-10-00 11:00,1.3
21-10-00 10:00,1.3
21-10-00 09:00,1.4
21-10-00 08:00,1.3
21-10-00 07:00,1.3
21-10-00 06:00,1.3
21-10-00 05:00,1.3
21-10-00 04:00,1.3
21-10-00 03:00,1.2
21-10-00 02:00,1.3
21-10-00 01:00,1.4
21-10-00 00:00,1.4
20-10-00 23:00,1.5
20-10-00 22:00,1.6
20-10-00 21:00,1.7
20-10-00 20:00,
20-10-00 19:00,
20-10-00 18:00,
20-10-00 17:00,
20-10-00 16:00,
20-10-00 15:00,1.5
20-10-00 14:00,1.6
20-10-00 13:00,1.5
20-10-00 12:00,1.4
20-10-00 11:00,1.5
20-10-00 10:00,2.5
20-10-00 09:00,4.8
20-10-00 08:00,3.9
20-10-00 07:00,3.8
20-10-00 06:00,2.5
20-10-00 05:00,3.2
20-10-00 04:00,2.6
20-10-00 03:00,2.9
20-10-00 02:00,3.0
20-10-00 01:00,2.8
20-10-00 00:00,2.9
19-10-00 23:00,3.1
19-10-00 22:00,3.3
19-10-00 21:00,3.4
19-10-00 20:00,4.2
19-10-00 19:00,4.6
19-10-00 18:00,2.6
19-10-00 17:00,2.8
19-10-00 16:00,1.5
19-10-00 15:00,1.2
19-10-00 14:00,1.3
19-10-00 13:00,1.2
19-10-00 12:00,1.2
19-10-00 11:00,1.5
19-10-00 10:00,2.2
19-10-00 09:00,1.8
19-10-00 08:00,3.0
19-10-00 07:00,3.3
19-10-00 06:00,2.5
19-10-00 05:00,1.8
19-10-00 04:00,1.2
19-10-00 03:00,1.2
19-10-00 02:00,1.2
19-10-00 01:00,1.1
19-10-00 00:00,1.1
18-10-00 23:00,1.0
18-10-00 22:00,1.1
18-10-00 21:00,3.5
18-10-00 20:00,2.3
18-10-00 19:00,1.6
18-10-00 18:00,2.1
18-10-00 17:00,1.9
18-10-00 16:00,3.6
18-10-00 15:00,1.8
18-10-00 14:00,2.5
18-10-00 13:00,2.5
18-10-00 12:00,2.6
18-10-00 11:00,3.0
18-10-00 10:00,5.1
18-10-00 09:00,2.2
18-10-00 08:00,2.5
18-10-00 07:00,2.1
18-10-00 06:00,2.6
18-10-00 05:00,2.2
18-10-00 04:00,1.2
18-10-00 03:00,1.3
18-10-00 02:00,1.5
18-10-00 01:00,1.3
18-10-00 00:00,1.7
17-10-00 23:00,2.4
17-10-00 22:00,2.5
17-10-00 21:00,3.8
17-10-00 20:00,3.6
17-10-00 19:00,4.3
17-10-00 18:00,9.2
17-10-00 17:00,2.3
17-10-00 16:00,2.0
17-10-00 15:00,1.3
17-10-00 14:00,1.2
17-10-00 13:00,1.2
17-10-00 12:00,1.2
17-10-00 11:00,1.2
17-10-00 10:00,1.9
17-10-00 09:00,2.5
17-10-00 08:00,5.5
17-10-00 07:00,5.0
17-10-00 06:00,5.3
17-10-00 05:00,1.8
17-10-00 04:00,1.3
17-10-00 03:00,1.2
17-10-00 02:00,1.1
17-10-00 01:00,
17-10-00 00:00,
16-10-00 23:00,
16-10-00 22:00,
16-10-00 21:00,
16-10-00 20:00,2.6
16-10-00 19:00,2.2
16-10-00 18:00,2.0
16-10-00 17:00,1.5
16-10-00 16:00,1.4
16-10-00 15:00,1.3
16-10-00 14:00,1.4
16-10-00 13:00,1.3
16-10-00 12:00,1.2
16-10-00 11:00,1.1
16-10-00 10:00,1.3
16-10-00 09:00,1.3
16-10-00 08:00,1.2
16-10-00 07:00,1.2
16-10-00 06:00,1.1
16-10-00 05:00,1.0
16-10-00 04:00,1.0
16-10-00 03:00,1.0
16-10-00 02:00,0.9
16-10-00 01:00,0.9
16-10-00 00:00,0.7
15-10-00 23:00,0.7
15-10-00 22:00,0.7
15-10-00 21:00,0.8
15-10-00 20:00,2.7
15-10-00 19:00,4.3
15-10-00 18:00,5.4
15-10-00 17:00,3.0
15-10-00 16:00,2.5
15-10-00 15:00,2.5
15-10-00 14:00,1.4
15-10-00 13:00,1.4
15-10-00 12:00,2.2
15-10-00 11:00,2.5
15-10-00 10:00,2.4
15-10-00 09:00,2.4
15-10-00 08:00,2.4
15-10-00 07:00,2.3
15-10-00 06:00,2.2
15-10-00 05:00,2.2
15-10-00 04:00,2.1
15-10-00 03:00,2.0
15-10-00 02:00,2.0
15-10-00 01:00,1.8
15-10-00 00:00,1.8
14-10-00 23:00,2.0
14-10-00 22:00,2.0
14-10-00 21:00,1.8
14-10-00 20:00,1.9
14-10-00 19:00,2.0
14-10-00 18:00,2.1
14-10-00 17:00,2.0
14-10-00 16:00,2.4
14-10-00 15:00,2.2
14-10-00 14:00,2.1
14-10-00 13:00,2.4
14-10-00 12:00,2.5
14-10-00 11:00,2.4
14-10-00 10:00,3.0
14-10-00 09:00,2.7
14-10-00 08:00,3.5
14-10-00 07:00,2.6
14-10-00 06:00,2.1
14-10-00 05:00,2.8
14-10-00 04:00,2.2
14-10-00 03:00,2.6
14-10-00 02:00,3.3
14-10-00 01:00,5.1
14-10-00 00:00,4.8
13-10-00 23:00,7.7
13-10-00 22:00,9.4
13-10-00 21:00,10.2
13-10-00 20:00,7.0
13-10-00 19:00,4.6
13-10-00 18:00,3.4
13-10-00 17:00,2.7
13-10-00 16:00,2.9
13-10-00 15:00,1.2
13-10-00 14:00,1.1
13-10-00 13:00,1.3
13-10-00 12:00,0.9
13-10-00 11:00,0.8
13-10-00 10:00,2.9
13-10-00 09:00,3.1
13-10-00 08:00,7.3
13-10-00 07:00,6.4
13-10-00 06:00,
13-10-00 05:00,
13-10-00 04:00,
13-10-00 03:00,
13-10-00 02:00,
13-10-00 01:00,2.5
13-10-00 00:00,3.2
12-10-00 23:00,4.4
12-10-00 22:00,4.4
12-10-00 21:00,4.2
12-10-00 20:00,4.2
12-10-00 19:00,2.0
12-10-00 18:00,1.2
12-10-00 17:00,1.7
12-10-00 16:00,1.4
12-10-00 15:00,2.0
12-10-00 14:00,1.7
12-10-00 13:00,1.3
12-10-00 12:00,1.0
12-10-00 11:00,1.3
12-10-00 10:00,1.6
12-10-00 09:00,2.7
12-10-00 08:00,4.5
12-10-00 07:00,5.4
12-10-00 06:00,4.7
12-10-00 05:00,1.9
12-10-00 04:00,1.7
12-10-00 03:00,1.7
12-10-00 02:00,1.8
12-10-00 01:00,1.7
12-10-00 00:00,2.2
11-10-00 23:00,3.3
11-10-00 22:00,3.1
11-10-00 21:00,1.7
11-10-00 20:00,1.5
11-10-00 19:00,1.7
11-10-00 18:00,1.4
11-10-00 17:00,1.7
11-10-00 16:00,1.6
11-10-00 15:00,1.4
11-10-00 14:00,1.0
11-10-00 13:00,1.1
11-10-00 12:00,1.1
11-10-00 11:00,1.1
11-10-00 10:00,1.1
11-10-00 09:00,1.1
11-10-00 08:00,1.3
11-10-00 07:00,3.0
11-10-00 06:00,1.4
11-10-00 05:00,0.5
11-10-00 04:00,0.5
11-10-00 03:00,0.6
11-10-00 02:00,0.6
11-10-00 01:00,0.6
11-10-00 00:00,0.8
10-10-00 23:00,1.0
10-10-00 22:00,1.0
10-10-00 21:00,1.0
10-10-00 20:00,1.1
10-10-00 19:00,1.6
10-10-00 18:00,1.3
10-10-00 17:00,1.3
10-10-00 16:00,1.2
10-10-00 15:00,1.1
10-10-00 14:00,0.9
10-10-00 13:00,0.8
10-10-00 12:00,0.7
10-10-00 11:00,0.6
10-10-00 10:00,0.7
10-10-00 09:00,1.1
10-10-00 08:00,1.4
10-10-00 07:00,1.2
10-10-00 06:00,2.2
10-10-00 05:00,1.1
10-10-00 04:00,0.8
10-10-00 03:00,0.9
10-10-00 02:00,0.9
10-10-00 01:00,0.9
10-10-00 00:00,0.9
09-10-00 23:00,0.9
09-10-00 22:00,0.9
09-10-00 21:00,1.0
09-10-00 20:00,1.0
09-10-00 19:00,1.1
09-10-00 18:00,1.6
09-10-00 17:00,0.9
09-10-00 16:00,1.0
09-10-00 15:00,1.1
09-10-00 14:00,1.3
09-10-00 13:00,1.3
09-10-00 12:00,1.2
09-10-00 11:00,
09-10-00 10:00,
09-10-00 09:00,
09-10-00 08:00,
09-10-00 07:00,
09-10-00 06:00,2.7
09-10-00 05:00,1.6
09-10-00 04:00,1.2
09-10-00 03:00,1.0
09-10-00 02:00,1.1
09-10-00 01:00,1.1
09-10-00 00:00,1.2
08-10-00 23:00,1.2
08-10-00 22:00,1.2
08-10-00 21:00,1.5
08-10-00 20:00,1.2
08-10-00 19:00,1.4
08-10-00 18:00,1.0
08-10-00 17:00,1.1
08-10-00 16:00,0.8
08-10-00 15:00,1.0
08-10-00 14:00,1.0
08-10-00 13:00,1.1
08-10-00 12:00,0.8
08-10-00 11:00,1.0
08-10-00 10:00,1.3
08-10-00 09:00,0.7
08-10-00 08:00,0.5
08-10-00 07:00,0.3
08-10-00 06:00,0.4
08-10-00 05:00,0.4
08-10-00 04:00,0.3
08-10-00 03:00,0.4
08-10-00 02:00,0.4
08-10-00 01:00,0.4
08-10-00 00:00,0.6
07-10-00 23:00,0.6
07-10-00 22:00,0.9
07-10-00 21:00,0.9
07-10-00 20:00,0.9
07-10-00 19:00,1.0
07-10-00 18:00,1.1
07-10-00 17:00,1.1
07-10-00 16:00,1.2
07-10-00 15:00,1.2
07-10-00 14:00,1.5
07-10-00 13:00,1.3
07-10-00 12:00,1.4
07-10-00 11:00,1.2
07-10-00 10:00,1.6
07-10-00 09:00,1.6
07-10-00 08:00,1.3
07-10-00 07:00,1.1
07-10-00 06:00,1.1
07-10-00 05:00,1.0
07-10-00 04:00,0.9
07-10-00 03:00,0.9
07-10-00 02:00,0.9
07-10-00 01:00,1.1
07-10-00 00:00,1.3
06-10-00 23:00,1.4
06-10-00 22:00,1.7
06-10-00 21:00,1.2
06-10-00 20:00,1.3
06-10-00 19:00,1.6
06-10-00 18:00,1.1
06-10-00 17:00,1.1
06-10-00 16:00,1.5
06-10-00 15:00,1.7
06-10-00 14:00,1.8
06-10-00 13:00,1.3
06-10-00 12:00,1.9
06-10-00 11:00,2.6
06-10-00 10:00,2.2
06-10-00 09:00,2.2
06-10-00 08:00,2.1
06-10-00 07:00,2.8
06-10-00 06:00,2.0
06-10-00 05:00,1.7
06-10-00 04:00,1.0
06-10-00 03:00,1.1
06-10-00 02:00,1.3
06-10-00 01:00,1.7
06-10-00 00:00,1.9
05-10-00 23:00,1.8
05-10-00 22:00,2.2
05-10-00 21:00,3.2
05-10-00 20:00,4.7
05-10-00 19:00,3.8
05-10-00 18:00,3.3
05-10-00 17:00,2.1
05-10-00 16:00,
05-10-00 15:00,
05-10-00 14:00,
05-10-00 13:00,
05-10-00 12:00,
05-10-00 11:00,1.8
05-10-00 10:00,2.8
05-10-00 09:00,4.2
05-10-00 08:00,3.9
05-10-00 07:00,7.7
05-10-00 06:00,3.1
05-10-00 05:00,2.3
05-10-00 04:00,1.9
05-10-00 03:00,1.7
05-10-00 02:00,1.6
05-10-00 01:00,2.0
05-10-00 00:00,2.6
04-10-00 23:00,2.8
04-10-00 22:00,3.9
04-10-00 21:00,3.3
04-10-00 20:00,3.5
04-10-00 19:00,3.9
04-10-00 18:00,3.7
04-10-00 17:00,2.3
04-10-00 16:00,2.5
04-10-00 15:00,3.0
04-10-00 14:00,2.3
04-10-00 13:00,2.2
04-10-00 12:00,2.2
04-10-00 11:00,1.7
04-10-00 10:00,2.8
04-10-00 09:00,4.1
04-10-00 08:00,4.8
04-10-00 07:00,7.1
04-10-00 06:00,3.9
04-10-00 05:00,3.7
04-10-00 04:00,1.9
04-10-00 03:00,1.1
04-10-00 02:00,0.9
04-10-00 01:00,0.9
04-10-00 00:00,1.0
03-10-00 23:00,1.0
03-10-00 22:00,0.9
03-10-00 21:00,0.9
03-10-00 20:00,2.1
03-10-00 19:00,2.8
03-10-00 18:00,3.3
03-10-00 17:00,1.9
03-10-00 16:00,1.7
03-10-00 15:00,1.7
03-10-00 14:00,1.3
03-10-00 13:00,1.0
03-10-00 12:00,1.1
03-10-00 11:00,1.2
03-10-00 10:00,1.4
03-10-00 09:00,2.0
03-10-00 08:00,2.1
03-10-00 07:00,1.3
03-10-00 06:00,1.3
03-10-00 05:00,1.5
03-10-00 04:00,1.0
03-10-00 03:00,1.3
03-10-00 02:00,1.4
03-10-00 01:00,1.9
03-10-00 00:00,2.3
02-10-00 23:00,3.4
02-10-00 22:00,3.3
02-10-00 21:00,4.5
02-10-00 20:00,5.9
02-10-00 19:00,2.8
02-10-00 18:00,2.8
02-10-00 17:00,1.8
02-10-00 16:00,1.7
02-10-00 15:00,1.2
02-10-00 14:00,1.6
02-10-00 13:00,1.7
02-10-00 12:00,2.9
02-10-00 11:00,2.9
02-10-00 10:00,2.1
02-10-00 09:00,1.9
02-10-00 08:00,2.4
02-10-00 07:00,1.4
02-10-00 06:00,1.2
02-10-00 05:00,1.0
02-10-00 04:00,1.0
02-10-00 03:00,1.0
02-10-00 02:00,1.0
02-10-00 01:00,1.0
02-10-00 00:00,1.2
01-10-00 23:00,1.1
01-10-00 22:00,1.0
01-10-00 21:00,
01-10-00 20:00,
01-10-00 19:00,
01-10-00 18:00,
01-10-00 17:00,
01-10-00 16:00,1.0
01-10-00 15:00,1.1
01-10-00 14:00,1.2
01-10-00 13:00,1.0
01-10-00 12:00,0.9
01-10-00 11:00,1.0
01-10-00 10:00,1.1
01-10-00 09:00,1.1
01-10-00 08:00,1.1
01-10-00 07:00,1.1
01-10-00 06:00,1.0
01-10-00 05:00,1.1
01-10-00 04:00,1.1
01-10-00 03:00,1.1
01-10-00 02:00,1.2
01-10-00 01:00,1.3

