Datum Zeit,Zittau-Ost BEN
,µg/m³
01-11-00 00:00,0.6
31-10-00 23:00,0.6
31-10-00 22:00,0.7
31-10-00 21:00,0.8
31-10-00 20:00,0.8
31-10-00 19:00,1.0
31-10-00 18:00,2.3
31-10-00 17:00,1.1
31-10-00 16:00,1.9
31-10-00 15:00,1.6
31-10-00 14:00,1.9
31-10-00 13:00,1.1
31-10-00 12:00,1.2
31-10-00 11:00,1.1
31-10-00 10:00,1.6
31-10-00 09:00,1.1
31-10-00 08:00,1.0
31-10-00 07:00,1.1
31-10-00 06:00,1.3
31-10-00 05:00,1.2
31-10-00 04:00,1.3
31-10-00 03:00,1.4
31-10-00 02:00,1.5
31-10-00 01:00,1.6
31-10-00 00:00,1.6
30-10-00 23:00,1.6
30-10-00 22:00,1.6
30-10-00 21:00,1.6
30-10-00 20:00,1.7
30-10-00 19:00,1.8
30-10-00 18:00,1.8
30-10-00 17:00,2.0
30-10-00 16:00,1.7
30-10-00 15:00,1.4
30-10-00 14:00,1.4
30-10-00 13:00,1.7
30-10-00 12:00,1.6
30-10-00 11:00,1.7
30-10-00 10:00,1.5
30-10-00 09:00,0.7
30-10-00 08:00,1.0
30-10-00 07:00,0.7
30-10-00 06:00,0.6
30-10-00 05:00,0.5
30-10-00 04:00,0.5
30-10-00 03:00,0.5
30-10-00 02:00,0.5
30-10-00 01:00,0.5
30-10-00 00:00,0.6
29-10-00 23:00,0.6
29-10-00 22:00,0.8
29-10-00 21:00,0.9
29-10-00 20:00,1.4
29-10-00 19:00,1.0
29-10-00 18:00,1.5
29-10-00 17:00,2.0
29-10-00 16:00,1.8
29-10-00 15:00,1.6
29-10-00 14:00,1.5
29-10-00 13:00,1.4
29-10-00 12:00,1.5
29-10-00 11:00,1.6
29-10-00 10:00,1.5
29-10-00 09:00,1.5
29-10-00 08:00,1.3
29-10-00 07:00,1.2
29-10-00 06:00,1.1
29-10-00 05:00,1.0
29-10-00 04:00,1.0
29-10-00 03:00,1.0
29-10-00 02:00,1.0
